Altitude (km),O (kg/m3),N2 (kg/m3),O2 (kg/m3),Total (kg/m3),Neutral Temp. (K),He (kg/m3),Ar (kg/m3),H (kg/m3),N (kg/m3),H2 (kg/m3)
78,0.0,0.0,0.0,0.0,132.35820483332955,35.4511535170463,0.0,0.0,0.0,160.70197606887723
79,0.0,0.0,0.0,0.0,132.7592299231681,34.265671455124206,0.0,0.0,0.0,155.32812244085682
80,0.0,0.0,0.0,0.0,133.1456739189161,33.11590295743209,0.0,0.0,0.0,150.11616031071
81,0.0,0.0,0.0,0.0,133.51806698267623,32.00107712179713,0.0,0.0,0.0,145.06259513763234
82,0.0,0.0,0.0,0.0,133.87692000009278,30.920413404661396,0.0,0.0,0.0,140.16388867590476
83,0.0,0.0,0.0,0.0,134.22272528123494,29.87312466124149,0.0,0.0,0.0,135.41647275609995
84,0.0,0.0,0.0,0.0,134.77151827375172,28.90465158527344,0.0,0.0,0.0,131.0263324746918
85,0.0,0.0,0.0,0.0,135.51256379313503,28.006845711699157,0.0,0.0,0.0,126.95653040350508
86,0.0,0.0,0.0,0.0,136.226665226681,27.130748880561665,0.0,0.0,0.0,122.98513658344845
87,0.0,0.0,0.0,0.0,136.91480224937945,26.276352472256434,0.0,0.0,0.0,119.1121119413933
88,0.0,0.0,0.0,0.0,137.57791891567274,25.44359244004916,0.0,0.0,0.0,115.33716615006541
89,0.0,0.0,0.0,0.0,138.2169249546032,24.632355305093682,0.0,0.0,0.0,111.65978480378247
90,0.0,0.0,0.0,0.0,138.83269701786935,23.84248364933406,0.0,0.0,0.0,108.07925431807254
91,0.0,0.0,0.0,0.0,139.42607988250347,23.073781144833838,0.0,0.0,0.0,104.59468472789315
92,0.0,0.0,0.0,0.0,139.99788760982025,22.32601715522641,0.0,0.0,0.0,101.2050305462519
93,0.0,0.0,0.0,0.0,140.54890466222673,21.598930942337358,0.0,0.0,0.0,97.90910983305076
94,0.0,0.0,0.0,0.0,141.07988697942528,20.89223550857868,0.0,0.0,0.0,94.70562161286452
95,0.0,0.0,0.0,0.0,141.5915630154866,20.205621103442788,0.0,0.0,0.0,91.59316177006593
96,0.0,0.0,0.0,0.0,142.08463473821507,19.538758420317144,0.0,0.0,0.0,88.57023754015745
97,0.0,0.0,0.0,0.0,142.55977859217754,18.891301507886492,0.0,0.0,0.0,85.63528070731336
98,0.0,0.0,0.0,0.0,143.01764642671694,18.262890418579307,0.0,0.0,0.0,82.78665960992927
99,0.0,0.0,0.0,0.0,143.45886639022376,17.653153614835514,0.0,0.0,0.0,80.02269004836243
100,0.0,0.0,0.0,0.0,143.88404379189205,17.06171015241669,0.0,0.0,0.0,77.34164518199381
101,0.0,0.0,0.0,0.0,144.2937619321426,16.48817165853738,0.0,0.0,0.0,74.741764496203
102,0.0,0.0,0.0,0.0,144.6885829028519,15.93214412125888,0.0,0.0,0.0,72.22126191378631
103,0.0,0.0,0.0,0.0,145.06904835848567,15.393229505348325,0.0,0.0,0.0,69.77833311973218
104,0.0,0.0,0.0,0.0,145.4356802591939,14.87102720865726,0.0,0.0,0.0,67.41116216306334
105,0.0,0.0,0.0,0.0,145.78898158688742,14.365135372009982,0.0,0.0,0.0,65.11792739463077
106,0.0,0.0,0.0,0.0,146.12943703527822,13.875152054606435,0.0,0.0,0.0,62.896806795277854
107,0.0,0.0,0.0,0.0,146.4575136748303,13.400676286030768,0.0,0.0,0.0,60.74598274465154
108,0.0,0.0,0.0,0.0,146.77366159353318,12.941309005110881,0.0,0.0,0.0,58.663646277102835
109,0.0,0.0,0.0,0.0,147.07831451437693,12.496653895090532,0.0,0.0,0.0,56.648000867566736
110,0.0,0.0,0.0,0.0,147.37189039037648,12.066318123849767,0.0,0.0,0.0,54.69726578702097
111,0.0,0.0,0.0,0.0,147.65479197796083,11.649912997237255,0.0,0.0,0.0,52.80967906407653
112,0.0,0.0,0.0,0.0,147.92740738951417,11.247054532955701,0.0,0.0,0.0,50.98350008643088
113,0.0,0.0,0.0,0.0,148.1901106258268,10.857363961865325,0.0,0.0,0.0,49.21701187330347
114,0.0,0.0,0.0,0.0,148.6759195041129,10.496894362486302,0.0,0.0,0.0,47.582983888710196
115,0.0,0.0,0.0,0.0,149.2502599854241,10.154307455943874,0.0,0.0,0.0,46.030019107741374
116,0.0,0.0,0.0,0.0,149.803717702015,9.821386979340033,0.0,0.0,0.0,44.52087277098525
117,0.0,0.0,0.0,0.0,150.33705194193266,9.497980654742829,0.0,0.0,0.0,43.05485459442709
118,0.0,0.0,0.0,0.0,150.850994385848,9.183927519450613,0.0,0.0,0.0,41.631234925526385
119,0.0,0.0,0.0,0.0,151.34625011084788,8.879059257142213,0.0,0.0,0.0,40.249250777391765
120,0.0,0.0,0.0,0.0,151.8234985577295,8.583201408132094,0.0,0.0,0.0,38.908111314932476
121,0.0,0.0,0.0,0.0,152.2833944631246,8.296174468302295,0.0,0.0,0.0,37.60700283637556
122,0.0,0.0,0.0,0.0,152.72656875773188,8.017794885565078,0.0,0.0,0.0,36.3450932902845
123,0.0,0.0,0.0,0.0,153.15362943189015,7.747875962045272,0.0,0.0,0.0,35.12153636519997
124,0.0,0.0,0.0,0.0,153.56516236967965,7.4862286695549205,0.0,0.0,0.0,33.935475186230065
125,0.0,0.0,0.0,0.0,153.96173215269573,7.232662385361398,0.0,0.0,0.0,32.786045650326585
126,0.0,0.0,0.0,0.0,154.3438828345978,6.986985554721078,0.0,0.0,0.0,31.672379429585575
127,0.0,0.0,0.0,0.0,154.71213868749595,6.74900628615998,0.0,0.0,0.0,30.59360666968637
128,0.0,0.0,0.0,0.0,155.06700492119927,6.518532885028389,0.0,0.0,0.0,29.54885840852323
129,0.0,0.0,0.0,0.0,155.40896837631269,6.295374330435638,0.0,0.0,0.0,28.537268738176234
130,0.0,0.0,0.0,0.0,155.73849819213297,6.07934070028097,0.0,0.0,0.0,27.557976731598938
131,0.0,0.0,0.0,0.0,156.05604645026054,5.870243548735491,0.0,0.0,0.0,26.61012815376424
132,0.0,0.0,0.0,0.0,156.36204879480968,5.6678962401954855,0.0,0.0,0.0,25.69287697549265
133,0.0,0.0,0.0,0.0,156.65692503006827,5.472114243417702,0.0,0.0,0.0,24.80538670678328
134,0.0,0.0,0.0,0.0,156.94107969642673,5.282715389260302,0.0,0.0,0.0,23.94683156516737
135,0.0,0.0,0.0,0.0,157.2149026253667,5.099520095187703,0.0,0.0,0.0,23.116397493400708
136,0.0,0.0,0.0,0.0,157.47876947427028,4.922351559451537,0.0,0.0,0.0,22.313283039696366
137,0.0,0.0,0.0,0.0,157.73304224178412,4.7510359276326195,0.0,0.0,0.0,21.536700112668324
138,0.0,0.0,0.0,0.0,157.97806976444485,4.585402434018065,0.0,0.0,0.0,20.785874622201508
139,0.0,0.0,0.0,0.0,158.2141881952477,4.425283520092902,0.0,0.0,0.0,20.060047016580626
140,0.0,0.0,0.0,0.0,158.50011478469335,4.272088820373873,0.0,0.0,0.0,19.36560724450696
141,0.0,0.0,0.0,0.0,158.87473150199153,4.126487569524564,0.0,0.0,0.0,18.705588982524784
142,0.0,0.0,0.0,0.0,159.23572732189146,3.9854856216993193,0.0,0.0,0.0,18.066419607283375
143,0.0,0.0,0.0,0.0,159.58359749417073,3.848965347399846,0.0,0.0,0.0,17.44756589797202
144,0.0,0.0,0.0,0.0,159.91881926154508,3.7168098528513838,0.0,0.0,0.0,16.84849796885412
145,0.0,0.0,0.0,0.0,160.24185251439715,3.5889032060858392,0.0,0.0,0.0,16.268690294114194
146,0.0,0.0,0.0,0.0,160.55314042169965,3.4651306367530825,0.0,0.0,0.0,15.70762261361313
147,0.0,0.0,0.0,0.0,160.8531100389982,3.345378711904382,0.0,0.0,0.0,15.164780729723956
148,0.0,0.0,0.0,0.0,161.1421728942887,3.2295354898185273,0.0,0.0,0.0,14.639657204633826
149,0.0,0.0,0.0,0.0,161.42072555259182,3.1174906537802856,0.0,0.0,0.0,14.131751966768975
150,0.0,0.0,0.0,0.0,161.68915016000034,3.009135627572172,0.0,0.0,0.0,13.640572834325061
151,0.0,0.0,0.0,0.0,161.94781496794488,2.904363674302761,0.0,0.0,0.0,13.165635963261204
152,0.0,0.0,0.0,0.0,162.19707483839767,2.8030699800673053,0.0,0.0,0.0,12.706466226538046
153,0.0,0.0,0.0,0.0,162.4372717307073,2.7051517238185396,0.0,0.0,0.0,12.262597530845845
154,0.0,0.0,0.0,0.0,162.6687351707323,2.6105081347164343,0.0,0.0,0.0,11.833573076573972
155,0.0,0.0,0.0,0.0,162.8917827029175,2.5190405381247345,0.0,0.0,0.0,11.418945566315688
156,0.0,0.0,0.0,0.0,163.1067203259328,2.4306523913288114,0.0,0.0,0.0,11.018277366779083
157,0.0,0.0,0.0,0.0,163.31384291247227,2.3452493099629814,0.0,0.0,0.0,10.631140628583502
158,0.0,0.0,0.0,0.0,163.51343461379003,2.2627390860557255,0.0,0.0,0.0,10.25711736805953
159,0.0,0.0,0.0,0.0,163.70576924952672,2.183031698527404,0.0,0.0,0.0,9.89579951483566
160,0.0,0.0,0.0,0.0,163.89111068336254,2.1060393169069376,0.0,0.0,0.0,9.546788928686222
161,0.0,0.0,0.0,0.0,164.06971318501152,2.0316762989708717,0.0,0.0,0.0,9.209697388829134
162,0.0,0.0,0.0,0.0,164.24182177905388,1.959859182950131,0.0,0.0,0.0,8.884146558598705
163,0.0,0.0,0.0,0.0,164.40767258108494,1.890506674895904,0.0,0.0,0.0,8.569767928174507
164,0.0,0.0,0.0,0.0,164.56749312164186,1.8235396317465622,0.0,0.0,0.0,8.26620273782282
165,0.0,0.0,0.0,0.0,164.7215026583526,1.7588810405916435,0.0,0.0,0.0,7.97310188389916
166,0.0,0.0,0.0,0.0,164.82944885797704,1.6960396375474813,0.0,0.0,0.0,7.688238440928771
167,0.0,0.0,0.0,0.0,164.862673587562,1.6347018308923986,0.0,0.0,0.0,7.410190880855363
168,0.0,0.0,0.0,0.0,164.89469028074103,1.5755707185037804,0.0,0.0,0.0,7.142146383983558
169,0.0,0.0,0.0,0.0,164.92554286118113,1.5185677452989434,0.0,0.0,0.0,6.8837488559196585
170,0.0,0.0,0.0,0.0,164.9552736555043,1.4636170925230814,0.0,0.0,0.0,6.634654606190673
171,0.0,0.0,0.0,0.0,164.98392345135528,1.4106455868181165,0.0,0.0,0.0,6.394531936048545
172,0.0,0.0,0.0,0.0,165.01153155335825,1.3595826119865624,0.0,0.0,0.0,6.163060738491028
173,0.0,0.0,0.0,0.0,165.03813583703874,1.310360023396068,0.0,0.0,0.0,5.939932110252899
174,0.0,0.0,0.0,0.0,165.0637728007849,1.2629120649691228,0.0,0.0,0.0,5.724847975515856
175,0.0,0.0,0.0,0.0,165.0884776159198,1.2171752887015856,0.0,0.0,0.0,5.517520721081689
176,0.0,0.0,0.0,0.0,165.11228417495278,1.1730884766530119,0.0,0.0,0.0,5.317672842750274
177,0.0,0.0,0.0,0.0,165.13522513807658,1.130592565351357,0.0,0.0,0.0,5.125036602642037
178,0.0,0.0,0.0,0.0,165.1573319779739,1.0896305725544175,0.0,0.0,0.0,4.939353697203655
179,0.0,0.0,0.0,0.0,165.17863502299468,1.0501475263102715,0.0,0.0,0.0,4.7603749356352285
180,0.0,0.0,0.0,0.0,165.19916349876345,1.0120903962591346,0.0,0.0,0.0,4.587859928477923
181,0.0,0.0,0.0,0.0,165.2189455682741,0.975408027119247,0.0,0.0,0.0,4.421576786101938
182,0.0,0.0,0.0,0.0,165.23800837052656,0.9400510742997894,0.0,0.0,0.0,4.261301826836402
183,0.0,0.0,0.0,0.0,165.25637805775872,0.9059719415843017,0.0,0.0,0.0,4.106819294484977
184,0.0,0.0,0.0,0.0,165.27407983132483,0.8731247208286267,0.0,0.0,0.0,3.957921084973418
185,0.0,0.0,0.0,0.0,165.29113797626897,0.8414651336180841,0.0,0.0,0.0,3.8144064818784087
186,0.0,0.0,0.0,0.0,165.3075758946419,0.8109504748292924,0.0,0.0,0.0,3.6760819005902863
187,0.0,0.0,0.0,0.0,165.3234161376062,0.7815395580428556,0.0,0.0,0.0,3.54276064086583
188,0.0,0.0,0.0,0.0,165.30975335460724,0.7530608867794542,0.0,0.0,0.0,3.413665299986613
189,0.0,0.0,0.0,0.0,165.28589486113154,0.7255751930495766,0.0,0.0,0.0,3.2890711794062653
190,0.0,0.0,0.0,0.0,165.26290385187826,0.6990963446687775,0.0,0.0,0.0,3.1690411426748355
191,0.0,0.0,0.0,0.0,165.2407487855065,0.6735871992988152,0.0,0.0,0.0,3.0534068215853947
192,0.0,0.0,0.0,0.0,165.21939926750449,0.6490120031984666,0.0,0.0,0.0,2.942006142515609
193,0.0,0.0,0.0,0.0,165.1988260084914,0.6253363380132311,0.0,0.0,0.0,2.8346830852226215
194,0.0,0.0,0.0,0.0,165.17900078403534,0.6025270696940545,0.0,0.0,0.0,2.7312874512888934
195,0.0,0.0,0.0,0.0,165.1598963959321,0.5805522994537728,0.0,0.0,0.0,2.631674641805141
196,0.0,0.0,0.0,0.0,165.1414866348922,0.5593813166743166,0.0,0.0,0.0,2.535705443896167
197,0.0,0.0,0.0,0.0,165.12374624458423,0.538984553681775,0.0,0.0,0.0,2.443245825713817
198,0.0,0.0,0.0,0.0,165.10665088698576,0.5193335423103035,0.0,0.0,0.0,2.3541667395388366
199,0.0,0.0,0.0,0.0,165.0901771089941,0.5004008721795107,0.0,0.0,0.0,2.2683439326500374
200,0.0,0.0,0.0,0.0,165.07430231025089,0.4821601506134515,0.0,0.0,0.0,2.185657765634953
201,0.0,0.0,0.0,0.0,165.0590047121368,0.46458596413263814,0.0,0.0,0.0,2.1059930378310563
202,0.0,0.0,0.0,0.0,165.0442633278934,0.44765384145361486,0.0,0.0,0.0,2.029238819600856
203,0.0,0.0,0.0,0.0,165.03005793383144,0.4313402179336159,0.0,0.0,0.0,1.9552882911576286
204,0.0,0.0,0.0,0.0,165.01636904158613,0.4156224014006353,0.0,0.0,0.0,1.8840385876712955
205,0.0,0.0,0.0,0.0,165.0121005581074,0.4005001955284524,0.0,0.0,0.0,1.8154888191845902
206,0.0,0.0,0.0,0.0,165.0121005581074,0.3859381863617898,0.0,0.0,0.0,1.7494784523430553
207,0.0,0.0,0.0,0.0,165.0121005581074,0.3719056453785077,0.0,0.0,0.0,1.6858681931113884
208,0.0,0.0,0.0,0.0,165.0121005581074,0.358383321350702,0.0,0.0,0.0,1.624570774643266
209,0.0,0.0,0.0,0.0,165.0121005581074,0.3453526630165611,0.0,0.0,0.0,1.5655021030761216
210,0.0,0.0,0.0,0.0,165.0121005581074,0.3327957936299113,0.0,0.0,0.0,1.5085811421628712
211,0.0,0.0,0.0,0.0,165.0121005581074,0.3206954864351268,0.0,0.0,0.0,1.453729802098371
212,0.0,0.0,0.0,0.0,165.0121005581074,0.3090351410337626,0.0,0.0,0.0,1.4008728323880948
213,0.0,0.0,0.0,0.0,165.0121005581074,0.29779876061048566,0.0,0.0,0.0,1.349937718612065
214,0.0,0.0,0.0,0.0,165.0121005581074,0.286970929987061,0.0,0.0,0.0,1.3008545829423959
215,0.0,0.0,0.0,0.0,165.01210055810742,0.2765367944742847,0.0,0.0,0.0,1.2535560882779748
216,0.0,0.0,0.0,0.0,165.01210055810742,0.26648203949285315,0.0,0.0,0.0,1.2079773458647698
217,0.0,0.0,0.0,0.0,165.01210055810742,0.2567928709352061,0.0,0.0,0.0,1.1640558262750158
218,0.0,0.0,0.0,0.0,165.01210055810742,0.2474559962414046,0.0,0.0,0.0,1.1217312736231562
219,0.0,0.0,0.0,0.0,165.01210055810742,0.23845860616308473,0.0,0.0,0.0,1.0809456229008665
220,0.0,0.0,0.0,0.0,165.01210055810742,0.22978835719046012,0.0,0.0,0.0,1.0416429203177204
221,0.0,0.0,0.0,0.0,165.01210055810742,0.22143335461827782,0.0,0.0,0.0,1.0037692465382584
222,0.0,0.0,0.0,0.0,165.01210055810742,0.21338213622748167,0.0,0.0,0.0,0.9672726427100953
223,0.0,0.0,0.0,0.0,165.01210055810742,0.20562365656020784,0.0,0.0,0.0,0.9321030391816344
224,0.0,0.0,0.0,0.0,165.01210055810742,0.19814727176653388,0.0,0.0,0.0,0.8982121868115701
225,0.0,0.0,0.0,0.0,165.01210055810742,0.19094272500219023,0.0,0.0,0.0,0.8655535907759304
226,0.0,0.0,0.0,0.0,165.01210055810742,0.18400013235720902,0.0,0.0,0.0,0.8340824467818919
227,0.0,0.0,0.0,0.0,165.01210055810742,0.1773099692961965,0.0,0.0,0.0,0.8037555796008068
228,0.0,0.0,0.0,0.0,165.01210055810742,0.17086305759163406,0.0,0.0,0.0,0.7745313838361585
229,0.0,0.0,0.0,0.0,165.01210055810742,0.1646505527322786,0.0,0.0,0.0,0.7463697668451662
230,0.0,0.0,0.0,0.0,165.0235606888184,0.15867495103822374,0.0,0.0,0.0,0.7192820445804056
231,0.0,0.0,0.0,0.0,165.04607698487376,0.15292646320414865,0.0,0.0,0.0,0.6932238415969801
232,0.0,0.0,0.0,0.0,165.06777459840853,0.14738549828421102,0.0,0.0,0.0,0.6681063510889733
233,0.0,0.0,0.0,0.0,165.08868329635547,0.14204461718695832,0.0,0.0,0.0,0.643895851256726
234,0.0,0.0,0.0,0.0,165.10883176333482,0.13689664370995167,0.0,0.0,0.0,0.6205598119905469
235,0.0,0.0,0.0,0.0,165.12824764100677,0.13193465552336045,0.0,0.0,0.0,0.5980668539988638
236,0.0,0.0,0.0,0.0,165.1469575659931,0.1271519754426834,0.0,0.0,0.0,0.5763867092470014
237,0.0,0.0,0.0,0.0,165.16498720641974,0.12254216298284444,0.0,0.0,0.0,0.555490182671446
238,0.0,0.0,0.0,0.0,165.18236129713108,0.11809900618600583,0.0,0.0,0.0,0.5353491151348846
239,0.0,0.0,0.0,0.0,165.19910367362345,0.11381651371552096,0.0,0.0,0.0,0.515936347587671
240,0.0,0.0,0.0,0.0,165.21523730474527,0.10968890720857019,0.0,0.0,0.0,0.49722568640191317
241,0.0,0.0,0.0,0.0,165.23078432420766,0.10571061388012487,0.0,0.0,0.0,0.47919186984484724
242,0.0,0.0,0.0,0.0,165.24576606094996,0.10187625937100926,0.0,0.0,0.0,0.4618105356587197
243,0.0,0.0,0.0,0.0,165.26020306840073,0.09818066083296058,0.0,0.0,0.0,0.44505818971499445
244,0.0,0.0,0.0,0.0,165.27411515267497,0.09461882024371049,0.0,0.0,0.0,0.4289121757112584
245,0.0,0.0,0.0,0.0,165.28752139974614,0.0911859179452568,0.0,0.0,0.0,0.4133506458798629
246,0.0,0.0,0.0,0.0,165.3004402016302,0.08787730639862705,0.0,0.0,0.0,0.3983525326779316
247,0.0,0.0,0.0,0.0,165.31288928161763,0.08468850414857876,0.0,0.0,0.0,0.3838975214290244
248,0.0,0.0,0.0,0.0,165.32488571858786,0.08161518999183032,0.0,0.0,0.0,0.36996602388741545
