Altitude (km),O (kg/m3),N2 (kg/m3),O2 (kg/m3),Total (kg/m3),Neutral Temp. (K),He (kg/m3),Ar (kg/m3),H (kg/m3),N (kg/m3),H2 (kg/m3)
253.5,0.0,0.0,0.0,2.535e-6,157.2,2.535e-7,0.0,0.0,0.0,2.2815e-6
254.5,0.0,0.0,0.0,2.458e-6,155.7,2.458e-7,0.0,0.0,0.0,2.2122e-6
255.5,0.0,0.0,0.0,2.376e-6,154.5,2.3760000000000004e-7,0.0,0.0,0.0,2.1384e-6
256.5,0.0,0.0,0.0,2.29e-6,153.7,2.2900000000000003e-7,0.0,0.0,0.0,2.0610000000000003e-6
257.5,0.0,0.0,0.0,2.208e-6,152.8,2.208e-7,0.0,0.0,0.0,1.9872e-6
258.5,0.0,0.0,0.0,2.129e-6,152.0,2.129e-7,0.0,0.0,0.0,1.9160999999999997e-6
259.5,0.0,0.0,0.0,2.049e-6,151.4,2.0490000000000004e-7,0.0,0.0,0.0,1.8441000000000003e-6
260.5,0.0,0.0,0.0,1.971e-6,150.8,1.9709999999999998e-7,0.0,0.0,0.0,1.7738999999999999e-6
261.5,0.0,0.0,0.0,1.895e-6,150.3,1.8950000000000002e-7,0.0,0.0,0.0,1.7055e-6
262.5,0.0,0.0,0.0,1.822e-6,149.8,1.8220000000000003e-7,0.0,0.0,0.0,1.6398000000000002e-6
263.5,0.0,0.0,0.0,1.741e-6,150.2,1.741e-7,0.0,0.0,0.0,1.5669e-6
264.5,0.0,0.0,0.0,1.661e-6,151.0,1.661e-7,0.0,0.0,0.0,1.4949e-6
265.5,0.0,0.0,0.0,1.585e-6,151.7,1.5850000000000002e-7,0.0,0.0,0.0,1.4265e-6
266.5,0.0,0.0,0.0,1.512e-6,152.4,1.5120000000000003e-7,0.0,0.0,0.0,1.3608000000000002e-6
267.5,0.0,0.0,0.0,1.432e-6,154.3,1.432e-7,0.0,0.0,0.0,1.2888e-6
268.5,0.0,0.0,0.0,1.356e-6,156.4,1.356e-7,0.0,0.0,0.0,1.2204e-6
269.5,0.0,0.0,0.0,1.284e-6,158.5,1.2839999999999999e-7,0.0,0.0,0.0,1.1556e-6
270.5,0.0,0.0,0.0,1.216e-6,160.7,1.216e-7,0.0,0.0,0.0,1.0944e-6
271.5,0.0,0.0,0.0,1.168e-6,160.7,1.1680000000000001e-7,0.0,0.0,0.0,1.0512000000000002e-6
272.5,0.0,0.0,0.0,1.124e-6,160.6,1.124e-7,0.0,0.0,0.0,1.0116e-6
273.5,0.0,0.0,0.0,1.081e-6,160.4,1.081e-7,0.0,0.0,0.0,9.729e-7
274.5,0.0,0.0,0.0,1.04e-6,160.3,1.04e-7,0.0,0.0,0.0,9.36e-7
275.5,0.0,0.0,0.0,1.009e-6,158.5,1.0090000000000001e-7,0.0,0.0,0.0,9.081e-7
276.5,0.0,0.0,0.0,9.796e-7,156.8,9.796e-8,0.0,0.0,0.0,8.816399999999999e-7
277.5,0.0,0.0,0.0,9.509e-7,155.0,9.509e-8,0.0,0.0,0.0,8.5581e-7
278.5,0.0,0.0,0.0,9.223e-7,153.4,9.223000000000001e-8,0.0,0.0,0.0,8.3007e-7
279.5,0.0,0.0,0.0,8.834e-7,153.6,8.834000000000001e-8,0.0,0.0,0.0,7.9506e-7
280.5,0.0,0.0,0.0,8.461e-7,153.8,8.461000000000001e-8,0.0,0.0,0.0,7.614900000000001e-7
281.5,0.0,0.0,0.0,8.105e-7,154.0,8.105e-8,0.0,0.0,0.0,7.294500000000001e-7
282.5,0.0,0.0,0.0,7.766e-7,154.2,7.766000000000001e-8,0.0,0.0,0.0,6.9894e-7
283.5,0.0,0.0,0.0,7.467e-7,153.8,7.467e-8,0.0,0.0,0.0,6.7203e-7
284.5,0.0,0.0,0.0,7.179e-7,153.4,7.179000000000001e-8,0.0,0.0,0.0,6.4611e-7
285.5,0.0,0.0,0.0,6.903e-7,153.0,6.903e-8,0.0,0.0,0.0,6.2127e-7
286.5,0.0,0.0,0.0,6.622e-7,153.0,6.622000000000001e-8,0.0,0.0,0.0,5.9598e-7
287.5,0.0,0.0,0.0,6.278e-7,154.9,6.278000000000001e-8,0.0,0.0,0.0,5.6502e-7
288.5,0.0,0.0,0.0,5.953e-7,156.7,5.9530000000000004e-8,0.0,0.0,0.0,5.3577e-7
289.5,0.0,0.0,0.0,5.646e-7,158.6,5.646e-8,0.0,0.0,0.0,5.0814e-7
290.5,0.0,0.0,0.0,5.351e-7,160.7,5.351e-8,0.0,0.0,0.0,4.8159e-7
291.5,0.0,0.0,0.0,5.054e-7,163.6,5.054e-8,0.0,0.0,0.0,4.5486e-7
292.5,0.0,0.0,0.0,4.776e-7,166.6,4.776e-8,0.0,0.0,0.0,4.2984e-7
293.5,0.0,0.0,0.0,4.515e-7,169.6,4.5150000000000004e-8,0.0,0.0,0.0,4.0635e-7
294.5,0.0,0.0,0.0,4.289e-7,171.8,4.289e-8,0.0,0.0,0.0,3.8601e-7
295.5,0.0,0.0,0.0,4.148e-7,171.1,4.148e-8,0.0,0.0,0.0,3.7332e-7
296.5,0.0,0.0,0.0,4.011e-7,170.5,4.0110000000000006e-8,0.0,0.0,0.0,3.6099e-7
297.5,0.0,0.0,0.0,3.88e-7,169.9,3.8800000000000003e-8,0.0,0.0,0.0,3.492e-7
298.5,0.0,0.0,0.0,3.715e-7,171.0,3.7150000000000005e-8,0.0,0.0,0.0,3.3435e-7
299.5,0.0,0.0,0.0,3.445e-7,177.9,3.445e-8,0.0,0.0,0.0,3.1005e-7
300.5,0.0,0.0,0.0,3.199e-7,184.8,3.1990000000000004e-8,0.0,0.0,0.0,2.8791e-7
301.5,0.0,0.0,0.0,2.975e-7,191.8,2.9750000000000002e-8,0.0,0.0,0.0,2.6775e-7
302.5,0.0,0.0,0.0,2.788e-7,197.7,2.788e-8,0.0,0.0,0.0,2.5091999999999997e-7
303.5,0.0,0.0,0.0,2.668e-7,200.2,2.6679999999999998e-8,0.0,0.0,0.0,2.4012e-7
304.5,0.0,0.0,0.0,2.554e-7,202.7,2.5540000000000002e-8,0.0,0.0,0.0,2.2986000000000002e-7
305.5,0.0,0.0,0.0,2.445e-7,205.2,2.445e-8,0.0,0.0,0.0,2.2005000000000001e-7
306.5,0.0,0.0,0.0,2.349e-7,207.0,2.349e-8,0.0,0.0,0.0,2.1140999999999999e-7
307.5,0.0,0.0,0.0,2.285e-7,206.3,2.285e-8,0.0,0.0,0.0,2.0565e-7
308.5,0.0,0.0,0.0,2.222e-7,205.6,2.222e-8,0.0,0.0,0.0,1.9998e-7
309.5,0.0,0.0,0.0,2.162e-7,204.9,2.162e-8,0.0,0.0,0.0,1.9457999999999999e-7
310.5,0.0,0.0,0.0,2.103e-7,204.1,2.103e-8,0.0,0.0,0.0,1.8927e-7
311.5,0.0,0.0,0.0,2.048e-7,203.0,2.0480000000000002e-8,0.0,0.0,0.0,1.8432e-7
312.5,0.0,0.0,0.0,1.995e-7,202.0,1.9950000000000003e-8,0.0,0.0,0.0,1.7955000000000002e-7
313.5,0.0,0.0,0.0,1.943e-7,201.0,1.9430000000000003e-8,0.0,0.0,0.0,1.7487e-7
314.5,0.0,0.0,0.0,1.892e-7,199.8,1.892e-8,0.0,0.0,0.0,1.7028000000000001e-7
315.5,0.0,0.0,0.0,1.845e-7,198.4,1.845e-8,0.0,0.0,0.0,1.6605e-7
316.5,0.0,0.0,0.0,1.799e-7,197.0,1.799e-8,0.0,0.0,0.0,1.6191e-7
317.5,0.0,0.0,0.0,1.754e-7,195.5,1.754e-8,0.0,0.0,0.0,1.5786e-7
318.5,0.0,0.0,0.0,1.708e-7,194.4,1.708e-8,0.0,0.0,0.0,1.5372e-7
319.5,0.0,0.0,0.0,1.648e-7,194.9,1.648e-8,0.0,0.0,0.0,1.4832e-7
320.5,0.0,0.0,0.0,1.591e-7,195.5,1.5909999999999998e-8,0.0,0.0,0.0,1.4319e-7
321.5,0.0,0.0,0.0,1.535e-7,196.0,1.535e-8,0.0,0.0,0.0,1.3815e-7
322.5,0.0,0.0,0.0,1.482e-7,196.5,1.482e-8,0.0,0.0,0.0,1.3338e-7
323.5,0.0,0.0,0.0,1.437e-7,196.2,1.437e-8,0.0,0.0,0.0,1.2933e-7
324.5,0.0,0.0,0.0,1.393e-7,195.9,1.3930000000000001e-8,0.0,0.0,0.0,1.2537000000000002e-7
325.5,0.0,0.0,0.0,1.35e-7,195.6,1.3500000000000002e-8,0.0,0.0,0.0,1.215e-7
326.5,0.0,0.0,0.0,1.309e-7,195.3,1.309e-8,0.0,0.0,0.0,1.1781e-7
327.5,0.0,0.0,0.0,1.271e-7,194.6,1.271e-8,0.0,0.0,0.0,1.1439e-7
328.5,0.0,0.0,0.0,1.235e-7,193.8,1.235e-8,0.0,0.0,0.0,1.1114999999999999e-7
329.5,0.0,0.0,0.0,1.199e-7,193.1,1.1990000000000002e-8,0.0,0.0,0.0,1.0791e-7
330.5,0.0,0.0,0.0,1.165e-7,192.4,1.1650000000000002e-8,0.0,0.0,0.0,1.0485e-7
331.5,0.0,0.0,0.0,1.126e-7,192.6,1.1260000000000001e-8,0.0,0.0,0.0,1.0134e-7
332.5,0.0,0.0,0.0,1.088e-7,192.7,1.088e-8,0.0,0.0,0.0,9.791999999999999e-8
333.5,0.0,0.0,0.0,1.051e-7,192.9,1.051e-8,0.0,0.0,0.0,9.459e-8
334.5,0.0,0.0,0.0,1.016e-7,193.1,1.016e-8,0.0,0.0,0.0,9.144e-8
335.5,0.0,0.0,0.0,9.782e-8,194.1,9.782000000000001e-9,0.0,0.0,0.0,8.8038e-8
336.5,0.0,0.0,0.0,9.414e-8,195.2,9.414e-9,0.0,0.0,0.0,8.4726e-8
337.5,0.0,0.0,0.0,9.059e-8,196.2,9.059000000000002e-9,0.0,0.0,0.0,8.1531e-8
338.5,0.0,0.0,0.0,8.719e-8,197.3,8.719e-9,0.0,0.0,0.0,7.8471e-8
339.5,0.0,0.0,0.0,8.412e-8,198.0,8.412000000000001e-9,0.0,0.0,0.0,7.5708e-8
340.5,0.0,0.0,0.0,8.12e-8,198.7,8.120000000000001e-9,0.0,0.0,0.0,7.308e-8
341.5,0.0,0.0,0.0,7.839e-8,199.4,7.839e-9,0.0,0.0,0.0,7.055100000000001e-8
342.5,0.0,0.0,0.0,7.567e-8,200.0,7.567000000000001e-9,0.0,0.0,0.0,6.8103e-8
343.5,0.0,0.0,0.0,7.297e-8,201.0,7.297e-9,0.0,0.0,0.0,6.5673e-8
344.5,0.0,0.0,0.0,7.035e-8,202.0,7.035000000000001e-9,0.0,0.0,0.0,6.331500000000001e-8
345.5,0.0,0.0,0.0,6.782e-8,203.1,6.782e-9,0.0,0.0,0.0,6.1038e-8
346.5,0.0,0.0,0.0,6.538e-8,204.1,6.5379999999999995e-9,0.0,0.0,0.0,5.8842e-8
347.5,0.0,0.0,0.0,6.307e-8,205.1,6.307e-9,0.0,0.0,0.0,5.6763e-8
348.5,0.0,0.0,0.0,6.086e-8,206.1,6.086000000000001e-9,0.0,0.0,0.0,5.4774000000000005e-8
349.5,0.0,0.0,0.0,5.873e-8,207.1,5.873e-9,0.0,0.0,0.0,5.2857e-8
350.5,0.0,0.0,0.0,5.668e-8,208.1,5.668000000000001e-9,0.0,0.0,0.0,5.1012e-8
351.5,0.0,0.0,0.0,5.415e-8,211.4,5.415e-9,0.0,0.0,0.0,4.8735e-8
352.5,0.0,0.0,0.0,5.128e-8,216.8,5.1280000000000005e-9,0.0,0.0,0.0,4.6152e-8
353.5,0.0,0.0,0.0,4.86e-8,222.1,4.86e-9,0.0,0.0,0.0,4.374e-8
354.5,0.0,0.0,0.0,4.609e-8,227.4,4.609e-9,0.0,0.0,0.0,4.1481e-8
355.5,0.0,0.0,0.0,4.418e-8,230.6,4.418e-9,0.0,0.0,0.0,3.9762e-8
356.5,0.0,0.0,0.0,4.299e-8,230.6,4.299e-9,0.0,0.0,0.0,3.8691000000000005e-8
357.5,0.0,0.0,0.0,4.184e-8,230.5,4.1840000000000004e-9,0.0,0.0,0.0,3.7656e-8
358.5,0.0,0.0,0.0,4.071e-8,230.5,4.071e-9,0.0,0.0,0.0,3.6639e-8
359.5,0.0,0.0,0.0,3.95e-8,231.2,3.950000000000001e-9,0.0,0.0,0.0,3.5550000000000004e-8
360.5,0.0,0.0,0.0,3.802e-8,233.8,3.802e-9,0.0,0.0,0.0,3.4218e-8
361.5,0.0,0.0,0.0,3.66e-8,236.3,3.6599999999999998e-9,0.0,0.0,0.0,3.2939999999999996e-8
362.5,0.0,0.0,0.0,3.525e-8,238.9,3.525e-9,0.0,0.0,0.0,3.1725e-8
363.5,0.0,0.0,0.0,3.392e-8,241.7,3.3920000000000003e-9,0.0,0.0,0.0,3.0528e-8
364.5,0.0,0.0,0.0,3.251e-8,245.8,3.251e-9,0.0,0.0,0.0,2.9258999999999997e-8
365.5,0.0,0.0,0.0,3.117e-8,249.9,3.1170000000000003e-9,0.0,0.0,0.0,2.8053e-8
366.5,0.0,0.0,0.0,2.99e-8,254.0,2.9900000000000006e-9,0.0,0.0,0.0,2.6910000000000004e-8
367.5,0.0,0.0,0.0,2.868e-8,258.2,2.868e-9,0.0,0.0,0.0,2.5812e-8
368.5,0.0,0.0,0.0,2.774e-8,260.6,2.774e-9,0.0,0.0,0.0,2.4966e-8
369.5,0.0,0.0,0.0,2.684e-8,262.9,2.6840000000000002e-9,0.0,0.0,0.0,2.4156e-8
370.5,0.0,0.0,0.0,2.597e-8,265.3,2.597e-9,0.0,0.0,0.0,2.3373e-8
371.5,0.0,0.0,0.0,2.513e-8,267.7,2.5130000000000003e-9,0.0,0.0,0.0,2.2617e-8
372.5,0.0,0.0,0.0,2.436e-8,269.8,2.4360000000000003e-9,0.0,0.0,0.0,2.1924e-8
373.5,0.0,0.0,0.0,2.363e-8,271.8,2.3630000000000002e-9,0.0,0.0,0.0,2.1267e-8
374.5,0.0,0.0,0.0,2.292e-8,273.8,2.292e-9,0.0,0.0,0.0,2.0628e-8
375.5,0.0,0.0,0.0,2.223e-8,275.8,2.2230000000000003e-9,0.0,0.0,0.0,2.0007000000000002e-8
376.5,0.0,0.0,0.0,2.152e-8,278.5,2.152e-9,0.0,0.0,0.0,1.9368000000000002e-8
377.5,0.0,0.0,0.0,2.082e-8,281.6,2.082e-9,0.0,0.0,0.0,1.8738000000000002e-8
378.5,0.0,0.0,0.0,2.014e-8,284.7,2.0140000000000003e-9,0.0,0.0,0.0,1.8126e-8
379.5,0.0,0.0,0.0,1.948e-8,287.7,1.948e-9,0.0,0.0,0.0,1.7532e-8
380.5,0.0,0.0,0.0,1.886e-8,290.9,1.8860000000000003e-9,0.0,0.0,0.0,1.6974e-8
381.5,0.0,0.0,0.0,1.826e-8,294.1,1.8260000000000001e-9,0.0,0.0,0.0,1.6434e-8
382.5,0.0,0.0,0.0,1.768e-8,297.4,1.768e-9,0.0,0.0,0.0,1.5912e-8
383.5,0.0,0.0,0.0,1.713e-8,300.6,1.713e-9,0.0,0.0,0.0,1.5417e-8
384.5,0.0,0.0,0.0,1.657e-8,304.4,1.657e-9,0.0,0.0,0.0,1.4913e-8
385.5,0.0,0.0,0.0,1.597e-8,309.4,1.5970000000000002e-9,0.0,0.0,0.0,1.4373e-8
386.5,0.0,0.0,0.0,1.54e-8,314.5,1.54e-9,0.0,0.0,0.0,1.386e-8
387.5,0.0,0.0,0.0,1.486e-8,319.5,1.486e-9,0.0,0.0,0.0,1.3374000000000001e-8
388.5,0.0,0.0,0.0,1.434e-8,324.5,1.434e-9,0.0,0.0,0.0,1.2906e-8
389.5,0.0,0.0,0.0,1.387e-8,329.3,1.387e-9,0.0,0.0,0.0,1.2483e-8
390.5,0.0,0.0,0.0,1.341e-8,334.1,1.3410000000000002e-9,0.0,0.0,0.0,1.2069e-8
391.5,0.0,0.0,0.0,1.298e-8,338.9,1.298e-9,0.0,0.0,0.0,1.1682e-8
392.5,0.0,0.0,0.0,1.256e-8,343.7,1.256e-9,0.0,0.0,0.0,1.1304e-8
393.5,0.0,0.0,0.0,1.219e-8,348.0,1.219e-9,0.0,0.0,0.0,1.0971000000000001e-8
394.5,0.0,0.0,0.0,1.183e-8,352.2,1.1830000000000002e-9,0.0,0.0,0.0,1.0647000000000001e-8
395.5,0.0,0.0,0.0,1.148e-8,356.4,1.148e-9,0.0,0.0,0.0,1.0332e-8
396.5,0.0,0.0,0.0,1.115e-8,360.6,1.1150000000000002e-9,0.0,0.0,0.0,1.0035e-8
397.5,0.0,0.0,0.0,1.087e-8,363.5,1.087e-9,0.0,0.0,0.0,9.783e-9
398.5,0.0,0.0,0.0,1.062e-8,365.9,1.062e-9,0.0,0.0,0.0,9.558e-9
399.5,0.0,0.0,0.0,1.038e-8,368.3,1.038e-9,0.0,0.0,0.0,9.342e-9
400.5,0.0,0.0,0.0,1.014e-8,370.6,1.014e-9,0.0,0.0,0.0,9.126e-9
401.5,0.0,0.0,0.0,9.922e-9,372.4,9.922e-10,0.0,0.0,0.0,8.9298e-9
402.5,0.0,0.0,0.0,9.735e-9,373.4,9.735000000000002e-10,0.0,0.0,0.0,8.7615e-9
403.5,0.0,0.0,0.0,9.551e-9,374.4,9.551000000000001e-10,0.0,0.0,0.0,8.595900000000001e-9
404.5,0.0,0.0,0.0,9.371e-9,375.4,9.371e-10,0.0,0.0,0.0,8.433900000000001e-9
405.5,0.0,0.0,0.0,9.196e-9,376.3,9.196e-10,0.0,0.0,0.0,8.276400000000001e-9
406.5,0.0,0.0,0.0,9.034e-9,377.0,9.034e-10,0.0,0.0,0.0,8.1306e-9
407.5,0.0,0.0,0.0,8.874e-9,377.6,8.874000000000001e-10,0.0,0.0,0.0,7.9866e-9
408.5,0.0,0.0,0.0,8.717e-9,378.2,8.717e-10,0.0,0.0,0.0,7.8453e-9
409.5,0.0,0.0,0.0,8.564e-9,378.8,8.564000000000001e-10,0.0,0.0,0.0,7.7076e-9
410.5,0.0,0.0,0.0,8.408e-9,379.6,8.408e-10,0.0,0.0,0.0,7.5672e-9
411.5,0.0,0.0,0.0,8.256e-9,380.5,8.256e-10,0.0,0.0,0.0,7.4303999999999995e-9
412.5,0.0,0.0,0.0,8.107e-9,381.3,8.107e-10,0.0,0.0,0.0,7.296299999999999e-9
413.5,0.0,0.0,0.0,7.96e-9,382.2,7.96e-10,0.0,0.0,0.0,7.164e-9
414.5,0.0,0.0,0.0,7.806e-9,383.5,7.806000000000001e-10,0.0,0.0,0.0,7.025400000000001e-9
415.5,0.0,0.0,0.0,7.652e-9,385.1,7.652e-10,0.0,0.0,0.0,6.8868e-9
416.5,0.0,0.0,0.0,7.502e-9,386.6,7.502000000000001e-10,0.0,0.0,0.0,6.7518e-9
417.5,0.0,0.0,0.0,7.354e-9,388.2,7.354000000000001e-10,0.0,0.0,0.0,6.6186e-9
418.5,0.0,0.0,0.0,7.206e-9,390.0,7.206000000000001e-10,0.0,0.0,0.0,6.4854e-9
419.5,0.0,0.0,0.0,7.057e-9,392.1,7.057000000000001e-10,0.0,0.0,0.0,6.3513e-9
420.5,0.0,0.0,0.0,6.912e-9,394.2,6.912000000000001e-10,0.0,0.0,0.0,6.2208e-9
421.5,0.0,0.0,0.0,6.769e-9,396.3,6.769e-10,0.0,0.0,0.0,6.0921000000000005e-9
422.5,0.0,0.0,0.0,6.628e-9,398.6,6.628e-10,0.0,0.0,0.0,5.9652e-9
423.5,0.0,0.0,0.0,6.482e-9,401.4,6.482e-10,0.0,0.0,0.0,5.8338e-9
424.5,0.0,0.0,0.0,6.34e-9,404.3,6.340000000000001e-10,0.0,0.0,0.0,5.706e-9
425.5,0.0,0.0,0.0,6.202e-9,407.1,6.202e-10,0.0,0.0,0.0,5.5818e-9
426.5,0.0,0.0,0.0,6.066e-9,410.0,6.066000000000001e-10,0.0,0.0,0.0,5.4594e-9
427.5,0.0,0.0,0.0,5.921e-9,414.0,5.921000000000001e-10,0.0,0.0,0.0,5.3289e-9
428.5,0.0,0.0,0.0,5.779e-9,418.1,5.779e-10,0.0,0.0,0.0,5.2011e-9
429.5,0.0,0.0,0.0,5.64e-9,422.2,5.640000000000001e-10,0.0,0.0,0.0,5.076e-9
430.5,0.0,0.0,0.0,5.506e-9,426.2,5.506e-10,0.0,0.0,0.0,4.9554e-9
431.5,0.0,0.0,0.0,5.363e-9,431.4,5.363e-10,0.0,0.0,0.0,4.8267e-9
432.5,0.0,0.0,0.0,5.219e-9,437.3,5.219e-10,0.0,0.0,0.0,4.6971e-9
433.5,0.0,0.0,0.0,5.08e-9,443.1,5.08e-10,0.0,0.0,0.0,4.572e-9
434.5,0.0,0.0,0.0,4.945e-9,448.9,4.945e-10,0.0,0.0,0.0,4.4505e-9
435.5,0.0,0.0,0.0,4.815e-9,454.9,4.814999999999999e-10,0.0,0.0,0.0,4.3334999999999996e-9
436.5,0.0,0.0,0.0,4.687e-9,461.3,4.687e-10,0.0,0.0,0.0,4.2183e-9
437.5,0.0,0.0,0.0,4.564e-9,467.6,4.5640000000000005e-10,0.0,0.0,0.0,4.1076e-9
438.5,0.0,0.0,0.0,4.445e-9,473.9,4.4450000000000007e-10,0.0,0.0,0.0,4.0005e-9
439.5,0.0,0.0,0.0,4.33e-9,480.2,4.33e-10,0.0,0.0,0.0,3.897e-9
440.5,0.0,0.0,0.0,4.227e-9,485.8,4.2270000000000005e-10,0.0,0.0,0.0,3.8043e-9
441.5,0.0,0.0,0.0,4.128e-9,491.4,4.128e-10,0.0,0.0,0.0,3.7151999999999997e-9
442.5,0.0,0.0,0.0,4.031e-9,497.0,4.031e-10,0.0,0.0,0.0,3.6279e-9
443.5,0.0,0.0,0.0,3.937e-9,502.7,3.937e-10,0.0,0.0,0.0,3.5433e-9
444.5,0.0,0.0,0.0,3.859e-9,506.6,3.8590000000000003e-10,0.0,0.0,0.0,3.4731e-9
445.5,0.0,0.0,0.0,3.789e-9,509.9,3.789e-10,0.0,0.0,0.0,3.4101e-9
446.5,0.0,0.0,0.0,3.721e-9,513.2,3.721e-10,0.0,0.0,0.0,3.3489e-9
447.5,0.0,0.0,0.0,3.653e-9,516.5,3.653e-10,0.0,0.0,0.0,3.2877e-9
448.5,0.0,0.0,0.0,3.591e-9,519.3,3.5910000000000003e-10,0.0,0.0,0.0,3.2319e-9
449.5,0.0,0.0,0.0,3.536e-9,521.4,3.5360000000000005e-10,0.0,0.0,0.0,3.1824e-9
450.5,0.0,0.0,0.0,3.481e-9,523.6,3.481e-10,0.0,0.0,0.0,3.1329e-9
451.5,0.0,0.0,0.0,3.427e-9,525.7,3.427e-10,0.0,0.0,0.0,3.0842999999999998e-9
452.5,0.0,0.0,0.0,3.375e-9,527.8,3.375e-10,0.0,0.0,0.0,3.0375e-9
453.5,0.0,0.0,0.0,3.329e-9,529.0,3.329e-10,0.0,0.0,0.0,2.9961e-9
454.5,0.0,0.0,0.0,3.285e-9,530.2,3.2850000000000005e-10,0.0,0.0,0.0,2.9565000000000003e-9
455.5,0.0,0.0,0.0,3.24e-9,531.5,3.24e-10,0.0,0.0,0.0,2.916e-9
456.5,0.0,0.0,0.0,3.197e-9,532.7,3.1970000000000004e-10,0.0,0.0,0.0,2.8773e-9
457.5,0.0,0.0,0.0,3.156e-9,533.6,3.1560000000000003e-10,0.0,0.0,0.0,2.8404e-9
458.5,0.0,0.0,0.0,3.117e-9,534.4,3.117e-10,0.0,0.0,0.0,2.8053e-9
459.5,0.0,0.0,0.0,3.079e-9,535.1,3.079e-10,0.0,0.0,0.0,2.7711e-9
460.5,0.0,0.0,0.0,3.041e-9,535.9,3.041e-10,0.0,0.0,0.0,2.7369000000000003e-9
461.5,0.0,0.0,0.0,3.003e-9,536.6,3.0030000000000004e-10,0.0,0.0,0.0,2.7027e-9
462.5,0.0,0.0,0.0,2.968e-9,537.1,2.9680000000000005e-10,0.0,0.0,0.0,2.6712e-9
463.5,0.0,0.0,0.0,2.932e-9,537.6,2.932e-10,0.0,0.0,0.0,2.6388e-9
464.5,0.0,0.0,0.0,2.897e-9,538.1,2.897e-10,0.0,0.0,0.0,2.6073e-9
465.5,0.0,0.0,0.0,2.863e-9,538.6,2.8630000000000003e-10,0.0,0.0,0.0,2.5767e-9
466.5,0.0,0.0,0.0,2.831e-9,538.8,2.831e-10,0.0,0.0,0.0,2.5479e-9
467.5,0.0,0.0,0.0,2.799e-9,539.0,2.7990000000000004e-10,0.0,0.0,0.0,2.5191e-9
468.5,0.0,0.0,0.0,2.768e-9,539.1,2.768e-10,0.0,0.0,0.0,2.4912e-9
469.5,0.0,0.0,0.0,2.737e-9,539.3,2.737e-10,0.0,0.0,0.0,2.4633e-9
470.5,0.0,0.0,0.0,2.708e-9,539.3,2.7080000000000004e-10,0.0,0.0,0.0,2.4372000000000002e-9
471.5,0.0,0.0,0.0,2.679e-9,539.0,2.6790000000000003e-10,0.0,0.0,0.0,2.4111e-9
472.5,0.0,0.0,0.0,2.651e-9,538.8,2.651e-10,0.0,0.0,0.0,2.3859000000000002e-9
473.5,0.0,0.0,0.0,2.623e-9,538.6,2.623e-10,0.0,0.0,0.0,2.3607000000000003e-9
474.5,0.0,0.0,0.0,2.596e-9,538.3,2.596e-10,0.0,0.0,0.0,2.3364000000000003e-9
475.5,0.0,0.0,0.0,2.57e-9,537.8,2.57e-10,0.0,0.0,0.0,2.313e-9
476.5,0.0,0.0,0.0,2.543e-9,537.4,2.543e-10,0.0,0.0,0.0,2.2887e-9
477.5,0.0,0.0,0.0,2.518e-9,536.9,2.5180000000000005e-10,0.0,0.0,0.0,2.2662000000000003e-9
478.5,0.0,0.0,0.0,2.492e-9,536.5,2.4920000000000003e-10,0.0,0.0,0.0,2.2428e-9
479.5,0.0,0.0,0.0,2.467e-9,536.0,2.467e-10,0.0,0.0,0.0,2.2203e-9
480.5,0.0,0.0,0.0,2.442e-9,535.6,2.442e-10,0.0,0.0,0.0,2.1978e-9
481.5,0.0,0.0,0.0,2.418e-9,535.1,2.4180000000000003e-10,0.0,0.0,0.0,2.1762e-9
482.5,0.0,0.0,0.0,2.394e-9,534.7,2.3939999999999997e-10,0.0,0.0,0.0,2.1546e-9
483.5,0.0,0.0,0.0,2.369e-9,534.3,2.3690000000000003e-10,0.0,0.0,0.0,2.1321e-9
484.5,0.0,0.0,0.0,2.344e-9,534.1,2.3440000000000004e-10,0.0,0.0,0.0,2.1096000000000002e-9
485.5,0.0,0.0,0.0,2.319e-9,534.0,2.319e-10,0.0,0.0,0.0,2.0871e-9
486.5,0.0,0.0,0.0,2.295e-9,533.8,2.295e-10,0.0,0.0,0.0,2.0655e-9
487.5,0.0,0.0,0.0,2.27e-9,533.6,2.27e-10,0.0,0.0,0.0,2.043e-9
488.5,0.0,0.0,0.0,2.242e-9,534.3,2.242e-10,0.0,0.0,0.0,2.0178e-9
489.5,0.0,0.0,0.0,2.215e-9,535.1,2.215e-10,0.0,0.0,0.0,1.9934999999999998e-9
490.5,0.0,0.0,0.0,2.188e-9,535.8,2.188e-10,0.0,0.0,0.0,1.9691999999999998e-9
491.5,0.0,0.0,0.0,2.161e-9,536.5,2.161e-10,0.0,0.0,0.0,1.9448999999999998e-9
492.5,0.0,0.0,0.0,2.134e-9,537.3,2.134e-10,0.0,0.0,0.0,1.9205999999999998e-9
493.5,0.0,0.0,0.0,2.108e-9,538.2,2.1080000000000004e-10,0.0,0.0,0.0,1.8972e-9
494.5,0.0,0.0,0.0,2.082e-9,539.0,2.0820000000000002e-10,0.0,0.0,0.0,1.8738000000000003e-9
495.5,0.0,0.0,0.0,2.056e-9,539.9,2.056e-10,0.0,0.0,0.0,1.8504e-9
496.5,0.0,0.0,0.0,2.03e-9,540.9,2.03e-10,0.0,0.0,0.0,1.8269999999999998e-9
