Altitude (km),Total (kg/m3),Neutral Temp. (K),Pressure (Pa),C (kg/m3),N2 (kg/m3),CH3 (kg/m3),C2H4 (kg/m3),He (kg/m3),H (kg/m3),CH4 (kg/m3),C2H6 (kg/m3),Ar (kg/m3),C2H2 (kg/m3),C3H4 (kg/m3),H2 (kg/m3)
131.5,0.0003377,164.51149594676514,190.0,0.0,3.9835316876913807e-7,0.0,0.0,9.075543129692524e-5,0.0,8.654291696324168e-6,0.0,1.2364845644218819e-7,0.0,0.0,0.00023776827538153926
132.5,0.0003235,164.58742596003034,182.3,0.0,3.803304582036545e-7,0.0,0.0,8.693103281762631e-5,0.0,8.275776705794019e-6,0.0,1.1786362723488202e-7,0.0,0.0,0.0002277949963911411
133.5,0.0003098,164.662433364039,175.0,0.0,3.630240659550866e-7,0.0,0.0,8.324178958150567e-5,0.0,7.911506016491156e-6,0.0,1.1232098710797344e-7,0.0,0.0,0.0002181713593489401
134.5,0.0002967,164.7384496752797,167.9,0.0,3.465129024205057e-7,0.0,0.0,7.971432770991483e-5,0.0,7.563596263497132e-6,0.0,1.0703908306482095e-7,0.0,0.0,0.0002089685240411027
135.5,0.0002846,164.81319099867744,161.2,0.0,3.312904592475493e-7,0.0,0.0,7.645629107577064e-5,0.0,7.242550756486629e-6,0.0,1.0217417907453345e-7,0.0,0.0,0.00020046769352942062
136.5,0.000273,164.88873132968362,154.7,0.0,3.16733163001615e-7,0.0,0.0,7.333309018723447e-5,0.0,6.935168996413012e-6,0.0,9.752762309385721e-8,0.0,0.0,0.00019231748003025706
137.5,0.0002619,164.96380313975024,148.5,0.0,3.028531883133524e-7,0.0,0.0,7.034480867484577e-5,0.0,6.641594092500469e-6,0.0,9.310488244546996e-8,0.0,0.0,0.00018451763916189497
138.5,0.0002497,165.01927447553362,142.6,0.0,2.877990943251412e-7,0.0,0.0,6.706164117216641e-5,0.0,6.321350796041439e-6,0.0,8.833756008263866e-8,0.0,0.0,0.00017594087137738436
139.5,0.0002375,165.05703976918448,136.9,0.0,2.728323585894374e-7,0.0,0.0,6.377898494577655e-5,0.0,6.002193619062358e-6,0.0,8.361158646830502e-8,0.0,0.0,0.00016736237749010333
140.5,0.0002259,165.09429690469074,131.5,0.0,2.5865995034794884e-7,0.0,0.0,6.065814003149613e-5,0.0,5.699380265321779e-6,0.0,7.914502278797532e-8,0.0,0.0,0.00015920467473004614
141.5,0.0002155,165.13091662803197,126.4,0.0,2.459603869164209e-7,0.0,0.0,5.786016428577848e-5,0.0,5.427954834819262e-6,0.0,7.514411716109902e-8,0.0,0.0,0.00015189077637532477
142.5,0.0002065,165.16675789885687,121.6,0.0,2.349484030410125e-7,0.0,0.0,5.543866863196579e-5,0.0,5.192803278323102e-6,0.0,7.16723830297232e-8,0.0,0.0,0.00014556190730364036
143.5,0.0001979,165.20325054091026,116.9,0.0,2.244439619396927e-7,0.0,0.0,5.3124898776556836e-5,0.0,4.968297329048843e-6,0.0,6.836360876728077e-8,0.0,0.0,0.00013951399632368736
144.5,0.0001897,165.23959212277697,112.4,0.0,2.144592913602343e-7,0.0,0.0,5.091894097431383e-5,0.0,4.754578511651609e-6,0.0,6.52232399612999e-8,0.0,0.0,0.00013374679798271302
145.5,0.0001822,165.2757043711267,108.1,0.0,2.0532886555622672e-7,0.0,0.0,4.890129126172217e-5,0.0,4.559114050229408e-6,0.0,6.235224859091853e-8,0.0,0.0,0.00012847191357390127
146.5,0.0001749,165.30382817535096,104.0,0.0,1.964883006076672e-7,0.0,0.0,4.6937855859653223e-5,0.0,4.369409407230346e-6,0.0,5.957845622622646e-8,0.0,0.0,0.00012333666797628254
147.5,0.000168,165.31600705630794,99.97,0.0,1.8814435279343903e-7,0.0,0.0,4.508229439060276e-5,0.0,4.190281810509953e-6,0.0,5.6961315052049626e-8,0.0,0.0,0.0001184823181310418
148.5,0.000161,165.32794924380354,96.17,0.0,1.797501617044818e-7,0.0,0.0,4.320028094877162e-5,0.0,4.00935389537036e-6,0.0,5.433845419500546e-8,0.0,0.0,0.00011355627653995856
149.5,0.0001542,165.3398729226848,92.52,0.0,1.716292607581345e-7,0.0,0.0,4.1372241674587396e-5,0.0,3.83396796629603e-6,0.0,5.1805933103298106e-8,0.0,0.0,0.00010877035516525517
150.5,0.0001476,165.35179151471002,89.01,0.0,1.6377868973626762e-7,0.0,0.0,3.9598159275372374e-5,0.0,3.6640914798197016e-6,0.0,4.936237156678556e-8,0.0,0.0,0.00010412460818350487
151.5,0.0001416,165.36364951667306,85.65,0.0,1.5664088158120365e-7,0.0,0.0,3.798533852010492e-5,0.0,3.509639332543437e-6,0.0,4.714085999207954e-8,0.0,0.0,9.990124040577835e-5
152.5,0.0001361,165.3754209154329,82.44,0.0,1.500999305915443e-7,0.0,0.0,3.6506920931670176e-5,0.0,3.368073649579215e-6,0.0,4.5105692156484356e-8,0.0,0.0,9.602979979600259e-5
153.5,0.0001309,165.38723233614556,79.34,0.0,1.4392558071989351e-7,0.0,0.0,3.5109197316911595e-5,0.0,3.234334889469066e-6,0.0,4.3186215459959344e-8,0.0,0.0,9.236935599743949e-5
154.5,0.0001258,165.39898955856486,76.37,0.0,1.3789896335639621e-7,0.0,0.0,3.37385331411464e-5,0.0,3.1034942115004824e-6,0.0,4.131686949992052e-8,0.0,0.0,8.87787568144968e-5
155.5,0.0001211,165.4,73.51,0.0,1.3237060300106727e-7,0.0,0.0,3.247525944395712e-5,0.0,2.983176711140658e-6,0.0,3.96049920035704e-8,0.0,0.0,8.54695882498976e-5
156.5,0.0001166,165.4,70.77,0.0,1.270945303244643e-7,0.0,0.0,3.1265831896167275e-5,0.0,2.8681684808770725e-6,0.0,3.797372559792229e-8,0.0,0.0,8.230093136703327e-5
157.5,0.0001122,165.4,68.12,0.0,1.219540778190514e-7,0.0,0.0,3.0083408512685806e-5,0.0,2.755924133183091e-6,0.0,3.638713117635114e-8,0.0,0.0,7.920232614513568e-5
158.5,0.000108,165.4,65.58,0.0,1.1705975850863546e-7,0.0,0.0,2.8954816321835552e-5,0.0,2.648921788180574e-6,0.0,3.487842451947785e-8,0.0,0.0,7.624432370695576e-5
159.5,0.0001041,165.4,63.13,0.0,1.1251555599832849e-7,0.0,0.0,2.790683329440258e-5,0.0,2.5495634350236286e-6,0.0,3.3477912467196496e-8,0.0,0.0,7.349760980210828e-5
160.5,0.0001003,165.4,60.77,0.0,1.0810353786412434e-7,0.0,0.0,2.6885831644678962e-5,0.0,2.4529307603961883e-6,0.0,3.212046846046038e-8,0.0,0.0,7.082101358860026e-5
161.5,9.658e-5,165.4,58.5,0.0,1.0380164850423142e-7,0.0,0.0,2.588644746446103e-5,0.0,2.3585293879435955e-6,0.0,3.079944280848643e-8,0.0,0.0,6.820042205628265e-5
162.5,9.279e-5,165.4,56.31,0.0,9.944742349190913e-8,0.0,0.0,2.4868467526274547e-5,0.0,2.2626821936289423e-6,0.0,2.9466424516898978e-8,0.0,0.0,6.55299364320877e-5
163.5,8.911e-5,165.4,54.2,0.0,9.523716296956136e-8,0.0,0.0,2.3880659926671637e-5,0.0,2.16980466241003e-6,0.0,2.8181078318795535e-8,0.0,0.0,6.293611716962998e-5
164.5,8.557e-5,165.4,52.18,0.0,9.120415779255237e-8,0.0,0.0,2.293120009633235e-5,0.0,2.0806389870286976e-6,0.0,2.6953649909167673e-8,0.0,0.0,6.0440003108937225e-5
165.5,8.245e-5,165.4,50.22,0.0,8.763696452068466e-8,0.0,0.0,2.2094345315319777e-5,0.0,2.0018976857596245e-6,0.0,2.5866500042719976e-8,0.0,0.0,5.824025353435719e-5
166.5,7.995e-5,165.4,48.33,0.0,8.474543724013316e-8,0.0,0.0,2.1423681975732293e-5,0.0,1.9384046929357343e-6,0.0,2.498118192275958e-8,0.0,0.0,5.647818671216909e-5
167.5,7.753e-5,165.4,46.51,0.0,8.195360138505889e-8,0.0,0.0,2.077449892575894e-5,0.0,1.8770252317478754e-6,0.0,2.412740781134803e-8,0.0,0.0,5.4772394833296764e-5
168.5,7.519e-5,165.4,44.76,0.0,7.926103491560042e-8,0.0,0.0,2.01467951601714e-5,0.0,1.8177546207772306e-6,0.0,2.330498333610891e-8,0.0,0.0,5.312288420079966e-5
169.5,7.27e-5,165.4,43.04,0.0,7.642041849023736e-8,0.0,0.0,1.9478928173655087e-5,0.0,1.7549745753402016e-6,0.0,2.24405186331009e-8,0.0,0.0,5.136723631388138e-5
170.5,7.023e-5,165.4,41.38,0.0,7.36153502799497e-8,0.0,0.0,1.8816462764685503e-5,0.0,1.6928477528503026e-6,0.0,2.1588583891054816e-8,0.0,0.0,4.9625485548293175e-5
171.5,6.786e-5,165.4,39.78,0.0,7.092997616617053e-8,0.0,0.0,1.8180779560327073e-5,0.0,1.6333063358941634e-6,0.0,2.077390663087878e-8,0.0,0.0,4.795421022098173e-5
172.5,6.557e-5,165.4,38.24,0.0,6.83503291393258e-8,0.0,0.0,1.7565615250644697e-5,0.0,1.5759529852354447e-6,0.0,1.9993718726025602e-8,0.0,0.0,4.63400877162545e-5
173.5,6.34e-5,165.4,36.74,0.0,6.590648659189863e-8,0.0,0.0,1.6982686753151296e-5,0.0,1.5216096650327609e-6,0.0,1.9254777121362617e-8,0.0,0.0,4.4810542318102683e-5
174.5,6.13e-5,165.4,35.3,0.0,6.354828082277654e-8,0.0,0.0,1.64186172157775e-5,0.0,1.4690983939451471e-6,0.0,1.8542656585499397e-8,0.0,0.0,4.333019345286908e-5
175.5,5.927e-5,165.4,33.91,0.0,6.127410533832781e-8,0.0,0.0,1.5873392933616554e-5,0.0,1.4184001008362477e-6,0.0,1.7856665635803062e-8,0.0,0.0,4.1899076194573064e-5
176.5,5.714e-5,165.4,32.57,0.0,5.8908319155711244e-8,0.0,0.0,1.5301486804027364e-5,0.0,1.3654480495506657e-6,0.0,1.7145623653756446e-8,0.0,0.0,4.0397011203612493e-5
177.5,5.497e-5,165.4,31.27,0.0,5.651244022806348e-8,0.0,0.0,1.47189636307382e-5,0.0,1.3116721902423353e-6,0.0,1.6427382471775257e-8,0.0,0.0,3.886642435631962e-5
178.5,5.289e-5,165.4,30.02,0.0,5.4221547329048793e-8,0.0,0.0,1.416064597044549e-5,0.0,1.260192111386749e-6,0.0,1.574138766612528e-8,0.0,0.0,3.739919898317258e-5
179.5,5.089e-5,165.4,28.82,0.0,5.2025009005393526e-8,0.0,0.0,1.3623891405202361e-5,0.0,1.2107652636358738e-6,0.0,1.508447114131918e-8,0.0,0.0,3.598823385101506e-5
180.5,4.873e-5,165.4,27.67,0.0,4.968037302437427e-8,0.0,0.0,1.3045107478949158e-5,0.0,1.1577173602541681e-6,0.0,1.4386350231233957e-8,0.0,0.0,3.446310843754106e-5
181.5,4.665e-5,165.4,26.57,0.0,4.7430020004156776e-8,0.0,0.0,1.2487786484387716e-5,0.0,1.1067225229944005e-6,0.0,1.3717312841696353e-8,0.0,0.0,3.2994343659772036e-5
182.5,4.466e-5,165.4,25.51,0.0,4.5282385380841374e-8,0.0,0.0,1.1954598936300738e-5,0.0,1.0579972188991195e-6,0.0,1.3079556090499388e-8,0.0,0.0,3.15890419033288e-5
183.5,4.284e-5,165.4,24.49,0.0,4.331778049870277e-8,0.0,0.0,1.1466956394319253e-5,0.0,1.0134271209947132e-6,0.0,1.249616094461948e-8,0.0,0.0,3.0303802543242715e-5
184.5,4.124e-5,165.4,23.52,0.0,4.1586558858232223e-8,0.0,0.0,1.103824180869182e-5,0.0,9.741928177399472e-7,0.0,1.1981616614071857e-8,0.0,0.0,2.9173997198095925e-5
185.5,3.97e-5,165.4,22.58,0.0,3.992376538913741e-8,0.0,0.0,1.0625615908783517e-5,0.0,9.364708471447221e-7,0.0,1.148790651799505e-8,0.0,0.0,2.808650157216463e-5
186.5,3.821e-5,165.4,21.68,0.0,3.8320215189063545e-8,0.0,0.0,1.0226405840696763e-5,0.0,9.000361761169414e-7,0.0,1.1012497503757133e-8,0.0,0.0,2.703422527049348e-5
187.5,3.655e-5,165.4,20.82,0.0,3.655599197790515e-8,0.0,0.0,9.781744521462405e-6,0.0,8.597134922552743e-7,0.0,1.0492226674665041e-8,0.0,0.0,2.586149376762975e-5
188.5,3.486e-5,165.4,20.0,0.0,3.477454466185879e-8,0.0,0.0,9.329172723062752e-6,0.0,8.188247506770187e-7,0.0,9.968412196501704e-9,0.0,0.0,2.4667259569401867e-5
189.5,3.325e-5,165.4,19.21,0.0,3.3081499609100274e-8,0.0,0.0,8.898035868691011e-6,0.0,7.799210236733143e-7,0.0,9.471168193712777e-9,0.0,0.0,2.3529490439832864e-5
190.5,3.173e-5,165.4,18.45,0.0,3.1486269308931416e-8,0.0,0.0,8.491008556454299e-6,0.0,7.432303622301101e-7,0.0,9.003108967348891e-9,0.0,0.0,2.2455271703039314e-5
191.5,3.064e-5,165.4,17.72,0.0,3.032475882849187e-8,0.0,0.0,8.199070941947724e-6,0.0,7.166984112981353e-7,0.0,8.660072835214304e-9,0.0,0.0,2.168524581509043e-5
192.5,2.959e-5,165.4,17.03,0.0,2.9209860013332146e-8,0.0,0.0,7.91785811855178e-6,0.0,6.911888558948767e-7,0.0,8.331350433651518e-9,0.0,0.0,2.094341181510636e-5
193.5,2.857e-5,165.4,16.36,0.0,2.8129289485812944e-8,0.0,0.0,7.644686729745549e-6,0.0,6.664380134694285e-7,0.0,8.01310324519012e-9,0.0,0.0,2.0222732864054016e-5
194.5,2.754e-5,165.4,15.72,0.0,2.7044751782101223e-8,0.0,0.0,7.368857241435197e-6,0.0,6.415265953063877e-7,0.0,7.694566620416035e-9,0.0,0.0,1.94948768448559e-5
195.5,2.643e-5,165.4,15.09,0.0,2.5885644977576712e-8,0.0,0.0,7.07162355186055e-6,0.0,6.148011086847371e-7,0.0,7.355402044976998e-9,0.0,0.0,1.8710334292432158e-5
196.5,2.537e-5,165.4,14.49,0.0,2.478205021038789e-8,0.0,0.0,6.787722099398181e-6,0.0,5.893224782986612e-7,0.0,7.032976599468988e-9,0.0,0.0,1.79611403954933e-5
197.5,2.436e-5,165.4,13.91,0.0,2.3732371441791265e-8,0.0,0.0,6.517219283071391e-6,0.0,5.650680134014967e-7,0.0,6.726573062768904e-9,0.0,0.0,1.7247253759022553e-5
198.5,2.341e-5,165.4,13.36,0.0,2.274713280798625e-8,0.0,0.0,6.262794075802874e-6,0.0,5.422796435996493e-7,0.0,6.439275486229412e-9,0.0,0.0,1.657573987230326e-5
199.5,2.253e-5,165.4,12.83,0.0,2.1834536109308114e-8,0.0,0.0,6.027115180622162e-6,0.0,5.211700764992578e-7,0.0,6.1731964366178305e-9,0.0,0.0,1.5953707010332652e-5
200.5,2.168e-5,165.4,12.32,0.0,2.095546049771748e-8,0.0,0.0,5.799480527490571e-6,0.0,5.008096445622432e-7,0.0,5.917223895048924e-9,0.0,0.0,1.535283714355442e-5
201.5,2.086e-5,165.4,11.83,0.0,2.010975186562689e-8,0.0,0.0,5.579889542124637e-6,0.0,4.81196506772043e-7,0.0,5.671290077598879e-9,0.0,0.0,1.4773132909160097e-5
202.5,2.0e-5,165.4,11.36,0.0,1.9229948671669067e-8,0.0,0.0,5.349617973603565e-6,0.0,4.607162800625108e-7,0.0,5.416368899602313e-9,0.0,0.0,1.4165019428762655e-5
203.5,1.916e-5,165.4,10.9,0.0,1.8373112602537216e-8,0.0,0.0,5.124722398753096e-6,0.0,4.407430493321483e-7,0.0,5.168578061011707e-9,0.0,0.0,1.3570992861251204e-5
204.5,1.836e-5,165.4,10.47,0.0,1.7561015278759415e-8,0.0,0.0,4.910586859938696e-6,0.0,4.217694138424686e-7,0.0,4.93467309742092e-9,0.0,0.0,1.3005148037842657e-5
205.5,1.759e-5,165.4,10.05,0.0,1.678082716283383e-8,0.0,0.0,4.70448591661176e-6,0.0,4.0352509369513665e-7,0.0,4.710145273987466e-9,0.0,0.0,1.246049801725628e-5
206.5,1.687e-5,165.4,9.653,0.0,1.605279836768814e-8,0.0,0.0,4.51177287263554e-6,0.0,3.86483871833616e-7,0.0,4.500818040561305e-9,0.0,0.0,1.1951189639122595e-5
207.5,1.618e-5,165.4,9.271,0.0,1.535678394145917e-8,0.0,0.0,4.327094963031863e-6,0.0,3.701734755714154e-7,0.0,4.3009051886628945e-9,0.0,0.0,1.14630738722666e-5
208.5,1.552e-5,165.4,8.904,0.0,1.4692617623935411e-8,0.0,0.0,4.1504516650739974e-6,0.0,3.5459186443694956e-7,0.0,4.1103376991010815e-9,0.0,0.0,1.0996153515166014e-5
209.5,1.491e-5,165.4,8.552,0.0,1.4079016052991715e-8,0.0,0.0,3.987190788761351e-6,0.0,3.401932926876597e-7,0.0,3.934323104192529e-9,0.0,0.0,1.0564602579393803e-5
210.5,1.436e-5,165.4,8.213,0.0,1.352487322215935e-8,0.0,0.0,3.839984583275662e-6,0.0,3.2719898277041874e-7,0.0,3.7752784134952144e-9,0.0,0.0,1.0175516282318266e-5
211.5,1.383e-5,165.4,7.888,0.0,1.299246863063704e-8,0.0,0.0,3.6981363381784064e-6,0.0,3.146936481031591e-7,0.0,3.622660160667575e-9,0.0,0.0,9.80055488492713e-6
212.5,1.332e-5,165.4,7.575,0.0,1.248168333111842e-8,0.0,0.0,3.561645314780175e-6,0.0,3.026713062644976e-7,0.0,3.4764097371860665e-9,0.0,0.0,9.439725285887024e-6
213.5,1.277e-5,165.4,7.275,0.0,1.1936071561032853e-8,0.0,0.0,3.414468024749612e-6,0.0,2.897745951808708e-7,0.0,3.320794740290959e-9,0.0,0.0,9.050500513768192e-6
214.5,1.222e-5,165.4,6.986,0.0,1.1393046013379929e-8,0.0,0.0,3.267299899384548e-6,0.0,2.7691157594303154e-7,0.0,3.166225203239615e-9,0.0,0.0,8.6612292534558e-6
215.5,1.169e-5,165.4,6.708,0.0,1.08712457682204e-8,0.0,0.0,3.1254884313650357e-6,0.0,2.6453541848965986e-7,0.0,3.0178784917450794e-9,0.0,0.0,8.28608702588534e-6
216.5,1.118e-5,165.4,6.442,0.0,1.0370667138780008e-8,0.0,0.0,2.989033667560657e-6,0.0,2.526461353248952e-7,0.0,2.8757513673272622e-9,0.0,0.0,7.92507377860834e-6
217.5,1.079e-5,165.4,6.187,0.0,9.98362792697568e-9,0.0,0.0,2.8846695398492816e-6,0.0,2.434977185014662e-7,0.0,2.765388125197984e-9,0.0,0.0,7.649083725597079e-6
218.5,1.043e-5,165.4,5.942,0.0,9.62615495438543e-9,0.0,0.0,2.788332261991933e-6,0.0,2.3504991495326537e-7,0.0,2.663443170455713e-9,0.0,0.0,7.394328224929962e-6
219.5,1.007e-5,165.40903497299865,5.707,0.0,9.270354547406993e-9,0.0,0.0,2.6919531229237036e-6,0.0,2.266226344154485e-7,1.394814829860699e-10,2.5621324243584996e-9,0.0,0.0,7.139452274206098e-6
220.5,9.72e-6,165.43420452853601,5.482,0.0,8.92572017169696e-9,0.0,0.0,2.5982735051115726e-6,0.0,2.1844775167821282e-7,1.3727785595966106e-10,2.464046193342351e-9,0.0,0.0,6.8917516989892165e-6
221.5,9.267e-6,165.45971530018585,5.263,0.0,8.488119642952139e-9,0.0,0.0,2.4770686939293326e-6,0.0,2.079792077363764e-7,1.3348578246691942e-10,2.34051078390561e-9,0.0,0.0,6.570989982124965e-6
222.5,8.836e-6,165.4853188133882,5.052,0.0,8.072709435376383e-9,0.0,0.0,2.3617546763752546e-6,0.0,1.9803123494055355e-7,1.2982079955841094e-10,2.2233621597990933e-9,0.0,0.0,6.2657881962894584e-6
223.5,8.425e-6,165.5107235490139,4.851,0.0,7.677739784709524e-9,0.0,0.0,2.2517973447911642e-6,0.0,1.88560092834643e-7,1.2623636137944533e-10,2.1121266617348503e-9,0.0,0.0,5.974726459566369e-6
224.5,8.061e-6,165.53612788577607,4.658,0.0,7.327439759989407e-9,0.0,0.0,2.1544112316194926e-6,0.0,1.8016509832752542e-7,1.2317691001969183e-10,2.013420636192122e-9,0.0,0.0,5.7169596327467796e-6
225.5,7.771e-6,165.56120753840227,4.475,0.0,7.046186521996872e-9,0.0,0.0,2.0768116362076485e-6,0.0,1.7344753713838345e-7,1.2106932668835095e-10,1.9339201055015347e-9,0.0,0.0,5.511639650699782e-6
226.5,7.492e-6,165.58616924435327,4.3,0.0,6.776320959337092e-9,0.0,0.0,2.0021589380886657e-6,0.0,1.6699414142983674e-7,1.1899595858589752e-10,1.8577310370741081e-9,0.0,0.0,5.3140938725265e-6
227.5,7.223e-6,165.60555736903814,4.132,0.0,6.516557746371352e-9,0.0,0.0,1.930137528493051e-6,0.0,1.6077568828579666e-7,1.1712886116761587e-10,1.7844737583991577e-9,0.0,0.0,5.123668622855215e-6
228.5,6.968e-6,165.61823698761572,3.968,0.0,6.270118667744625e-9,0.0,0.0,1.8618065846981577e-6,0.0,1.5487573672592652e-7,1.1561800800103285e-10,1.7149847893573984e-9,0.0,0.0,4.943216957110813e-6
229.5,6.727e-6,165.63104063049974,3.809,0.0,6.037330020176791e-9,0.0,0.0,1.7972279447948568e-6,0.0,1.493010910441126e-7,1.1423713465693239e-10,1.649366084410945e-9,0.0,0.0,4.772670030921785e-6
230.5,6.494e-6,165.64379043781886,3.657,0.0,5.812947786995459e-9,0.0,0.0,1.7348003063570243e-6,0.0,1.4392054031218356e-7,1.1285591435673202e-10,1.5862014820570447e-9,0.0,0.0,4.607767148147383e-6
231.5,6.27e-6,165.65654609778264,3.511,0.0,5.597727750284264e-9,0.0,0.0,1.674789251124585e-6,0.0,1.387543662693766e-7,1.1150910145003399e-10,1.5256792975098983e-9,0.0,0.0,4.449221466456795e-6
232.5,6.017e-6,165.66947166442634,3.369,0.0,5.357585620614975e-9,0.0,0.0,1.60704273951674e-6,0.0,1.329594796703306e-7,1.0954362296853999e-10,1.4584896560960604e-9,0.0,0.0,4.27007216191325e-6
233.5,5.758e-6,165.6823723513626,3.233,0.0,5.1133772746454215e-9,0.0,0.0,1.5377081688920374e-6,0.0,1.2704931632247608e-7,1.0730586631669912e-10,1.3903553678448986e-9,0.0,0.0,4.086631476276679e-6
234.5,5.511e-6,165.6953224953224,3.102,0.0,4.881004429988279e-9,0.0,0.0,1.471591636773781e-6,0.0,1.2141992988619728e-7,1.0513947147045167e-10,1.325589183043494e-9,0.0,0.0,3.911676700255519e-6
235.5,5.274e-6,165.72500564146515,2.976,0.0,4.6582982288267424e-9,0.0,0.0,1.4081499913184224e-6,0.0,1.1601802663275018e-7,1.0323513888600233e-10,1.2636429800316535e-9,0.0,0.0,3.7438068057010825e-6
236.5,5.068e-6,165.76347359902613,2.857,0.0,4.46409765560865e-9,0.0,0.0,1.3529961931214176e-6,0.0,1.1131173914517882e-7,1.018641799145107e-10,1.2096103092709524e-9,0.0,0.0,3.5979164955886097e-6
237.5,4.874e-6,165.80220224697197,2.742,0.0,4.281386332924081e-9,0.0,0.0,1.3010569317080982e-6,0.0,1.0688191997442554e-7,1.0061106713580002e-10,1.1587976760436888e-9,0.0,0.0,3.460520353241373e-6
238.5,4.688e-6,165.84079800432573,2.632,0.0,4.106694366115786e-9,0.0,0.0,1.2512650574711652e-6,0.0,1.0264150198225142e-7,9.937643655639882e-11,1.1102701410334153e-9,0.0,0.0,3.328777099602878e-6
239.5,4.508e-6,165.8791747044814,2.527,0.0,3.938232135846932e-9,0.0,0.0,1.203086348598559e-6,0.0,9.854618510511235e-8,9.811825133775987e-11,1.0635390337016103e-9,0.0,0.0,3.201267576875443e-6
240.5,4.318e-6,165.9180134189048,2.425,0.0,3.761822791998958e-9,0.0,0.0,1.1522483116738863e-6,0.0,9.424337741471616e-8,9.65287437142219e-11,1.0147532973427456e-9,0.0,0.0,3.0666352060783412e-6
241.5,4.136e-6,165.95649457442178,2.328,0.0,3.593399813362561e-9,0.0,0.0,1.1035574317446751e-6,0.0,9.012957440146192e-8,9.494142890742991e-11,9.682381828160507e-10,0.0,0.0,2.937656414428777e-6
242.5,3.962e-6,165.9953469811378,2.234,0.0,3.4327112295931112e-9,0.0,0.0,1.0570105833135724e-6,0.0,8.620118470501269e-8,9.341182183142273e-11,9.238974701026415e-10,0.0,0.0,2.8143382114598886e-6
243.5,3.792e-6,166.04565148769552,2.144,0.0,3.27567405887013e-9,0.0,0.0,1.0115545600956884e-6,0.0,8.235955499537884e-8,9.206506542357361e-11,8.805788416059945e-10,0.0,0.0,2.6938375669430336e-6
244.5,3.617e-6,166.09668816685868,2.059,0.0,3.1152945241216005e-9,0.0,0.0,9.647771924286867e-7,0.0,7.842315519969585e-8,9.04195181190197e-11,8.364734184829532e-10,0.0,0.0,2.569757464910894e-6
245.5,3.45e-6,166.1479608583956,1.977,0.0,2.962661095459984e-9,0.0,0.0,9.201421118273101e-7,0.0,7.46726430221752e-8,8.881340895188958e-11,7.945442626051589e-10,0.0,0.0,2.4513392263834975e-6
246.5,3.291e-6,166.19874558555188,1.899,0.0,2.8178329778948514e-9,0.0,0.0,8.776499812857096e-7,0.0,7.110891631738267e-8,8.721912887581024e-11,7.548130099796777e-10,0.0,0.0,2.3385812372801574e-6
247.5,3.147e-6,166.24958384112173,1.824,0.0,2.686625937659624e-9,0.0,0.0,8.391657904910483e-7,0.0,6.788062582086041e-8,8.586541694808531e-11,7.188177642264507e-10,0.0,0.0,2.2364622745692572e-6
248.5,3.025e-6,166.2996748878511,1.753,0.0,2.5750025103689045e-9,0.0,0.0,8.065560403787261e-7,0.0,6.51385858123833e-8,8.49373693304393e-11,6.881518098276454e-10,0.0,0.0,2.1499572821193635e-6
249.5,2.908e-6,166.34958899840237,1.685,0.0,2.4682713180529354e-9,0.0,0.0,7.752857738524024e-7,0.0,6.251349153007318e-8,8.401864769748163e-11,6.588647631911859e-10,0.0,0.0,2.0669895798885827e-6
250.5,2.795e-6,166.4,1.619,0.0,2.365451218046811e-9,0.0,0.0,7.450870361826576e-7,0.0,5.998190083229093e-8,8.311787445529225e-11,6.306801424613053e-10,0.0,0.0,1.986851813750088e-6
251.5,2.697e-6,166.450059900346,1.556,0.0,2.2750731363126373e-9,0.0,0.0,7.188401828997116e-7,0.0,5.7765871166266014e-8,8.27448148796231e-11,6.057874386422883e-10,0.0,0.0,1.917430340544188e-6
252.5,2.614e-6,166.50134460212925,1.494,0.0,2.197695293264552e-9,0.0,0.0,6.965965463177592e-7,0.0,5.5876232938110825e-8,8.28026130786442e-11,5.843972552208121e-10,0.0,0.0,1.8586623255825655e-6
253.5,2.535e-6,166.5521637692502,1.435,0.0,2.124224714363334e-9,0.0,0.0,6.754273664896613e-7,0.0,5.408022332402937e-8,8.288367365229795e-11,5.641079729878505e-10,0.0,0.0,1.8027211938253057e-6
254.5,2.458e-6,166.6032849324246,1.378,0.0,2.052845908863435e-9,0.0,0.0,6.547974989273978e-7,0.0,5.233306675396706e-8,8.296733413378086e-11,5.444221460743848e-10,0.0,0.0,1.7481891989295632e-6
255.5,2.376e-6,166.6556115548339,1.322,0.0,1.977601007972654e-9,0.0,0.0,6.328403516054227e-7,0.0,5.048403313431921e-8,8.285754678058344e-11,5.237475753440709e-10,0.0,0.0,1.690091409130161e-6
256.5,2.29e-6,166.70821244456332,1.268,0.0,1.899492778089215e-9,0.0,0.0,6.098251431504304e-7,0.0,4.855698032611925e-8,8.251932070736448e-11,5.023677967065118e-10,0.0,0.0,1.6291334966279476e-6
257.5,2.208e-6,166.76102672391409,1.216,0.0,1.825177233039343e-9,0.0,0.0,5.878826494439315e-7,0.0,4.672186298369413e-8,8.222642961933075e-11,4.820449661078006e-10,0.0,0.0,1.5710060389436078e-6
258.5,2.129e-6,166.8246734507448,1.166,0.0,1.7535007897859647e-9,0.0,0.0,5.667486705200043e-7,1.767667029007465e-12,4.495214872045324e-8,8.19959013797632e-11,4.624605030427779e-10,0.0,0.0,1.5149994558983048e-6
