Altitude (km),Total (kg/m3),Neutral Temp. (K),CO2 (kg/m3),N2 (kg/m3),Ar (kg/m3),O2 (kg/m3)
268.5,1.356e-6,156.4,1.2976919999999999e-6,2.7526799999999998e-8,2.80692e-8,2.7120000000000026e-9
269.5,1.284e-6,158.5,1.2287879999999999e-6,2.6065199999999996e-8,2.65788e-8,2.568000000000002e-9
270.5,1.216e-6,160.7,1.163712e-6,2.46848e-8,2.5171200000000002e-8,2.4320000000000024e-9
271.5,1.168e-6,160.7,1.117776e-6,2.37104e-8,2.41776e-8,2.3360000000000023e-9
272.5,1.124e-6,160.6,1.0756679999999999e-6,2.2817199999999996e-8,2.3266799999999998e-8,2.2480000000000017e-9
273.5,1.081e-6,160.4,1.0345169999999998e-6,2.1944299999999998e-8,2.2376699999999996e-8,2.162000000000002e-9
274.5,1.04e-6,160.3,9.9528e-7,2.1111999999999997e-8,2.1528e-8,2.080000000000002e-9
275.5,1.009e-6,158.5,9.65613e-7,2.04827e-8,2.08863e-8,2.018000000000002e-9
276.5,9.796e-7,156.8,9.374771999999999e-7,1.9885879999999998e-8,2.0277719999999998e-8,1.9592000000000017e-9
277.5,9.509e-7,155.0,9.100113e-7,1.9303269999999998e-8,1.968363e-8,1.9018000000000014e-9
278.5,9.223e-7,153.4,8.826411e-7,1.872269e-8,1.909161e-8,1.8446000000000017e-9
279.5,8.834e-7,153.6,8.454138e-7,1.793302e-8,1.8286379999999998e-8,1.7668000000000016e-9
280.5,8.461e-7,153.8,8.097177e-7,1.717583e-8,1.751427e-8,1.6922000000000017e-9
281.5,8.105e-7,154.0,7.756485e-7,1.645315e-8,1.677735e-8,1.6210000000000015e-9
282.5,7.766e-7,154.2,7.432062e-7,1.576498e-8,1.607562e-8,1.5532000000000014e-9
283.5,7.467e-7,153.8,7.145919e-7,1.515801e-8,1.5456689999999998e-8,1.4934000000000013e-9
284.5,7.179e-7,153.4,6.870303000000001e-7,1.457337e-8,1.486053e-8,1.4358000000000014e-9
285.5,6.903e-7,153.0,6.606171e-7,1.4013089999999998e-8,1.4289209999999999e-8,1.3806000000000012e-9
286.5,6.622e-7,153.0,6.337254e-7,1.3442659999999999e-8,1.370754e-8,1.3244000000000011e-9
287.5,6.278e-7,154.9,6.008046e-7,1.274434e-8,1.2995460000000001e-8,1.2556000000000011e-9
288.5,5.953e-7,156.7,5.697021e-7,1.208459e-8,1.232271e-8,1.1906000000000012e-9
289.5,5.646e-7,158.6,5.403221999999999e-7,1.1461379999999998e-8,1.168722e-8,1.129200000000001e-9
290.5,5.351e-7,160.7,5.120907e-7,1.0862529999999998e-8,1.1076569999999999e-8,1.070200000000001e-9
291.5,5.054e-7,163.6,4.836677999999999e-7,1.0259619999999999e-8,1.0461779999999999e-8,1.0108000000000009e-9
292.5,4.776e-7,166.6,4.5706319999999995e-7,9.695279999999998e-9,9.88632e-9,9.552000000000008e-10
293.5,4.515e-7,169.6,4.320855e-7,9.16545e-9,9.34605e-9,9.030000000000008e-10
294.5,4.289e-7,171.8,4.104573e-7,8.706669999999999e-9,8.878229999999999e-9,8.578000000000007e-10
295.5,4.148e-7,171.1,3.9696359999999996e-7,8.420439999999998e-9,8.586359999999999e-9,8.296000000000007e-10
296.5,4.011e-7,170.5,3.838527e-7,8.14233e-9,8.30277e-9,8.022000000000007e-10
297.5,3.88e-7,169.9,3.7131599999999996e-7,7.876399999999999e-9,8.0316e-9,7.760000000000006e-10
298.5,3.715e-7,171.0,3.555255e-7,7.541449999999999e-9,7.69005e-9,7.430000000000006e-10
299.5,3.445e-7,177.9,3.296865e-7,6.993349999999999e-9,7.13115e-9,6.890000000000006e-10
300.5,3.199e-7,184.8,3.061443e-7,6.49397e-9,6.62193e-9,6.398000000000005e-10
301.5,2.975e-7,191.8,2.847075e-7,6.03925e-9,6.15825e-9,5.950000000000005e-10
302.5,2.788e-7,197.7,2.6681159999999997e-7,5.659639999999999e-9,5.77116e-9,5.576000000000004e-10
303.5,2.668e-7,200.2,2.5532759999999997e-7,5.416039999999999e-9,5.52276e-9,5.336000000000004e-10
304.5,2.554e-7,202.7,2.4441780000000003e-7,5.18462e-9,5.286780000000001e-9,5.108000000000006e-10
305.5,2.445e-7,205.2,2.339865e-7,4.963349999999999e-9,5.06115e-9,4.890000000000005e-10
306.5,2.349e-7,207.0,2.2479929999999998e-7,4.768469999999999e-9,4.86243e-9,4.698000000000004e-10
307.5,2.285e-7,206.3,2.1867449999999998e-7,4.638549999999999e-9,4.72995e-9,4.570000000000004e-10
308.5,2.222e-7,205.6,2.1264539999999998e-7,4.51066e-9,4.59954e-9,4.444000000000004e-10
309.5,2.162e-7,204.9,2.0690339999999998e-7,4.38886e-9,4.4753399999999996e-9,4.324000000000004e-10
310.5,2.103e-7,204.1,2.0125709999999998e-7,4.26909e-9,4.35321e-9,4.206000000000004e-10
311.5,2.048e-7,203.0,1.959936e-7,4.15744e-9,4.23936e-9,4.096000000000004e-10
312.5,1.995e-7,202.0,1.909215e-7,4.04985e-9,4.12965e-9,3.990000000000004e-10
313.5,1.943e-7,201.0,1.859451e-7,3.94429e-9,4.02201e-9,3.886000000000004e-10
314.5,1.892e-7,199.8,1.8106439999999998e-7,3.84076e-9,3.91644e-9,3.784000000000003e-10
315.5,1.845e-7,198.4,1.7656649999999998e-7,3.74535e-9,3.81915e-9,3.6900000000000033e-10
316.5,1.799e-7,197.0,1.7216429999999998e-7,3.6519699999999993e-9,3.7239299999999996e-9,3.598000000000003e-10
317.5,1.754e-7,195.5,1.6785779999999998e-7,3.5606199999999996e-9,3.6307799999999997e-9,3.508000000000003e-10
318.5,1.708e-7,194.4,1.6345559999999998e-7,3.4672399999999997e-9,3.5355599999999997e-9,3.416000000000003e-10
319.5,1.648e-7,194.9,1.5771359999999998e-7,3.3454399999999996e-9,3.4113599999999997e-9,3.296000000000003e-10
320.5,1.591e-7,195.5,1.5225869999999998e-7,3.2297299999999994e-9,3.2933699999999998e-9,3.1820000000000026e-10
321.5,1.535e-7,196.0,1.4689949999999998e-7,3.11605e-9,3.1774499999999996e-9,3.0700000000000023e-10
322.5,1.482e-7,196.5,1.4182739999999999e-7,3.0084599999999998e-9,3.0677399999999996e-9,2.9640000000000024e-10
323.5,1.437e-7,196.2,1.3752089999999999e-7,2.9171099999999997e-9,2.9745899999999998e-9,2.8740000000000027e-10
324.5,1.393e-7,195.9,1.333101e-7,2.82779e-9,2.88351e-9,2.7860000000000026e-10
325.5,1.35e-7,195.6,1.2919499999999999e-7,2.7404999999999998e-9,2.7945000000000002e-9,2.7000000000000026e-10
326.5,1.309e-7,195.3,1.252713e-7,2.6572699999999994e-9,2.70963e-9,2.618000000000002e-10
327.5,1.271e-7,194.6,1.216347e-7,2.58013e-9,2.6309699999999997e-9,2.542000000000002e-10
328.5,1.235e-7,193.8,1.1818949999999999e-7,2.5070499999999995e-9,2.5564499999999998e-9,2.470000000000002e-10
329.5,1.199e-7,193.1,1.147443e-7,2.43397e-9,2.48193e-9,2.3980000000000025e-10
330.5,1.165e-7,192.4,1.114905e-7,2.3649499999999998e-9,2.41155e-9,2.3300000000000023e-10
331.5,1.126e-7,192.6,1.077582e-7,2.28578e-9,2.33082e-9,2.2520000000000021e-10
332.5,1.088e-7,192.7,1.0412159999999999e-7,2.20864e-9,2.25216e-9,2.1760000000000018e-10
333.5,1.051e-7,192.9,1.0058069999999999e-7,2.1335299999999998e-9,2.1755699999999998e-9,2.102000000000002e-10
334.5,1.016e-7,193.1,9.723119999999999e-8,2.0624799999999997e-9,2.10312e-9,2.0320000000000016e-10
335.5,9.782e-8,194.1,9.361373999999999e-8,1.9857459999999996e-9,2.024874e-9,1.9564000000000016e-10
336.5,9.414e-8,195.2,9.009197999999999e-8,1.911042e-9,1.948698e-9,1.8828000000000015e-10
337.5,9.059e-8,196.2,8.669463e-8,1.838977e-9,1.875213e-9,1.8118000000000017e-10
338.5,8.719e-8,197.3,8.344083e-8,1.7699569999999998e-9,1.804833e-9,1.7438000000000015e-10
339.5,8.412e-8,198.0,8.050283999999999e-8,1.7076359999999999e-9,1.741284e-9,1.6824000000000016e-10
340.5,8.12e-8,198.7,7.770839999999999e-8,1.6483599999999999e-9,1.68084e-9,1.6240000000000013e-10
341.5,7.839e-8,199.4,7.501923e-8,1.591317e-9,1.622673e-9,1.5678000000000016e-10
342.5,7.567e-8,200.0,7.241618999999999e-8,1.536101e-9,1.566369e-9,1.5134000000000015e-10
343.5,7.297e-8,201.0,6.983228999999999e-8,1.4812909999999999e-9,1.5104789999999998e-9,1.4594000000000012e-10
344.5,7.035e-8,202.0,6.732495e-8,1.428105e-9,1.456245e-9,1.4070000000000014e-10
345.5,6.782e-8,203.1,6.490373999999999e-8,1.3767459999999998e-9,1.4038739999999999e-9,1.356400000000001e-10
346.5,6.538e-8,204.1,6.256866e-8,1.3272139999999998e-9,1.3533659999999998e-9,1.307600000000001e-10
347.5,6.307e-8,205.1,6.035799e-8,1.2803209999999999e-9,1.3055489999999998e-9,1.261400000000001e-10
348.5,6.086e-8,206.1,5.824302e-8,1.235458e-9,1.2598020000000002e-9,1.2172000000000012e-10
349.5,5.873e-8,207.1,5.6204609999999994e-8,1.192219e-9,1.2157109999999998e-9,1.174600000000001e-10
350.5,5.668e-8,208.1,5.424276e-8,1.150604e-9,1.173276e-9,1.133600000000001e-10
351.5,5.415e-8,211.4,5.1821549999999995e-8,1.099245e-9,1.1209049999999999e-9,1.083000000000001e-10
352.5,5.128e-8,216.8,4.9074959999999995e-8,1.0409839999999999e-9,1.061496e-9,1.025600000000001e-10
353.5,4.86e-8,222.1,4.6510199999999995e-8,9.8658e-10,1.00602e-9,9.720000000000009e-11
354.5,4.609e-8,227.4,4.4108129999999995e-8,9.356269999999999e-10,9.54063e-10,9.218000000000008e-11
355.5,4.418e-8,230.6,4.228026e-8,8.96854e-10,9.14526e-10,8.836000000000008e-11
356.5,4.299e-8,230.6,4.114143e-8,8.72697e-10,8.89893e-10,8.598000000000009e-11
357.5,4.184e-8,230.5,4.004088e-8,8.49352e-10,8.66088e-10,8.368000000000008e-11
358.5,4.071e-8,230.5,3.8959469999999996e-8,8.264129999999999e-10,8.42697e-10,8.142000000000007e-11
359.5,3.95e-8,231.2,3.78015e-8,8.0185e-10,8.176500000000001e-10,7.900000000000008e-11
360.5,3.802e-8,233.8,3.6385139999999996e-8,7.718059999999999e-10,7.87014e-10,7.604000000000007e-11
361.5,3.66e-8,236.3,3.5026199999999996e-8,7.429799999999998e-10,7.576199999999999e-10,7.320000000000005e-11
362.5,3.525e-8,238.9,3.373425e-8,7.15575e-10,7.29675e-10,7.050000000000007e-11
363.5,3.392e-8,241.7,3.246144e-8,6.88576e-10,7.021440000000001e-10,6.784000000000006e-11
364.5,3.251e-8,245.8,3.111207e-8,6.599529999999999e-10,6.72957e-10,6.502000000000005e-11
365.5,3.117e-8,249.9,2.982969e-8,6.327509999999999e-10,6.45219e-10,6.234000000000005e-11
366.5,2.99e-8,254.0,2.86143e-8,6.0697e-10,6.189300000000001e-10,5.980000000000005e-11
367.5,2.868e-8,258.2,2.7446759999999997e-8,5.822039999999999e-10,5.93676e-10,5.736000000000005e-11
368.5,2.774e-8,260.6,2.6547179999999997e-8,5.631219999999999e-10,5.74218e-10,5.5480000000000044e-11
369.5,2.684e-8,262.9,2.568588e-8,5.44852e-10,5.55588e-10,5.368000000000005e-11
370.5,2.597e-8,265.3,2.485329e-8,5.271909999999999e-10,5.37579e-10,5.194000000000005e-11
371.5,2.513e-8,267.7,2.404941e-8,5.101389999999999e-10,5.20191e-10,5.026000000000005e-11
372.5,2.436e-8,269.8,2.331252e-8,4.94508e-10,5.04252e-10,4.8720000000000046e-11
373.5,2.363e-8,271.8,2.261391e-8,4.79689e-10,4.89141e-10,4.7260000000000045e-11
374.5,2.292e-8,273.8,2.1934439999999998e-8,4.6527599999999993e-10,4.74444e-10,4.584000000000004e-11
375.5,2.223e-8,275.8,2.127411e-8,4.51269e-10,4.60161e-10,4.446000000000004e-11
376.5,2.152e-8,278.5,2.0594639999999998e-8,4.36856e-10,4.45464e-10,4.304000000000004e-11
377.5,2.082e-8,281.6,1.992474e-8,4.22646e-10,4.30974e-10,4.1640000000000037e-11
378.5,2.014e-8,284.7,1.9273979999999998e-8,4.0884199999999997e-10,4.16898e-10,4.0280000000000034e-11
379.5,1.948e-8,287.7,1.8642359999999998e-8,3.9544399999999996e-10,4.03236e-10,3.896000000000003e-11
380.5,1.886e-8,290.9,1.804902e-8,3.82858e-10,3.9040200000000003e-10,3.772000000000004e-11
381.5,1.826e-8,294.1,1.7474819999999998e-8,3.7067799999999994e-10,3.77982e-10,3.652000000000003e-11
382.5,1.768e-8,297.4,1.6919759999999998e-8,3.5890399999999995e-10,3.65976e-10,3.5360000000000034e-11
383.5,1.713e-8,300.6,1.6393409999999998e-8,3.4773899999999997e-10,3.5459099999999997e-10,3.4260000000000026e-11
384.5,1.657e-8,304.4,1.585749e-8,3.3637099999999995e-10,3.4299899999999994e-10,3.314000000000003e-11
385.5,1.597e-8,309.4,1.528329e-8,3.24191e-10,3.30579e-10,3.194000000000003e-11
386.5,1.54e-8,314.5,1.4737799999999998e-8,3.1261999999999995e-10,3.1877999999999996e-10,3.0800000000000025e-11
387.5,1.486e-8,319.5,1.422102e-8,3.01658e-10,3.07602e-10,2.972000000000003e-11
388.5,1.434e-8,324.5,1.3723379999999999e-8,2.9110199999999997e-10,2.96838e-10,2.8680000000000024e-11
389.5,1.387e-8,329.3,1.3273589999999999e-8,2.8156099999999996e-10,2.87109e-10,2.7740000000000022e-11
390.5,1.341e-8,334.1,1.283337e-8,2.72223e-10,2.77587e-10,2.6820000000000027e-11
391.5,1.298e-8,338.9,1.2421859999999999e-8,2.6349399999999997e-10,2.68686e-10,2.5960000000000023e-11
392.5,1.256e-8,343.7,1.2019919999999999e-8,2.54968e-10,2.5999199999999996e-10,2.5120000000000022e-11
393.5,1.219e-8,348.0,1.166583e-8,2.4745699999999997e-10,2.52333e-10,2.4380000000000023e-11
394.5,1.183e-8,352.2,1.132131e-8,2.40149e-10,2.44881e-10,2.366000000000002e-11
395.5,1.148e-8,356.4,1.0986359999999999e-8,2.33044e-10,2.37636e-10,2.296000000000002e-11
396.5,1.115e-8,360.6,1.067055e-8,2.26345e-10,2.30805e-10,2.2300000000000023e-11
397.5,1.087e-8,363.5,1.040259e-8,2.20661e-10,2.2500900000000002e-10,2.174000000000002e-11
398.5,1.062e-8,365.9,1.0163339999999999e-8,2.15586e-10,2.19834e-10,2.124000000000002e-11
399.5,1.038e-8,368.3,9.933659999999999e-9,2.1071399999999997e-10,2.1486599999999997e-10,2.0760000000000017e-11
400.5,1.014e-8,370.6,9.703979999999999e-9,2.05842e-10,2.09898e-10,2.028000000000002e-11
401.5,9.922e-9,372.4,9.495353999999999e-9,2.0141659999999996e-10,2.0538539999999998e-10,1.9844000000000018e-11
402.5,9.735e-9,373.4,9.316395e-9,1.9762050000000002e-10,2.0151450000000002e-10,1.9470000000000018e-11
403.5,9.551e-9,374.4,9.140307e-9,1.938853e-10,1.977057e-10,1.9102000000000018e-11
404.5,9.371e-9,375.4,8.968047e-9,1.902313e-10,1.939797e-10,1.8742000000000015e-11
405.5,9.196e-9,376.3,8.800572e-9,1.866788e-10,1.903572e-10,1.8392000000000018e-11
406.5,9.034e-9,377.0,8.645538e-9,1.8339019999999999e-10,1.870038e-10,1.8068000000000017e-11
407.5,8.874e-9,377.6,8.492418e-9,1.801422e-10,1.8369180000000002e-10,1.774800000000002e-11
408.5,8.717e-9,378.2,8.342168999999999e-9,1.769551e-10,1.8044189999999998e-10,1.7434000000000013e-11
409.5,8.564e-9,378.8,8.195748e-9,1.7384919999999998e-10,1.772748e-10,1.7128000000000015e-11
410.5,8.408e-9,379.6,8.046456e-9,1.706824e-10,1.740456e-10,1.6816000000000014e-11
411.5,8.256e-9,380.5,7.900992e-9,1.6759679999999998e-10,1.7089919999999998e-10,1.6512000000000014e-11
412.5,8.107e-9,381.3,7.758398999999999e-9,1.6457209999999998e-10,1.6781489999999997e-10,1.6214000000000013e-11
413.5,7.96e-9,382.2,7.61772e-9,1.61588e-10,1.6477199999999998e-10,1.5920000000000015e-11
414.5,7.806e-9,383.5,7.470342e-9,1.584618e-10,1.6158420000000002e-10,1.5612000000000015e-11
415.5,7.652e-9,385.1,7.322964e-9,1.5533559999999997e-10,1.5839639999999998e-10,1.5304000000000013e-11
416.5,7.502e-9,386.6,7.179414e-9,1.5229059999999998e-10,1.552914e-10,1.5004000000000015e-11
417.5,7.354e-9,388.2,7.0377779999999994e-9,1.4928619999999999e-10,1.522278e-10,1.4708000000000012e-11
418.5,7.206e-9,390.0,6.896142e-9,1.462818e-10,1.491642e-10,1.4412000000000013e-11
419.5,7.057e-9,392.1,6.753549e-9,1.4325709999999998e-10,1.460799e-10,1.4114000000000012e-11
420.5,6.912e-9,394.2,6.614784e-9,1.403136e-10,1.430784e-10,1.3824000000000012e-11
421.5,6.769e-9,396.3,6.4779329999999995e-9,1.3741069999999998e-10,1.401183e-10,1.3538000000000013e-11
422.5,6.628e-9,398.6,6.342996e-9,1.345484e-10,1.371996e-10,1.3256000000000012e-11
423.5,6.482e-9,401.4,6.203274e-9,1.315846e-10,1.341774e-10,1.2964000000000011e-11
424.5,6.34e-9,404.3,6.06738e-9,1.28702e-10,1.3123799999999999e-10,1.2680000000000011e-11
425.5,6.202e-9,407.1,5.935314e-9,1.2590059999999998e-10,1.283814e-10,1.240400000000001e-11
426.5,6.066e-9,410.0,5.805162e-9,1.231398e-10,1.2556620000000002e-10,1.2132000000000012e-11
427.5,5.921e-9,414.0,5.666396999999999e-9,1.201963e-10,1.225647e-10,1.184200000000001e-11
428.5,5.779e-9,418.1,5.530503e-9,1.173137e-10,1.196253e-10,1.155800000000001e-11
429.5,5.64e-9,422.2,5.39748e-9,1.14492e-10,1.16748e-10,1.128000000000001e-11
430.5,5.506e-9,426.2,5.269241999999999e-9,1.1177179999999998e-10,1.1397419999999999e-10,1.101200000000001e-11
431.5,5.363e-9,431.4,5.132391e-9,1.0886889999999999e-10,1.1101409999999999e-10,1.0726000000000009e-11
432.5,5.219e-9,437.3,4.9945830000000005e-9,1.0594569999999999e-10,1.080333e-10,1.043800000000001e-11
433.5,5.08e-9,443.1,4.8615599999999995e-9,1.0312399999999998e-10,1.0515599999999999e-10,1.0160000000000008e-11
434.5,4.945e-9,448.9,4.7323649999999995e-9,1.0038349999999998e-10,1.023615e-10,9.890000000000009e-12
435.5,4.815e-9,454.9,4.6079549999999995e-9,9.774449999999999e-11,9.96705e-11,9.630000000000008e-12
436.5,4.687e-9,461.3,4.485459e-9,9.51461e-11,9.70209e-11,9.374000000000009e-12
437.5,4.564e-9,467.6,4.3677480000000005e-9,9.26492e-11,9.44748e-11,9.128000000000009e-12
438.5,4.445e-9,473.9,4.253865e-9,9.02335e-11,9.20115e-11,8.890000000000009e-12
439.5,4.33e-9,480.2,4.1438099999999996e-9,8.789899999999999e-11,8.963099999999999e-11,8.660000000000007e-12
440.5,4.227e-9,485.8,4.045239e-9,8.58081e-11,8.74989e-11,8.454000000000009e-12
441.5,4.128e-9,491.4,3.950496e-9,8.379839999999999e-11,8.544959999999999e-11,8.256000000000007e-12
442.5,4.031e-9,497.0,3.8576669999999994e-9,8.182929999999999e-11,8.34417e-11,8.062000000000007e-12
443.5,3.937e-9,502.7,3.767709e-9,7.99211e-11,8.14959e-11,7.874000000000006e-12
444.5,3.859e-9,506.6,3.6930629999999998e-9,7.833769999999999e-11,7.98813e-11,7.718000000000007e-12
445.5,3.789e-9,509.9,3.6260729999999998e-9,7.69167e-11,7.84323e-11,7.578000000000007e-12
446.5,3.721e-9,513.2,3.560997e-9,7.553629999999999e-11,7.70247e-11,7.442000000000006e-12
447.5,3.653e-9,516.5,3.495921e-9,7.415589999999999e-11,7.56171e-11,7.306000000000006e-12
448.5,3.591e-9,519.3,3.436587e-9,7.28973e-11,7.433370000000001e-11,7.182000000000006e-12
449.5,3.536e-9,521.4,3.383952e-9,7.178079999999999e-11,7.31952e-11,7.072000000000007e-12
450.5,3.481e-9,523.6,3.331317e-9,7.066429999999999e-11,7.20567e-11,6.962000000000006e-12
451.5,3.427e-9,525.7,3.2796389999999997e-9,6.956809999999999e-11,7.09389e-11,6.854000000000006e-12
452.5,3.375e-9,527.8,3.229875e-9,6.85125e-11,6.98625e-11,6.750000000000006e-12
453.5,3.329e-9,529.0,3.185853e-9,6.75787e-11,6.89103e-11,6.658000000000006e-12
454.5,3.285e-9,530.2,3.143745e-9,6.668549999999999e-11,6.79995e-11,6.570000000000006e-12
455.5,3.24e-9,531.5,3.1006799999999997e-9,6.5772e-11,6.7068e-11,6.4800000000000055e-12
456.5,3.197e-9,532.7,3.0595289999999998e-9,6.48991e-11,6.61779e-11,6.394000000000006e-12
457.5,3.156e-9,533.6,3.020292e-9,6.406679999999999e-11,6.53292e-11,6.3120000000000054e-12
458.5,3.117e-9,534.4,2.9829689999999998e-9,6.327509999999999e-11,6.45219e-11,6.234000000000005e-12
459.5,3.079e-9,535.1,2.946603e-9,6.25037e-11,6.373529999999999e-11,6.158000000000005e-12
460.5,3.041e-9,535.9,2.910237e-9,6.17323e-11,6.29487e-11,6.082000000000006e-12
461.5,3.003e-9,536.6,2.873871e-9,6.096089999999999e-11,6.21621e-11,6.006000000000006e-12
462.5,2.968e-9,537.1,2.840376e-9,6.02504e-11,6.143760000000001e-11,5.936000000000005e-12
463.5,2.932e-9,537.6,2.8059239999999998e-9,5.95196e-11,6.069239999999999e-11,5.864000000000005e-12
464.5,2.897e-9,538.1,2.772429e-9,5.880909999999999e-11,5.996789999999999e-11,5.7940000000000046e-12
465.5,2.863e-9,538.6,2.739891e-9,5.81189e-11,5.92641e-11,5.726000000000005e-12
466.5,2.831e-9,538.8,2.7092669999999996e-9,5.746929999999999e-11,5.86017e-11,5.662000000000005e-12
467.5,2.799e-9,539.0,2.678643e-9,5.681969999999999e-11,5.79393e-11,5.598000000000005e-12
468.5,2.768e-9,539.1,2.648976e-9,5.6190399999999994e-11,5.7297599999999996e-11,5.536000000000005e-12
469.5,2.737e-9,539.3,2.619309e-9,5.5561099999999995e-11,5.66559e-11,5.474000000000005e-12
470.5,2.708e-9,539.3,2.591556e-9,5.49724e-11,5.6055600000000004e-11,5.416000000000005e-12
471.5,2.679e-9,539.0,2.563803e-9,5.4383699999999994e-11,5.5455299999999996e-11,5.3580000000000044e-12
472.5,2.651e-9,538.8,2.537007e-9,5.3815299999999996e-11,5.48757e-11,5.302000000000005e-12
473.5,2.623e-9,538.6,2.510211e-9,5.32469e-11,5.42961e-11,5.246000000000005e-12
474.5,2.596e-9,538.3,2.484372e-9,5.26988e-11,5.37372e-11,5.1920000000000045e-12
475.5,2.57e-9,537.8,2.4594899999999997e-9,5.2170999999999995e-11,5.3199e-11,5.140000000000004e-12
476.5,2.543e-9,537.4,2.433651e-9,5.16229e-11,5.26401e-11,5.086000000000005e-12
477.5,2.518e-9,536.9,2.409726e-9,5.11154e-11,5.2122600000000005e-11,5.036000000000005e-12
478.5,2.492e-9,536.5,2.384844e-9,5.05876e-11,5.15844e-11,4.984000000000005e-12
479.5,2.467e-9,536.0,2.360919e-9,5.0080099999999996e-11,5.10669e-11,4.934000000000004e-12
480.5,2.442e-9,535.6,2.336994e-9,4.95726e-11,5.05494e-11,4.884000000000005e-12
481.5,2.418e-9,535.1,2.314026e-9,4.9085399999999996e-11,5.00526e-11,4.836000000000005e-12
482.5,2.394e-9,534.7,2.2910579999999995e-9,4.8598199999999994e-11,4.9555799999999994e-11,4.788000000000004e-12
483.5,2.369e-9,534.3,2.267133e-9,4.8090699999999996e-11,4.90383e-11,4.738000000000004e-12
484.5,2.344e-9,534.1,2.243208e-9,4.75832e-11,4.85208e-11,4.688000000000004e-12
485.5,2.319e-9,534.0,2.219283e-9,4.7075699999999993e-11,4.80033e-11,4.638000000000004e-12
486.5,2.295e-9,533.8,2.1963149999999998e-9,4.65885e-11,4.75065e-11,4.5900000000000045e-12
487.5,2.27e-9,533.6,2.1723899999999998e-9,4.608099999999999e-11,4.6988999999999995e-11,4.540000000000004e-12
488.5,2.242e-9,534.3,2.145594e-9,4.5512599999999995e-11,4.64094e-11,4.484000000000004e-12
489.5,2.215e-9,535.1,2.1197549999999998e-9,4.496449999999999e-11,4.58505e-11,4.4300000000000035e-12
490.5,2.188e-9,535.8,2.0939159999999997e-9,4.4416399999999996e-11,4.52916e-11,4.376000000000004e-12
491.5,2.161e-9,536.5,2.0680769999999996e-9,4.3868299999999994e-11,4.47327e-11,4.322000000000004e-12
492.5,2.134e-9,537.3,2.042238e-9,4.332019999999999e-11,4.41738e-11,4.268000000000003e-12
493.5,2.108e-9,538.2,2.017356e-9,4.27924e-11,4.3635600000000004e-11,4.216000000000004e-12
494.5,2.082e-9,539.0,1.992474e-9,4.22646e-11,4.3097400000000003e-11,4.164000000000004e-12
495.5,2.056e-9,539.9,1.967592e-9,4.17368e-11,4.2559199999999997e-11,4.1120000000000035e-12
496.5,2.03e-9,540.9,1.94271e-9,4.120899999999999e-11,4.2020999999999996e-11,4.060000000000003e-12
497.5,2.003e-9,542.4,1.9168709999999997e-9,4.0660899999999994e-11,4.1462099999999996e-11,4.006000000000003e-12
498.5,1.976e-9,543.9,1.8910319999999996e-9,4.011279999999999e-11,4.0903199999999995e-11,3.952000000000003e-12
499.5,1.949e-9,545.4,1.865193e-9,3.95647e-11,4.03443e-11,3.898000000000004e-12
500.5,1.923e-9,546.9,1.840311e-9,3.9036899999999996e-11,3.98061e-11,3.846000000000004e-12
501.5,1.896e-9,548.7,1.814472e-9,3.84888e-11,3.92472e-11,3.792000000000003e-12
502.5,1.87e-9,550.7,1.7895899999999998e-9,3.7961e-11,3.8709e-11,3.740000000000003e-12
503.5,1.844e-9,552.6,1.764708e-9,3.74332e-11,3.81708e-11,3.688000000000004e-12
504.5,1.819e-9,554.5,1.740783e-9,3.6925699999999995e-11,3.76533e-11,3.638000000000004e-12
505.5,1.794e-9,556.5,1.716858e-9,3.64182e-11,3.71358e-11,3.5880000000000033e-12
506.5,1.768e-9,558.8,1.691976e-9,3.5890399999999997e-11,3.65976e-11,3.5360000000000035e-12
507.5,1.743e-9,561.0,1.668051e-9,3.53829e-11,3.60801e-11,3.486000000000003e-12
508.5,1.718e-9,563.2,1.644126e-9,3.48754e-11,3.55626e-11,3.436000000000003e-12
509.5,1.694e-9,565.4,1.6211579999999998e-9,3.43882e-11,3.50658e-11,3.388000000000003e-12
510.5,1.67e-9,567.9,1.59819e-9,3.3900999999999996e-11,3.4569e-11,3.340000000000003e-12
511.5,1.645e-9,570.5,1.574265e-9,3.33935e-11,3.40515e-11,3.2900000000000027e-12
512.5,1.621e-9,573.1,1.551297e-9,3.29063e-11,3.35547e-11,3.242000000000003e-12
513.5,1.598e-9,575.7,1.529286e-9,3.2439399999999996e-11,3.3078600000000003e-11,3.196000000000003e-12
514.5,1.575e-9,578.3,1.507275e-9,3.1972499999999996e-11,3.26025e-11,3.150000000000003e-12
515.5,1.551e-9,581.3,1.4843069999999999e-9,3.1485299999999994e-11,3.21057e-11,3.1020000000000027e-12
516.5,1.528e-9,584.2,1.462296e-9,3.10184e-11,3.16296e-11,3.0560000000000027e-12
517.5,1.506e-9,587.1,1.4412419999999999e-9,3.0571799999999996e-11,3.11742e-11,3.0120000000000025e-12
518.5,1.483e-9,590.0,1.419231e-9,3.0104899999999996e-11,3.0698099999999997e-11,2.9660000000000025e-12
519.5,1.462e-9,592.9,1.399134e-9,2.9678599999999994e-11,3.02634e-11,2.9240000000000025e-12
520.5,1.441e-9,595.9,1.3790370000000001e-9,2.92523e-11,2.98287e-11,2.882000000000003e-12
