Altitude (km),Total (kg/m3),Neutral Temp. (K),Pressure (Pa),C (kg/m3),N2 (kg/m3),CH3 (kg/m3),C2H4 (kg/m3),He (kg/m3),H (kg/m3),CH4 (kg/m3),C2H6 (kg/m3),Ar (kg/m3),C2H2 (kg/m3),C3H4 (kg/m3),H2 (kg/m3)
94.5,0.001553,151.39541163247415,896.2,0.0,1.667189954556657e-6,0.0,0.0,0.00041802399116010457,0.0,3.824644683923492e-5,0.0,6.703011438217512e-7,0.0,0.0,0.0010943920709022821
95.5,0.001489,151.83746628434736,860.9,0.0,1.5944365958608136e-6,0.0,0.0,0.0004007843683892823,0.0,3.662133060513647e-5,0.0,6.402963103356413e-7,0.0,0.0,0.0010493595680993847
96.5,0.001435,152.28072368097077,826.9,0.0,1.5327113102264088e-6,0.0,0.0,0.00038623732421094384,0.0,3.524597280490462e-5,0.0,6.147826274008959e-7,0.0,0.0,0.0010113692090465243
97.5,0.001383,152.7231886089541,794.3,0.0,1.4734265597459373e-6,0.0,0.0,0.0003722294915103008,0.0,3.392336877067739e-5,0.0,5.903072456863205e-7,0.0,0.0,0.0009747834059135895
98.5,0.001333,153.16832449220976,762.8,0.0,1.4165360676230336e-6,0.0,0.0,0.00035876073035454243,0.0,3.265296351983735e-5,0.0,5.668427076266261e-7,0.0,0.0,0.0009396029273503705
99.5,0.001284,153.61419941589102,732.5,0.0,1.3609802329758496e-6,0.0,0.0,0.00034556191780121294,0.0,3.1410304118353336e-5,0.0,5.439653004837959e-7,0.0,0.0,0.0009051228325469741
100.5,0.001241,154.0648229886527,703.1,0.0,1.3120066180094349e-6,0.0,0.0,0.00033397853889640083,0.0,3.0317075289573937e-5,0.0,5.237624591714499e-7,0.0,0.0,0.0008748686167368443
101.5,0.0012,154.51946662515408,675.0,0.0,1.2653264780162864e-6,0.0,0.0,0.0003229332937031954,0.0,2.927503691155871e-5,0.0,5.045126110802682e-7,0.0,0.0,0.0008460218302961492
102.5,0.001159,154.9993202034203,647.6,0.0,1.2186190950933356e-6,0.0,0.0,0.00031188611612708623,0.0,2.823318771124638e-5,0.0,4.852545568052664e-7,0.0,0.0,0.0008171768225097689
103.5,0.001121,155.48126577393293,621.2,0.0,1.1752978038613198e-6,0.0,0.0,0.00030164708608389565,0.0,2.726713734437078e-5,0.0,4.67389880821364e-7,0.0,0.0,0.0007904430888870509
104.5,0.00108,155.96663632136705,595.7,0.0,1.1290546826065724e-6,0.0,0.0,0.0002906016159286036,0.0,2.62307400448954e-5,0.0,4.4840664729306344e-7,0.0,0.0,0.0007615901826966015
105.5,0.001039,156.45498228076602,571.1,0.0,1.0830486741505588e-6,0.0,0.0,0.00027955702748237976,0.0,2.5197136615576558e-5,0.0,4.2956333463920665e-7,0.0,0.0,0.0007327332238932539
106.5,0.0009972,156.94366410742361,547.5,0.0,1.0364658696652649e-6,0.0,0.0,0.0002682981556455879,0.0,2.4147172664853496e-5,0.0,4.105404957802985e-7,0.0,0.0,0.0007033076653241131
