Altitude (km),Total (kg/m3),Neutral Temp. (K),H2 (kg/m3),He (kg/m3),H2O (kg/m3),CH4 (kg/m3),NH3 (kg/m3),H2S (kg/m3),N2 (kg/m3)
157.5,0.0001122,168.8,7.464266294360848e-5,2.8862295605754233e-5,4.827082603306297e-6,2.900718164652949e-6,5.754177778480072e-7,2.483386479284194e-7,1.4348425690159973e-7
158.5,0.000108,168.7,7.184855256604024e-5,2.778188881837306e-5,4.6463896716317295e-6,2.792135131751502e-6,5.538780749339106e-7,2.390425488081042e-7,1.3811318846143288e-7
159.5,0.0001041,168.6,6.925402150115545e-5,2.6778653944376253e-5,4.478603377933917e-6,2.6913080297715866e-6,5.338769222279638e-7,2.3041045676781157e-7,1.3312576776699225e-7
160.5,0.0001003,168.5,6.672601687383182e-5,2.5801143041507573e-5,4.315119296895023e-6,2.5930662380988487e-6,5.143886195914003e-7,2.2199970042085975e-7,1.2826622965446035e-7
161.5,9.658e-5,168.3,6.42512333965571e-5,2.4844211315541388e-5,4.155076985983264e-6,2.4968926946718523e-6,4.953105970103434e-7,2.137660126285806e-7,1.2350899760745544e-7
162.5,9.279e-5,168.6,6.172988141298958e-5,2.386927280978552e-5,3.992023126210261e-6,2.3989094340298322e-6,4.7587357938071817e-7,2.0537738985096287e-7,1.1866224775311441e-7
163.5,8.911e-5,169.0,5.9281708510739326e-5,2.2922630672270587e-5,3.833701700362069e-6,2.303770014725707e-6,4.570006968274146e-7,1.9723223633602007e-7,1.1395616873887301e-7
164.5,8.557e-5,169.4,5.6926672621074666e-5,2.2012002094335022e-5,3.681403372236362e-6,2.2122500298516297e-6,4.3884580437124746e-7,1.893969527917544e-7,1.094291253393038e-7
165.5,8.245e-5,169.2,5.485104776916684e-5,2.120941419513758e-5,3.547174337278112e-6,2.1315883482676977e-6,4.228448822064901e-7,1.824912791595203e-7,1.054391887837513e-7
166.5,7.995e-5,168.0,5.318788683013813e-5,2.0566314916934502e-5,3.4396190208051557e-6,2.0669555905882647e-6,4.1002363047190884e-7,1.7695788682599937e-7,1.0224212423603295e-7
167.5,7.753e-5,166.7,5.1577947041158335e-5,1.9943794815633918e-5,3.3355054744593335e-6,2.0043910811545733e-6,3.9761265879283415e-7,1.716015630471511e-7,9.914736575384158e-8
168.5,7.519e-5,165.4,5.0021228402227464e-5,1.9341853891235836e-5,3.234833698240646e-6,1.9438948199666243e-6,3.856119671692661e-7,1.6642230782297553e-7,9.61549133371772e-8
169.5,7.27e-5,164.5,4.836472010695487e-5,1.8701327010145568e-5,3.127708603033581e-6,1.8795205933179093e-6,3.728420004416232e-7,1.609110490587887e-7,9.297063704764973e-8
170.5,7.023e-5,163.7,4.67215170991945e-5,1.8065944923280925e-5,3.0214439503582996e-6,1.8156634287306294e-6,3.6017460372785684e-7,1.5544405743326997e-7,8.9811937274504e-8
171.5,6.786e-5,162.9,4.514484052899529e-5,1.7456286807544406e-5,2.919481510341937e-6,1.754391574450527e-6,3.4802005708347384e-7,1.5019840150109215e-7,8.6781120083267e-8
172.5,6.557e-5,162.1,4.362138510884499e-5,1.6867207868710383e-5,2.820960840452708e-6,1.6951879684161664e-6,3.362757904945974e-7,1.4512981412358697e-7,8.385260895755698e-8
173.5,6.34e-5,161.0,4.217776141376807e-5,1.630899769523011e-5,2.727602825754182e-6,1.6390867347504185e-6,3.2514694398898084e-7,1.403268295780908e-7,8.107755693013745e-8
174.5,6.13e-5,160.0,4.0780706224983955e-5,1.5768794301539522e-5,2.6372563599168983e-6,1.5847952182996952e-6,3.143770925319326e-7,1.3567878001793323e-7,7.839202271005403e-8
175.5,5.927e-5,159.0,3.9430219542492645e-5,1.5246597687638622e-5,2.5499214429408575e-6,1.5323134190639955e-6,3.039662361234526e-7,1.3118566544311422e-7,7.579600629730673e-8
176.5,5.714e-5,158.4,3.801320642244018e-5,1.4698677102609597e-5,2.4582843133058983e-6,1.4772463095211186e-6,2.9304252964558935e-7,1.264712151749544e-7,7.30721073026507e-8
177.5,5.497e-5,158.1,3.656958272736326e-5,1.4140466929129323e-5,2.364926298607372e-6,1.4211450758553709e-6,2.819136831399728e-7,1.2166823062945823e-7,7.029705527523115e-8
178.5,5.289e-5,157.7,3.518583282609138e-5,1.3605408329664361e-5,2.275440275301872e-6,1.3673706214660827e-6,2.712464016968012e-7,1.170644482079688e-7,6.763709757152949e-8
179.5,5.089e-5,157.4,3.3855304074868414e-5,1.3090928907101898e-5,2.1893960221235066e-6,1.3156644153225365e-6,2.609894003091362e-7,1.1263773434115208e-7,6.507944593335481e-8
180.5,4.873e-5,157.8,3.241833302354761e-5,1.2535291130734437e-5,2.0964682286908724e-6,1.2598217126875066e-6,2.49911838810458e-7,1.0785688336498999e-7,6.231718216412616e-8
181.5,4.665e-5,158.3,3.103458312227572e-5,1.2000232531269474e-5,2.006982205385372e-6,1.2060472582982182e-6,2.392445573672864e-7,1.0325310094350057e-7,5.965722446042449e-8
182.5,4.466e-5,158.7,2.9710707014808866e-5,1.1488325505819822e-5,1.921368173472899e-6,1.1545995831853897e-6,2.290388409865597e-7,9.884852064601791e-8,5.7112361080440676e-8
183.5,4.284e-5,158.9,2.8499925851195968e-5,1.1020149231287981e-5,1.8430679030805862e-6,1.1075469355947625e-6,2.1970496972378456e-7,9.482021102721467e-8,5.4784898089701713e-8
184.5,4.124e-5,158.4,2.743550285021759e-5,1.0608565693238008e-5,1.7742325005378937e-6,1.0661819706799253e-6,2.1149936861365252e-7,9.127883993376128e-8,5.273877677916196e-8
185.5,3.97e-5,158.0,2.641099571177591e-5,1.0212416537864911e-5,1.7079784255905526e-6,1.0263681919493947e-6,2.036014775451505e-7,8.787027025631239e-8,5.076938501776746e-8
186.5,3.821e-5,157.6,2.5419751792114796e-5,9.829129368055877e-6,1.6438754569726703e-6,9.878470683724528e-7,1.9596001151134006e-7,8.457236842553392e-8,4.886393454732732e-8
187.5,3.655e-5,158.3,2.4315412928599734e-5,9.40211144732903e-6,1.572458726834627e-6,9.449309172733092e-7,1.8744670035957808e-7,8.089819591607601e-8,4.6741083687642335e-8
188.5,3.486e-5,159.3,2.3191116133816324e-5,8.96737633526375e-6,1.4997513328989083e-6,9.012391730820126e-7,1.7877953418700115e-7,7.715762269861586e-8,4.4579868053384725e-8
189.5,3.325e-5,160.4,2.2120040489081836e-5,8.553220400100965e-6,1.4304857090903243e-6,8.596156771364579e-7,1.7052264806993082e-7,7.359411803582839e-8,4.252095848465411e-8
190.5,3.173e-5,161.5,2.110883863815238e-5,8.162216038953493e-6,1.3650920766747667e-6,8.203189604673627e-7,1.6272732701530543e-7,7.022981549704766e-8,4.0577143239641346e-8
191.5,3.064e-5,160.7,2.0383700468735862e-5,7.881824753656949e-6,1.3181979586925574e-6,7.921390781191298e-7,1.5713726125902795e-7,6.781725643963253e-8,3.9183223096836144e-8
192.5,2.959e-5,159.9,1.9685172874343806e-5,7.611723056811655e-6,1.2730247257739155e-6,7.64993319893768e-7,1.5175233553050385e-7,6.549323165955374e-8,3.784045598679443e-8
193.5,2.857e-5,159.0,1.900660321122009e-5,7.349338551304799e-6,1.2291421566529492e-6,7.386231547605593e-7,1.4652126482279467e-7,6.32356075874772e-8,3.653605365132535e-8
194.5,2.754e-5,158.5,1.8321380904340265e-5,7.08438164868513e-6,1.184829366266091e-6,7.11994458596633e-7,1.412389091081472e-7,6.095584994606657e-8,3.5218863057665386e-8
195.5,2.643e-5,158.6,1.7582937447411516e-5,6.798845569162962e-6,1.1370748057520982e-6,6.832975141869648e-7,1.3554627333799312e-7,5.849902374998328e-8,3.379936639847843e-8
196.5,2.537e-5,158.6,1.6877757209263344e-5,6.526171475204856e-6,1.0914713515675646e-6,6.558932249308852e-7,1.3011006260253067e-7,5.6152865400570404e-8,3.244381103024585e-8
197.5,2.436e-5,158.7,1.6205840189895747e-5,6.266359366810812e-6,1.0480190037124902e-6,6.297815908283943e-7,1.2493027690175984e-7,5.391737489782795e-8,3.115219695296764e-8
198.5,2.341e-5,158.5,1.5573839033064836e-5,6.021981641093642e-6,1.0071479834527666e-6,6.052211429102098e-7,1.2005820124261897e-7,5.181468581109e-8,2.993731242483467e-8
199.5,2.253e-5,158.2,1.4988406382526728e-5,5.795610695166157e-6,9.692885120542857e-7,5.824704122070494e-7,1.1554512063204634e-7,4.986693170969063e-8,2.8811945704037804e-8
200.5,2.168e-5,157.9,1.4422931663256968e-5,5.57695694057711e-6,9.327197044534806e-7,5.604952745960422e-7,1.1118589504228872e-7,4.798557831629351e-8,2.7724943757813564e-8
201.5,2.086e-5,157.5,1.3877414875255552e-5,5.3660203773265e-6,8.974415606503508e-7,5.392957300771882e-7,1.0698052447334606e-7,4.617062563089865e-8,2.6676306586161945e-8
202.5,2.0e-5,157.8,1.3305287512229677e-5,5.144794225624641e-6,8.604425317836537e-7,5.170620614354634e-7,1.0257001387665012e-7,4.4267138668167454e-8,2.5576516381746833e-8
203.5,1.916e-5,158.1,1.2746465436716029e-5,4.928712868148406e-6,8.243039454487402e-7,4.953454548551739e-7,9.82620732938308e-8,4.2407918844104416e-8,2.4502302693713463e-8
204.5,1.836e-5,158.4,1.2214253936226842e-5,4.72292109912342e-6,7.89886244177394e-7,4.746629723977553e-7,9.415927273876481e-8,4.063723329737772e-8,2.3479242038443592e-8
205.5,1.759e-5,158.6,1.1702000367005999e-5,4.524846521436871e-6,7.567592067037234e-7,4.5475608303248997e-7,9.021032720451377e-8,3.893294845865327e-8,2.2494546157746335e-8
206.5,1.687e-5,158.9,1.1223010016565731e-5,4.339633929314384e-6,7.257832755595118e-7,4.361418488208133e-7,8.651780670495437e-8,3.733933146659924e-8,2.157379156800345e-8
207.5,1.618e-5,159.1,1.0763977597393807e-5,4.1621385285303345e-6,6.960980082129758e-7,4.1830320770128983e-7,8.297914122620994e-8,3.581211518254747e-8,2.0691401752833188e-8
208.5,1.552e-5,159.4,1.0324903109490228e-5,3.992360319084721e-6,6.677034046641153e-7,4.0124015967391954e-7,7.959433076828049e-8,3.435129960649794e-8,1.984737671223554e-8
209.5,1.491e-5,159.3,9.919091840367223e-6,3.8354440952031695e-6,6.414599074447137e-7,3.854697668001379e-7,7.646594534504266e-8,3.3001151877118834e-8,1.906729296259226e-8
210.5,1.436e-5,158.9,9.553196433780906e-6,3.6939622539984916e-6,6.177977378206633e-7,3.7125056011066264e-7,7.364526996343477e-8,3.178380556374423e-8,1.8363938762094222e-8
211.5,1.383e-5,158.5,9.20060631470682e-6,3.5576252070194387e-6,5.949960107283965e-7,3.575484154826229e-7,7.092716459570355e-8,3.0610726389037786e-8,1.768616107797793e-8
212.5,1.332e-5,158.0,8.861321483144964e-6,3.4264329542660105e-6,5.730547261679133e-7,3.4436333291601855e-7,6.831162924184898e-8,2.948191435299952e-8,1.703395991024339e-8
213.5,1.277e-5,158.3,8.495426076558647e-6,3.2849511130613327e-6,5.493925565438629e-7,3.301441262265433e-7,6.549095386024109e-8,2.8264568039624916e-8,1.633060570974535e-8
214.5,1.222e-5,158.9,8.129530669972332e-6,3.1434692718566553e-6,5.257303869198124e-7,3.159249195370681e-7,6.267027847863322e-8,2.704722172625031e-8,1.5627251509247314e-8
215.5,1.169e-5,159.5,7.776940550898245e-6,3.0071322248776023e-6,5.029286598275455e-7,3.022227749090283e-7,5.9952173110902e-8,2.5874142551543872e-8,1.4949473825131023e-8
216.5,1.118e-5,160.0,7.437655719336388e-6,2.8759399721241738e-6,4.809873752670624e-7,2.8903769234242397e-7,5.733663775704741e-8,2.4745330515505602e-8,1.4297272657396478e-8
217.5,1.079e-5,159.3,7.1782026128479095e-6,2.7756164847244934e-6,4.6420874589728116e-7,2.7895498214443247e-7,5.5336522486452736e-8,2.388212131147634e-8,1.3798530587952415e-8
218.5,1.043e-5,158.4,6.938707437627776e-6,2.68301018866325e-6,4.487207803251754e-7,2.696478650385941e-7,5.349026223667303e-8,2.3085312815449323e-8,1.3338153293080973e-8
219.5,1.007e-5,157.4,6.699212262407641e-6,2.5904038926020066e-6,4.3323281475306964e-7,2.603407479327558e-7,5.164400198689333e-8,2.228850431942231e-8,1.2877775998209529e-8
220.5,9.72e-6,156.7,6.466369730943622e-6,2.5003699936535754e-6,4.181750704468557e-7,2.512921618576352e-7,4.984902674405195e-8,2.151382939272938e-8,1.2430186961528959e-8
221.5,9.267e-6,157.8,6.16500496879162e-6,2.383840404443177e-6,3.986860471019559e-7,2.395807061661219e-7,4.752581592974583e-8,2.0511178701895385e-8,1.1850878865482392e-8
222.5,8.836e-6,158.9,5.878276022903071e-6,2.272970088880966e-6,3.8014351054201817e-7,2.284380187421877e-7,4.531543213070402e-8,1.9557221863596377e-8,1.129970493745575e-8
223.5,8.425e-6,160.0,5.604852364526751e-6,2.1672445675443798e-6,3.624614165138641e-7,2.178123933796889e-7,4.320761834553886e-8,1.8647532163965537e-8,1.0774107525810851e-8
224.5,8.061e-6,160.5,5.3626961318041705e-6,2.0736093126380113e-6,3.468013624354016e-7,2.0840186386156347e-7,4.1340844092983825e-8,1.784187024020489e-8,1.030861492766306e-8
225.5,7.771e-6,160.0,5.1697694628768405e-6,1.999009796366454e-6,3.343249457245387e-7,2.0090446397074928e-7,3.9853578891772406e-8,1.7199996729516464e-8,9.937755440127732e-9
226.5,7.492e-6,159.4,4.984160702081236e-6,1.92723991691899e-6,3.2232177240615665e-7,1.9369144821372454e-7,3.842272719819313e-8,1.6582470145095526e-8,9.580963036602361e-9
227.5,7.223e-6,158.9,4.805204585041747e-6,1.8580424345843388e-6,3.1074882035366654e-7,1.8673696348741758e-7,3.704316051155219e-8,1.5987077130008673e-8,9.236958891267868e-9
228.5,6.968e-6,158.2,4.635562169260819e-6,1.7924463082076248e-6,2.9977817807342495e-7,1.8014442220411543e-7,3.57353928346249e-8,1.5422671111989538e-8,8.910858307400595e-9
229.5,6.727e-6,157.3,4.475233454738451e-6,1.7304515377888478e-6,2.8940984556543194e-7,1.739138243638181e-7,3.4499424167411264e-8,1.4889252091038121e-8,8.602661285000546e-9
230.5,6.494e-6,156.4,4.320226855220976e-6,1.6705146850603208e-6,2.793856900701523e-7,1.6789005134809494e-7,3.330448350574829e-8,1.437353992555397e-8,8.304694869153195e-9
231.5,6.27e-6,155.5,4.1712076350840035e-6,1.6128929897333248e-6,2.697487337141754e-7,1.6209895626001775e-7,3.215569935032981e-8,1.3877747972470495e-8,8.018237885677632e-9
232.5,6.017e-6,155.5,4.002895748054298e-6,1.5478113427791732e-6,2.588641356871122e-7,1.5555812118285915e-7,3.0858188674790185e-8,1.3317768668318176e-8,7.694694953448534e-9
233.5,5.758e-6,155.9,3.830592274770924e-6,1.4811862575573338e-6,2.477214049005139e-7,1.488621674872699e-7,2.9529906995087567e-8,1.2744509222565408e-8,7.363479066304912e-9
234.5,5.511e-6,156.3,3.6662719739948874e-6,1.4176480488708697e-6,2.3709493963298577e-7,1.4247645102854192e-7,2.826316732371094e-8,1.219781006001354e-8,7.047609088990339e-9
235.5,5.274e-6,156.7,3.508604316974965e-6,1.3566822372972176e-6,2.2689869563134946e-7,1.3634926560053168e-7,2.7047712659272632e-8,1.1673244466795756e-8,6.744527369866639e-9
236.5,5.068e-6,156.5,3.3715598555989995e-6,1.3036908567732837e-6,2.1803613755397781e-7,1.310235263677464e-7,2.5991241516343137e-8,1.121729293851363e-8,6.481089251134646e-9
237.5,4.874e-6,156.2,3.242498566730372e-6,1.253786352784725e-6,2.0968984499567641e-7,1.2600802437182243e-7,2.4996312381739632e-8,1.0787901693432408e-8,6.232997042231703e-9
238.5,4.688e-6,155.9,3.118759392866636e-6,1.2059397664864157e-6,2.0168772945008842e-7,1.211993472004726e-7,2.4042411252686786e-8,1.0376217303818449e-8,5.995135439881457e-9
239.5,4.508e-6,155.6,2.9990118052565688e-6,1.1596366184557939e-6,1.9394374666403554e-7,1.1654578864755343e-7,2.3119281127796933e-8,9.977813055804943e-9,5.764946792445735e-9
240.5,4.318e-6,155.9,2.872611573890387e-6,1.1107610733123599e-6,1.8576954261209082e-7,1.1163369906391654e-7,2.214486599596876e-8,9.557275238457351e-9,5.521969886819141e-9
241.5,4.136e-6,156.2,2.751533457529097e-6,1.0639434458591756e-6,1.7793951557285956e-7,1.0692843430485382e-7,2.121147886969124e-8,9.154444276577027e-9,5.289223587745244e-9
242.5,3.962e-6,156.5,2.6357774561726988e-6,1.0191837360962414e-6,1.704536655463418e-7,1.0242999437036529e-7,2.031911974896439e-8,8.769320170163973e-9,5.066707895224047e-9
243.5,3.792e-6,157.0,2.5226825123187462e-6,9.754529851784318e-7,1.6313990402618072e-7,9.803496684816384e-8,1.944727463101286e-8,8.393049491484548e-9,4.849307505979199e-9
244.5,3.617e-6,158.1,2.4062612465867367e-6,9.304360357042162e-7,1.5561103187307377e-7,9.351067381060354e-8,1.854978700959217e-8,8.005712028138082e-9,4.625512987638914e-9
245.5,3.45e-6,159.2,2.295162095859619e-6,8.874770039202505e-7,1.4842633673268025e-7,8.919320559761742e-8,1.7693327393722143e-8,7.636081420258885e-9,4.4119490758513285e-9
246.5,3.291e-6,160.2,2.189385060137393e-6,8.465758898265345e-7,1.415858186050002e-7,8.508256220920549e-8,1.6877895783402777e-8,7.2841576678469535e-9,4.208615770616441e-9
247.5,3.147e-6,161.0,2.0935869900493394e-6,8.095333714020372e-7,1.353906323761579e-7,8.135971536687016e-8,1.6139391683490895e-8,6.965434269436148e-9,4.024464852667864e-9
248.5,3.025e-6,160.9,2.012424736224738e-6,7.781501266257268e-7,1.301419329322776e-7,7.820563679211383e-8,1.5513714598843328e-8,6.695404723560326e-9,3.868448102739208e-9
249.5,2.908e-6,160.9,1.934588804278195e-6,7.480530804058227e-7,1.2510834412134323e-7,7.518082373271637e-8,1.4913680017664926e-8,6.436441962351547e-9,3.718825481905989e-9
250.5,2.795e-6,160.8,1.859413929834097e-6,7.189849930310434e-7,1.202468438167656e-7,7.225942308560599e-8,1.4334159439261852e-8,6.1863326288764005e-9,3.5743181643491194e-9
251.5,2.697e-6,160.2,1.794218021024172e-6,6.937755013254828e-7,1.160306754110257e-7,6.972581898457224e-8,1.3831566371266269e-8,5.969423649402381e-9,3.4489932340785602e-9
252.5,2.614e-6,158.7,1.7390010778484185e-6,6.724246052891404e-7,1.1245983890412352e-7,6.758001142961506e-8,1.3405900813678168e-8,5.785715023929485e-9,3.3428506910943106e-9
253.5,2.535e-6,157.2,1.6864451921751112e-6,6.521026680979232e-7,1.090610909035781e-7,6.553761628694497e-8,1.3000749258865401e-8,5.610859826190224e-9,3.2418234513864107e-9
254.5,2.458e-6,155.7,1.635219835253027e-6,6.322952103292683e-7,1.0574838715621104e-7,6.354692735041844e-8,1.26058547054403e-8,5.44043134231778e-9,3.1433538633166854e-9
255.5,2.376e-6,154.5,1.5806681564528855e-6,6.112015540042073e-7,1.0222057277589806e-7,6.142697289853304e-8,1.2185317648546034e-8,5.258936073778293e-9,3.0384901461515236e-9
256.5,2.29e-6,153.7,1.523455420150298e-6,5.890789388340214e-7,9.852066988922835e-8,5.920360603436055e-8,1.1744266588876439e-8,5.068587377505173e-9,2.9285111257100123e-9
257.5,2.208e-6,152.8,1.4689037413501562e-6,5.679852825089603e-7,9.499285550891535e-8,5.7083651582475145e-8,1.1323729531982172e-8,4.8870921089656855e-9,2.82364740854485e-9
258.5,2.129e-6,152.0,1.416347855676849e-6,5.476633453177429e-7,9.159410750836993e-8,5.504125643980507e-8,1.0918577977169404e-8,4.712236911226425e-9,2.7226201688369497e-9
259.5,2.049e-6,151.4,1.3631267056279304e-6,5.270841684152444e-7,8.815233738123533e-8,5.2973008194063225e-8,1.0508297921662804e-8,4.535168356553756e-9,2.620314103309963e-9
260.5,1.971e-6,150.8,1.3112360843302345e-6,5.070194709353083e-7,8.479661150727907e-8,5.095646615446491e-8,1.0108274867543868e-8,4.362526515747901e-9,2.52056568942115e-9
261.5,1.895e-6,150.3,1.2606759917837618e-6,4.874692528779347e-7,8.152692988650118e-8,4.899163032101015e-8,9.718508814812598e-9,4.194311388808866e-9,2.4233749271705124e-9
262.5,1.822e-6,149.8,1.2121116923641234e-6,4.686907539544048e-7,7.838631464549085e-8,4.710435379677071e-8,9.344128264162825e-9,4.032736332670055e-9,2.3300206423771365e-9
263.5,1.741e-6,150.2,1.1582252779395932e-6,4.478543373406249e-7,7.490152239176705e-8,4.501025244795708e-8,8.928719707962393e-9,3.853454421063976e-9,2.2264357510310615e-9
264.5,1.661e-6,151.0,1.1050041278906747e-6,4.272751604381264e-7,7.145975226463244e-8,4.294200420221523e-8,8.518439652455793e-9,3.6763858663913067e-9,2.1241296855040743e-9
265.5,1.585e-6,151.7,1.0544440353442018e-6,4.077249423807528e-7,6.819007064385455e-8,4.097716836876047e-8,8.128673599724522e-9,3.5081707394522702e-9,2.0269389232534364e-9
266.5,1.512e-6,152.4,1.0058797359245636e-6,3.8894644345722284e-7,6.504945540284422e-8,3.908989184452103e-8,7.754293049074748e-9,3.346595683313459e-9,1.9335846384600604e-9
267.5,1.432e-6,154.3,9.526585858756448e-7,3.6836726655472425e-7,6.160768527570961e-8,3.702164359877917e-8,7.344012993568148e-9,3.1695271286407894e-9,1.831278572933073e-9
268.5,1.356e-6,156.4,9.02098493329172e-7,3.4881704849735065e-7,5.833800365493172e-8,3.505680776532441e-8,6.954246940836878e-9,3.001312001701753e-9,1.734087810682435e-9
269.5,1.284e-6,158.5,8.541994582851451e-7,3.302957892851019e-7,5.524041054051056e-8,3.319538434415674e-8,6.584994890880937e-9,2.84195030249635e-9,1.6420123517081463e-9
270.5,1.216e-6,160.7,8.089614807435643e-7,3.1280348891797815e-7,5.2314905932446143e-8,3.143737333527617e-8,6.236256843700328e-9,2.691442031024581e-9,1.5550521960102074e-9
271.5,1.168e-6,160.7,7.770287907142131e-7,3.0045598277647903e-7,5.0249843856165375e-8,3.019642438783106e-8,5.990088810396367e-9,2.585200898220979e-9,1.493668556694015e-9
272.5,1.124e-6,160.6,7.477571581873078e-7,2.8913743548010475e-7,4.835687028624133e-8,2.9058887852673038e-8,5.764434779867736e-9,2.4878131931510104e-9,1.4374002206541718e-9
273.5,1.081e-6,160.4,7.191507900360139e-7,2.780761278950118e-7,4.6506918842906475e-8,2.794720442058679e-8,5.543909250032938e-9,2.3926388450144503e-9,1.382410710433416e-9
274.5,1.04e-6,160.3,6.918749506359431e-7,2.675292997324813e-7,4.474301165274999e-8,2.6887227194644092e-8,5.3336407215858054e-9,2.3018912107447074e-9,1.329978851850835e-9
275.5,1.009e-6,158.5,6.712517549919871e-7,2.5955486868276313e-7,4.340932572848533e-8,2.6085780999419123e-8,5.174657200076998e-9,2.2332771458090475e-9,1.2903352514591276e-9
276.5,9.796e-7,156.8,6.516929823490094e-7,2.519920211710949e-7,4.214447520676335e-8,2.532569976910899e-8,5.023879279678322e-9,2.1682044519668413e-9,1.2527377723779595e-9
277.5,9.509e-7,155.0,6.325998947689599e-7,2.4460924145732353e-7,4.0909740173653815e-8,2.4583715710949103e-8,4.876691309765329e-9,2.104681107978021e-9,1.216035471370153e-9
278.5,9.223e-7,153.4,6.135733336264715e-7,2.372521857146803e-7,3.967930735320319e-8,2.3844316963096393e-8,4.73001618992172e-9,2.041379099682542e-9,1.1794610529442552e-9
279.5,8.834e-7,153.6,5.876945494151848e-7,2.2724556094584036e-7,3.800574662888398e-8,2.2838631253604416e-8,4.530517512931636e-9,1.955279514972956e-9,1.1297147285817575e-9
280.5,8.461e-7,153.8,5.628801882048765e-7,2.1765051971505041e-7,3.640102130710747e-8,2.1874310509027276e-8,4.339224437051683e-9,1.872721301356824e-9,1.0820145255297997e-9
281.5,8.105e-7,154.0,5.391967764331077e-7,2.0849278599343854e-7,3.4869433600532564e-8,2.0953940039672152e-8,4.1566498123512455e-9,1.793925794527486e-9,1.0364883263702903e-9
282.5,7.766e-7,154.2,5.166443140998783e-7,1.997723597810048e-7,3.341098350915927e-8,2.007751984553904e-8,3.982793638830324e-9,1.718892994484942e-9,9.931361311032295e-10
283.5,7.467e-7,153.8,4.96752909269095e-7,1.9208089241369594e-7,3.212462192414271e-8,1.9304512063693023e-8,3.8294514680847315e-9,1.6527136221760315e-9,9.54899239112518e-10
284.5,7.179e-7,153.4,4.775932952514842e-7,1.8467238872879647e-7,3.088558467837425e-8,1.8559942695225956e-8,3.681750648102356e-9,1.5889689424938705e-9,9.180690555228025e-10
285.5,6.903e-7,153.0,4.5923199848460725e-7,1.7757257269743447e-7,2.9698173984512805e-8,1.7846397050445015e-8,3.5402040289525786e-9,1.5278802911317993e-9,8.827734629159918e-10
286.5,6.622e-7,153.0,4.4053806952992455e-7,1.7034413681043183e-7,2.848925222735677e-8,1.711992485412819e-8,3.396093159455885e-9,1.4656849613030241e-9,8.468384573996375e-10
287.5,6.278e-7,154.9,4.1765297500888953e-7,1.6149509074235748e-7,2.700929107268889e-8,1.6230578108459193e-8,3.2196727355880474e-9,1.3895454827937762e-9,8.028468492230331e-10
288.5,5.953e-7,156.7,3.9603188280151634e-7,1.5313480012571744e-7,2.5611071958540454e-8,1.5390352258626565e-8,3.052996463038491e-9,1.3176113824580041e-9,7.612850101026944e-10
289.5,5.646e-7,158.6,3.756082664702437e-7,1.4523754098938358e-7,2.429029267225254e-8,1.4596661994323129e-8,2.8955514917378327e-9,1.249661324602367e-9,7.220250574567129e-10
290.5,5.351e-7,160.7,3.5598296738970493e-7,1.3764896950658726e-7,2.3021139937871652e-8,1.383399545370582e-8,2.7442607212697736e-9,1.18436729506682e-9,6.842996957936364e-10
291.5,5.054e-7,163.6,3.3622461543404386e-7,1.3000895008153466e-7,2.1743382778172925e-8,1.3066158292474157e-8,2.591944250662948e-9,1.1186305941445914e-9,6.463185689667424e-10
292.5,4.776e-7,166.6,3.1773026579204466e-7,1.2285768610791642e-7,2.0547367658993648e-8,1.2347442027078864e-8,2.4493719313744047e-9,1.0570992713958386e-9,6.107672111961143e-10
293.5,4.515e-7,169.6,3.003668655885849e-7,1.1614372964347626e-7,1.942449015501598e-8,1.1672676036905584e-8,2.315518063265376e-9,9.9933065543388e-10,5.773898573179347e-10
294.5,4.289e-7,171.8,2.8533189069976537e-7,1.1033011216852041e-7,1.8452190094100453e-8,1.108839590748351e-8,2.1996139475847617e-9,9.49308788738851e-10,5.484883938065608e-10
295.5,4.148e-7,171.1,2.7595166300364344e-7,1.0670303223945503e-7,1.7845578109192977e-8,1.0723867154171509e-8,2.127302087801723e-9,9.181004559777929e-10,5.304569497574292e-10
296.5,4.011e-7,170.5,2.6683754105776616e-7,1.0317884819490217e-7,1.7256174974921173e-8,1.0369679642088217e-8,2.0570416282962182e-9,8.877774659900982e-10,5.129370360359327e-10
297.5,3.88e-7,169.9,2.581225777372557e-7,9.980900797711802e-8,1.669258511660288e-8,1.0031003991847988e-8,1.989858269207012e-9,8.587824901624485e-10,4.961844178058885e-10
298.5,3.715e-7,171.0,2.4714571553966624e-7,9.55645527409777e-8,1.5982720027881368e-8,9.604427791163731e-9,1.905238007758776e-9,8.222621007612103e-10,4.750837917909474e-10
299.5,3.445e-7,177.9,2.2918357739815615e-7,8.861908053638443e-8,1.4821122609973434e-8,8.906394008225855e-9,1.7667684890252981e-9,7.625014635591843e-10,4.4055549467558914e-10
300.5,3.199e-7,184.8,2.1281807375811365e-7,8.229098363886613e-8,1.376277829587954e-8,8.270407672660236e-9,1.6406073719570186e-9,7.080528829973383e-10,4.090963795260405e-10
301.5,2.975e-7,191.8,1.9791615174441642e-7,7.652881410616652e-8,1.2799082660281848e-8,7.691298163852517e-9,1.5257289564151704e-9,6.584736876889909e-10,3.804506811784841e-10
302.5,2.788e-7,197.7,1.8547570792048167e-7,7.171843150520748e-8,1.1994568893064131e-8,7.207845136410358e-9,1.4298259934405024e-9,6.170839130342542e-10,3.565366383615508e-10
