Particle Name,Weight,Energy (keV),Pitch Angle (deg),Unit Momentum x,Unit Momentum y,Unit Momentum z,Position x (m),Position y (m),Position z (m)
gamma,0.01,22.7901,132.609,-0.523939,0.451196,0.722434,-332147,228230,451000
gamma,0.01,12.9571,139.074,0.821845,0.0544671,0.567102,464755,34540.4,451000
gamma,0.01,51.7901,139.83,0.785429,0.28483,0.549522,457460,189299,451000
gamma,0.01,1.97778,149.721,-0.0454947,-0.496263,0.866979,-85587.8,-210437,451000
gamma,0.01,13.4363,143.608,-0.431691,0.258432,0.864208,-249424,108935,451000
gamma,0.01,7.1191,142.893,0.775589,-0.193719,0.600779,406767,-118831,451000
gamma,0.01,42.2035,127.996,0.388438,0.813827,0.432205,263017,689421,451000
gamma,0.01,45.6608,126.261,-0.257952,-0.782172,0.567157,-229054,-497250,451000
gamma,0.01,26.3693,124.898,-0.161721,0.85398,0.494534,-182427,703563,451000
gamma,0.01,40.3046,116.718,-0.480669,0.789266,0.382121,-518224,743065,451000
e-,1,74.2092,136.474,0.351276,-0.650982,0.672924,219.807,-36.3643,451000
e-,1,60.7587,122.483,0.68074,0.603934,0.414557,77.4803,52.2135,451000
e-,1,123.209,130.15,0.819349,0.278445,0.501135,189.041,-3.62856,451000
e-,1,60.8418,119.336,-0.0659681,0.858185,0.509084,60.4676,-73.5353,451000
e-,1,61.6171,107.802,-0.74449,0.490714,0.452697,133.706,-0.732709,451000
e-,1,118.918,148.765,-0.209718,-0.352835,0.911881,267.785,-3.01145,451000
e-,1,42.5996,144.483,-0.198955,0.456292,0.867303,-145.999,-81.7892,451000
e-,1,109.014,103.149,-0.888562,-0.219752,0.402698,169.528,66.2903,451000
e-,1,50.3777,119.454,0.475092,0.779982,0.407327,279.857,-8.77007,451000
e-,1,70.7458,146.41,0.691328,0.0829148,0.717768,356.035,52.45,451000
e-,1,99.2794,138.584,-0.207402,0.560812,0.801545,318.868,-41.5108,451000
e-,1,47.5305,163.193,-0.0640957,-0.142973,0.987649,218.706,1.55532,451000
e-,1,81.4708,167.851,0.385193,-0.0460218,0.921688,131.559,2.2692,451000
e-,1,118.965,123.959,-0.709808,0.0606145,0.701783,243.513,31.3168,451000
gamma,0.01,32.7569,159.954,0.0249199,0.347859,0.937216,-66961,186294,451000
gamma,0.01,33.529,123.523,-0.795057,-0.0539251,0.604133,-557202,-33853,451000
gamma,0.01,26.1274,143.594,0.0788211,0.636359,0.767356,-29137.3,308035,451000
gamma,0.01,18.4733,132.311,-0.666679,0.0729254,0.741769,-401896,35962.6,451000
gamma,0.01,57.3567,136.864,0.415572,-0.694557,0.587274,193992,-527203,451000
gamma,0.01,21.9639,158.075,-0.200617,0.0881399,0.975697,-165097,6243.68,451000
gamma,0.01,81.7211,129.993,-0.693657,-0.0275067,0.71978,-489352,-84006.3,451000
e-,1,79.584,112.759,-0.239416,0.866821,0.43738,166.801,-73.0691,451000
gamma,0.01,11.9427,138.583,0.521399,0.608373,0.598352,256898,377872,451000
gamma,0.01,20.8537,124.496,-0.779381,-0.0405457,0.625237,-514611,-15399.8,451000
gamma,0.01,4.18044,154.955,0.506795,0.311772,0.803714,167252,143793,451000
gamma,0.01,39.0279,130.284,-0.510282,0.515556,0.688342,-330699,275015,451000
gamma,0.01,18.3723,152.095,0.603909,0.256615,0.754614,230430,125979,451000
gamma,0.01,10.7876,150.789,0.66994,0.156448,0.725744,276149,79638.1,451000
gamma,0.01,9.28411,132.921,0.861337,0.350306,0.367946,803927,353792,451000
gamma,0.01,27.6987,169.191,0.209215,-0.199528,0.957297,59477,-85097,451000
gamma,0.01,39.672,128.199,-0.631402,-0.316421,0.707961,-212982,-128913,451000
gamma,0.01,34.7151,154.072,-0.0782352,-0.396987,0.914484,-72479.2,-190595,451000
gamma,0.01,34.7736,132.946,-0.599263,0.27536,0.751705,-327595,57001.7,451000
e-,1,5.2886,147.999,0.581556,0.312561,0.751065,165.173,-116.036,451000
gamma,0.01,4.03969,131.011,0.0622005,0.813863,0.577718,-27316.3,524059,451000
gamma,0.01,3.26947,149.315,0.359885,-0.51044,0.780982,104209,-244037,451000
gamma,0.01,3.32348,154.363,0.465315,0.363474,0.807074,147313,167116,451000
e-,1,118.205,120.405,-0.744066,-0.113665,0.658366,108.896,-23.0803,451000
gamma,0.01,39.112,141.792,-0.503506,0.131849,0.853872,-282064,57045.2,451000
gamma,0.01,65.4707,136.877,0.866557,-0.208271,0.453544,692507,-167433,451000
gamma,0.01,12.8054,142.374,0.139941,0.65899,0.739019,3056.11,330943,451000
gamma,0.01,5.54842,135.112,0.869039,0.0344293,0.493544,587461,25269.3,451000
gamma,0.01,5.71884,122.202,-0.542723,0.658139,0.521829,-466617,502748,451000
gamma,0.01,37.3501,143.215,0.56833,-0.493448,0.658415,253641,-279384,451000
gamma,0.01,5.91736,125.9,-0.632939,0.434595,0.640715,-434739,251577,451000
e-,1,97.7195,105.137,-0.776393,0.475681,0.413451,198.422,62.7503,451000
e-,1,102.86,168.949,0.37217,-0.0169073,0.928011,236.672,-8.71413,451000
e-,1,21.5068,112.006,-0.301877,0.847283,0.437014,107.036,42.8315,451000
e-,1,67.0254,120.219,-0.259819,0.786637,0.560086,258.131,31.4112,451000
e-,1,51.131,110.514,0.118177,-0.934116,0.336841,70.6602,-92.4211,451000
e-,1,38.1391,118.25,0.949401,0.080113,0.303678,262.556,-54.8071,451000
e-,1,26.3807,143.979,0.0703942,0.584523,0.808318,409.535,-12.44,451000
gamma,0.01,10.8957,125.515,-0.365564,0.754147,0.545551,-320615,520040,451000
gamma,0.01,21.4119,142.834,0.576719,-0.496823,0.648507,275888,-294506,451000
gamma,0.01,37.0475,143.626,0.306372,-0.620371,0.721994,-51675.5,-318211,451000
e-,1,116.296,110.75,0.36499,0.884693,0.290001,227.358,-28.6191,451000
gamma,0.01,6.96295,156.941,0.597643,0.000810928,0.801762,211655,-436.629,451000
gamma,0.01,9.35265,134.955,0.872952,-0.250341,0.418669,713377,-224755,451000
gamma,0.01,9.39868,127.572,0.253119,0.851325,0.459539,138775,692998,451000
gamma,0.01,10.4405,147.931,0.534108,-0.425877,0.730313,206386,-219211,451000
gamma,0.01,4.67714,144.932,-0.0115778,-0.604079,0.79684,-72954.2,-284733,451000
e-,1,112.861,131.535,-0.323749,-0.590881,0.73895,138.645,24.5616,451000
e-,1,97.7237,126.844,0.895539,0.0751613,0.438589,112.129,8.9363,451000
e-,1,71.1333,130.165,0.354614,0.728056,0.586671,125.222,-49.5237,451000
e-,1,84.0747,122.732,-0.72163,0.0898236,0.686427,278.344,-75.499,451000
gamma,0.01,38.2775,140.927,-0.44046,-0.296066,0.84755,-256645,-128595,451000
gamma,0.01,15.8694,161.657,-0.157362,0.0304076,0.987073,-124713,10611.2,451000
gamma,0.01,104.263,150.964,-0.259318,-0.299028,0.918334,-169741,-119916,451000
gamma,0.01,7.14705,163.004,0.397499,0.23023,0.88825,97551.1,94249.6,451000
gamma,0.01,12.6397,168.369,0.368681,-0.113213,0.922636,80004.9,-45606.6,451000
gamma,0.01,16.1102,138.117,0.700523,0.460887,0.54484,404520,309111,451000
gamma,0.01,5.14768,131.743,0.768417,0.510954,0.385306,664002,484961,451000
gamma,0.01,5.83289,141.711,0.356024,0.641683,0.679331,125593,345245,451000
gamma,0.01,35.5825,167.618,0.394484,0.0988923,0.913566,91801.3,38971.5,451000
gamma,0.01,68.0908,134.755,0.847797,0.309941,0.430322,655157,263094,451000
gamma,0.01,32.6708,167.792,0.142728,-0.219907,0.965023,-12167.8,-84121.3,451000
gamma,0.01,17.134,145.521,-0.451845,-0.0247949,0.891752,-251887,-10852.6,451000
gamma,0.01,19.9349,140.165,0.374359,-0.648713,0.662591,140575,-359210,451000
gamma,0.01,4.6232,147.04,-0.423224,-0.0531377,0.904466,-237690,-22185.2,451000
gamma,0.01,9.63973,140.294,0.798115,0.12806,0.588739,430116,78986.1,451000
gamma,0.01,38.5972,158.269,0.515418,0.21108,0.830536,160934,92401.8,451000
gamma,0.01,2.83793,153.922,-0.15263,-0.341331,0.927468,-126597,-135445,451000
gamma,0.01,26.0631,141.078,0.70176,-0.352473,0.619109,348769,-209162,451000
gamma,0.01,11.8713,136.274,0.201896,0.743301,0.637763,49599.8,426141,451000
gamma,0.01,12.3756,167.388,0.0292348,-0.172329,0.984606,-55457.3,-64765.5,451000
gamma,0.01,9.83784,137.767,0.746157,-0.407015,0.526866,452302,-283575,451000
gamma,0.01,93.4929,152.604,-0.202992,0.322284,0.924623,-146729,126975,451000
gamma,0.01,76.0124,155.189,0.54682,0.308184,0.778467,377124,166114,451000
gamma,0.01,70.2397,177.849,0.229214,0.00779667,0.973345,19908.5,2263.17,451000
gamma,0.01,28.0861,149.225,0.702319,0.122169,0.701301,300411,63124.7,451000
gamma,0.01,23.5498,138.525,0.161037,0.729649,0.66459,22780.1,409111,451000
gamma,0.01,17.7501,122.203,-0.804283,-0.136815,0.578282,-586724,-88935,451000
gamma,0.01,22.9613,120.509,-0.521781,0.700858,0.486355,-468051,537179,451000
gamma,0.01,13.4197,121.839,-0.408345,0.784961,0.465929,-394741,628124,451000
gamma,0.01,8.41439,128.068,0.140942,0.853698,0.501333,37269.6,634891,451000
gamma,0.01,5.83668,144.954,0.730643,0.238918,0.639593,358689,138775,451000
gamma,0.01,25.7013,144.02,-0.247462,-0.485683,0.838376,-177814,-216845,451000
gamma,0.01,9.04931,141.412,0.428076,0.618733,0.658726,174881,349917,451000
gamma,0.01,20.5677,132.836,0.0702622,0.807639,0.585476,-22864.7,514194,451000
gamma,0.01,11.9964,148.586,0.615994,0.334771,0.713077,254748,174577,451000
gamma,0.01,6.80077,168.14,0.0209528,0.150737,0.988352,-59741.4,56283,451000
gamma,0.01,8.47726,126.547,-0.371746,0.720792,0.585033,-304804,459182,451000
gamma,0.01,29.2573,133.794,-0.610382,0.23829,0.755415,-369213,117090,451000
gamma,0.01,18.1061,140.203,-0.10546,0.656594,0.746835,-120355,327480,451000
gamma,0.01,26.6735,142.143,-0.0186151,0.640683,0.76758,-76704.5,310876,451000
gamma,0.01,4.11665,147.366,0.681212,0.262871,0.683264,304439,142949,451000
gamma,0.01,29.053,122.516,-0.489637,0.695724,0.52557,-415350,493404,451000
gamma,0.01,54.8997,176.214,0.174227,0.0704208,0.982184,75669.6,52205.5,451000
gamma,0.01,51.2667,173.734,0.12191,0.0742195,0.989762,158583,193155,451000
gamma,0.01,10.2454,164.236,-0.0626795,-0.140327,0.988119,-58756.2,-37061.2,451000
gamma,0.01,5.7686,152.347,0.446329,-0.418759,0.790842,138382,-191953,451000
gamma,0.01,3.7349,135.449,-0.247528,0.651079,0.717514,-190118,327129,451000
gamma,0.01,39.8285,123.626,-0.638758,0.542857,0.545247,-601761,462700,451000
e-,1,101.198,126.304,-0.673857,-0.116124,0.729679,155.671,7.14416,451000
e-,1,5.88357,117.391,0.0489175,-0.885716,0.461642,420.579,74.7509,451000
gamma,0.01,10.8787,131.239,0.203918,-0.805955,0.555747,69035.1,-538712,451000
gamma,0.01,20.3934,131.44,0.163303,-0.805926,0.569047,39372.5,-526117,451000
gamma,0.01,5.93796,119.646,-0.477418,0.775176,0.413732,-495219,694467,451000
gamma,0.01,58.2862,122.17,-0.810543,-0.086047,0.579324,-586592,-55813.7,451000
gamma,0.01,32.8479,143.408,-0.3203,0.435963,0.841038,-208642,191714,451000
gamma,0.01,20.683,115.461,-0.582872,-0.719628,0.377353,-623174,-679953,451000
gamma,0.01,14.7427,128.117,-0.553422,-0.524086,0.647347,-408345,-311727,451000
gamma,0.01,53.707,129.014,0.444548,-0.778862,0.442437,305648,-654081,451000
gamma,0.01,34.0587,159.753,0.182618,-0.376352,0.908301,7336.34,-154476,451000
gamma,0.01,10.4,147.646,0.700808,-0.206003,0.682958,313578,-112640,451000
e-,1,69.0954,154.673,-0.248804,0.0324484,0.96801,319.831,-42.8942,451000
e-,1,63.094,156.549,0.022278,0.369892,0.928808,252.483,-18.5995,451000
e-,1,32.405,163.901,0.373082,0.19924,0.906153,394.495,315.386,451000
e-,1,81.3037,140.427,0.029719,-0.623858,0.780973,206.36,119.455,451000
e-,1,69.973,132.785,-0.414413,-0.481182,0.77248,131.139,-129.977,451000
e-,1,84.7894,168.374,0.354481,-0.100584,0.929637,222.667,106.798,451000
e-,1,77.4923,138.462,0.782216,0.0916813,0.616225,229.738,-48.4049,451000
e-,1,85.7353,162.907,0.425685,-0.148377,0.892623,243.197,86.4709,451000
e-,1,116.681,139.163,0.0946986,0.654418,0.75018,111.327,-3.02841,451000
e-,1,29.1949,101.786,-0.541094,-0.78015,0.313979,72.0599,-41.4576,451000
gamma,0.01,17.3435,125.067,-0.542218,0.60032,0.587891,-414494,382930,451000
gamma,0.01,34.6055,147.143,0.210372,-0.575524,0.790263,24968.7,-253312,451000
gamma,0.01,8.29367,125.803,-0.503562,-0.621839,0.599785,-383403,-390362,451000
gamma,0.01,32.9929,119.331,-0.751935,-0.435147,0.495218,-667367,-347466,451000
gamma,0.01,34.0007,115.016,-0.801459,0.453937,0.389365,-841388,437302,451000
gamma,0.01,15.4688,120.342,-0.72977,0.38482,0.56511,-553175,255103,451000
gamma,0.01,4.13298,166.638,-0.0417005,-0.103508,0.993754,-83689.3,-39918.9,451000
e-,1,149.51,112.94,-0.585007,0.635439,0.503967,48.9577,-52.5399,451000
gamma,0.01,37.0716,126.803,-0.0449053,-0.85292,0.520107,-88246.4,-653998,451000
gamma,0.01,23.3125,164.937,0.0794393,-0.257296,0.963062,-54934.8,-96448.6,451000
gamma,0.01,15.0872,133.963,0.937415,-0.0174486,0.347777,949419,-19616,451000
gamma,0.01,17.1659,163.737,0.0121122,-0.248972,0.968435,-58043.7,-118800,451000
e-,1,63.257,102.173,-0.70068,-0.621229,0.350887,339.407,-125.488,451000
e-,1,126.211,119.231,-0.363214,-0.739332,0.566978,172.909,4.36488,451000
gamma,0.01,48.8476,159.38,0.560716,-0.00553213,0.82799,199329,-48554.6,451000
gamma,0.01,18.4518,124.315,0.196541,0.900967,0.38682,240803,873499,451000
gamma,0.01,45.6754,130.441,0.500512,-0.736839,0.454484,345689,-609775,451000
gamma,0.01,30.2329,157.383,0.493094,0.268273,0.827579,155773,121197,451000
gamma,0.01,16.1776,138.932,0.860897,0.0324438,0.507744,568974,23404.1,451000
gamma,0.01,31.1555,130.516,0.914499,-0.0100029,0.404465,813894,-53970.6,451000
gamma,0.01,12.7463,151.732,0.530886,-0.341132,0.775751,189035,-165833,451000
gamma,0.01,40.2465,124.829,-0.643859,0.491848,0.586116,-587794,254285,451000
gamma,0.01,24.1347,132.576,-0.674507,-0.0288281,0.737705,-454167,-63036.2,451000
gamma,0.01,37.1748,165.065,0.349816,0.224221,0.90959,76401.9,92017.5,451000
gamma,0.01,40.6087,135.38,0.920422,0.141946,0.364245,986340,130753,451000
gamma,0.01,19.5089,123.581,-0.228231,0.838356,0.495045,-251162,617900,451000
e-,1,123.952,141.846,0.143066,0.620048,0.771409,239.22,-25.9638,451000
gamma,0.01,13.6807,132.566,-0.543212,0.43752,0.716587,-355634,230542,451000
gamma,0.01,20.8675,134.3,0.28945,-0.755685,0.587503,118129,-487954,451000
e-,1,106.399,141.991,-0.342196,0.365867,0.865473,136.172,-63.3993,451000
gamma,0.01,12.9685,152.342,0.412202,-0.432671,0.801801,120497,-196095,451000
gamma,0.01,5.06257,116.987,-0.606442,-0.671161,0.426345,-580731,-570731,451000
gamma,0.01,2.28141,173.704,0.0809264,0.0515612,0.995386,-36221,18064.4,451000
gamma,0.01,6.89998,120.957,-0.280061,-0.843818,0.457752,-287205,-668201,451000
gamma,0.01,7.83081,112.035,-0.771776,0.520421,0.365408,-830466,515028,451000
gamma,0.01,22.7144,134.146,0.118399,-0.776487,0.61891,3611.17,-454995,451000
gamma,0.01,6.2574,135.623,-0.299367,0.622933,0.722727,-215653,311415,451000
gamma,0.01,6.09627,126.76,0.120967,-0.880282,0.458772,29817.9,-695498,451000
gamma,0.01,4.24512,128.828,-0.307482,-0.729263,0.611253,-247814,-432710,451000
gamma,0.01,13.0127,148.12,0.568819,-0.394391,0.721734,219726,-198566,451000
gamma,0.01,21.0211,171.772,0.156691,-0.147361,0.976592,-7561.97,-55332.4,451000
gamma,0.01,12.1947,157.127,0.351508,-0.374591,0.857977,6141.2,-198866,451000
gamma,0.01,9.14134,133.847,0.247703,-0.780116,0.574511,90463.7,-492391,451000
gamma,0.01,79.4354,140.675,-0.166506,-0.600888,0.781799,-142782,-279008,451000
gamma,0.01,14.9545,163.853,-0.0260922,0.216748,0.975879,-75342.7,79733,451000
gamma,0.01,46.7423,118.523,-0.816894,-0.280788,0.503827,-652775,-202499,451000
gamma,0.01,9.56652,126.221,0.467882,-0.806177,0.362167,402145,-806739,451000
gamma,0.01,20.0167,134.337,-0.20876,-0.696815,0.686199,-175824,-368403,451000
gamma,0.01,13.0302,136.471,0.0763325,-0.749756,0.657297,-23609,-413737,451000
gamma,0.01,3.3126,136.234,-0.504768,-0.372317,0.778838,-300345,-173795,451000
gamma,0.01,14.8107,120.478,-0.687019,-0.500197,0.527075,-537652,-344335,451000
gamma,0.01,15.5329,142.486,-0.356295,-0.418305,0.835509,-220079,-181985,451000
gamma,0.01,3.88788,143.191,0.689668,-0.358646,0.629071,331328,-207137,451000
gamma,0.01,6.51571,126.573,-0.0344109,-0.870841,0.490358,-91071.9,-643771,451000
e-,1,109.782,139.799,-0.301593,0.463591,0.833141,152.403,-10.9189,451000
gamma,0.01,30.6013,161.462,-0.0514782,0.260133,0.964199,-137377,73532.9,451000
gamma,0.01,65.9804,116.763,-0.821767,0.254539,0.509813,-669797,185818,451000
gamma,0.01,13.6944,132.123,0.807275,-0.477012,0.347517,800640,-513702,451000
gamma,0.01,20.0815,121.459,-0.422457,0.786382,0.450703,-417715,651256,451000
gamma,0.01,48.5784,140.229,0.769036,0.32746,0.548957,496270,244869,451000
e-,1,66.4959,174.078,0.133309,-0.0844597,0.987469,146.945,-13.6142,451000
e-,1,114.961,111.87,0.960641,0.198374,0.194466,132.74,54.4784,451000
e-,1,68.1993,146.718,0.25132,0.542663,0.801471,148.628,-43.8234,451000
e-,1,32.6896,116.833,-0.74241,-0.298318,0.599862,262.892,-122.492,451000
e-,1,50.0305,151.016,-0.309899,-0.0317543,0.950239,152.055,-80.8067,451000
e-,1,68.2092,135.883,-0.410112,0.423513,0.807741,224.589,-46.868,451000
e-,1,5.06095,134.009,-0.23067,0.619993,0.749934,268.681,-126.175,451000
e-,1,108.368,142.935,0.264332,-0.588415,0.764131,125.237,60.685,451000
e-,1,113.964,104.28,-0.876254,-0.2406,0.417482,40.1886,-58.8422,451000
e-,1,111.224,99.8087,-0.132347,0.971694,0.195693,41.6838,-42.6953,451000
e-,1,111.067,148.415,-0.0217426,0.492286,0.870162,255.132,21.4545,451000
e-,1,119.491,156.534,-0.0769024,-0.303746,0.949644,267.227,-33.4039,451000
gamma,0.01,4.60405,124.312,-0.740475,0.194816,0.643229,-501198,113148,451000
gamma,0.01,14.7515,149.119,-0.378128,0.118872,0.91809,-223034,47909.6,451000
gamma,0.01,14.1197,158.048,-0.175782,0.199119,0.964081,-136674,76902.9,451000
gamma,0.01,3.65015,159.784,-0.120738,0.223342,0.967233,-115039,86072.2,451000
gamma,0.01,7.72321,134.86,-0.617998,-0.138296,0.77392,-368515,-68038.2,451000
gamma,0.01,14.2007,170.352,0.246163,0.17283,0.953695,29040.4,67377.9,451000
e-,1,91.1971,112.329,-0.00622574,0.92272,0.38542,165.509,-6.87779,451000
e-,1,43.7936,161.028,0.399686,-0.228467,0.887724,401.823,22.1106,451000
gamma,0.01,14.3154,136.474,0.888042,0.0954293,0.449749,669323,78532.9,451000
gamma,0.01,7.89643,126.772,-0.233591,-0.789172,0.568017,-221265,-519304,451000
gamma,0.01,29.1547,149.65,0.704483,-0.0799467,0.705203,305158,-42992.3,451000
gamma,0.01,33.5745,135.627,-0.447503,0.459594,0.767147,-285506,222964,451000
gamma,0.01,21.3542,143.283,0.177639,-0.640306,0.747297,20982.2,-320521,451000
e-,1,68.5285,172.292,0.255613,-0.109629,0.960543,7.68515,26.9079,451000
e-,1,123.871,97.093,-0.926729,-0.220575,0.304172,439.485,1.41311,451000
e-,1,42.1645,151.413,-0.240899,-0.2377,0.940992,239.16,-80.0512,451000
gamma,0.01,27.8285,130.025,0.484721,-0.749792,0.450397,335871,-625658,451000
gamma,0.01,11.2754,133.329,0.9207,-0.204066,0.33267,970791,-231012,451000
gamma,0.01,5.01914,142.466,-0.30734,-0.468426,0.828323,-207400,-213029,451000
gamma,0.01,38.3942,148.7,0.438057,-0.507013,0.742323,129537,-411615,451000
gamma,0.01,6.44335,131.248,0.803363,0.491763,0.335824,829876,548944,451000
gamma,0.01,17.7148,172.137,0.329141,-0.049491,0.942983,75891.6,-28310.8,451000
e-,1,61.8666,117.015,-0.443739,0.710958,0.545559,-155.782,-93.5766,451000
e-,1,69.4266,117.781,-0.582093,0.569283,0.58059,318.443,-22.2494,451000
gamma,0.01,6.03574,125.049,-0.762707,0.153815,0.628187,-520385,90576.6,451000
gamma,0.01,17.6087,128.313,-0.726539,0.133932,0.673946,-506371,101131,451000
gamma,0.01,24.6097,127.352,-0.291225,0.745176,0.599917,-233187,383459,451000
e-,1,33.3811,126.698,-0.664685,0.130522,0.735635,265.298,-44.6121,451000
e-,1,20.7631,170.475,0.342773,-0.040065,0.938563,122.696,-14.3468,451000
e-,1,76.5767,104.453,-0.643636,-0.664615,0.3795,216.37,-56.026,451000
e-,1,114.717,158.387,0.080328,-0.353166,0.932106,129.504,9.256,451000
e-,1,37.0907,168.808,0.245756,0.187924,0.950941,495.932,12.159,451000
e-,1,41.763,149.1,-0.319526,0.156599,0.934548,121.017,45.6304,451000
e-,1,22.6844,162.182,0.451828,0.135864,0.881699,318.666,-102.997,451000
e-,1,106.648,151.869,0.129363,0.472502,0.871784,48.5002,57.9111,451000
e-,1,81.0344,154.385,-0.257381,0.0291407,0.965871,441.544,-42.7898,451000
gamma,0.01,21.1664,125.74,0.334386,0.859354,0.386906,254005,824681,451000
gamma,0.01,24.3474,122.901,0.103682,0.916852,0.385529,32780.9,883051,451000
gamma,0.01,17.7294,120.262,-0.767667,-0.358408,0.531255,-604127,-251386,451000
gamma,0.01,38.4786,132.56,0.826271,-0.42022,0.375088,751440,-417003,451000
gamma,0.01,69.1563,119.203,-0.458822,0.771486,0.440785,-453966,649715,451000
gamma,0.01,17.9733,125.816,-0.414288,0.70169,0.579652,-332749,449154,451000
gamma,0.01,15.1363,132.738,-0.63731,0.20233,0.743571,-385656,100429,451000
gamma,0.01,12.9599,142.786,-0.245383,0.51815,0.819334,-178449,234318,451000
gamma,0.01,4.36704,138.691,0.057374,0.707485,0.704396,-36888.8,372548,451000
gamma,0.01,7.19753,141.217,-0.280394,0.522605,0.805148,-196568,240515,451000
gamma,0.01,19.4976,129.701,-0.499494,0.551979,0.667701,-345146,306514,451000
gamma,0.01,19.5097,118.917,-0.450761,0.803928,0.387963,-498910,769343,451000
e-,1,92.919,165.297,-0.0597928,-0.0580689,0.99652,57.2437,-19.1424,451000
e-,1,71.9047,152.823,0.120711,-0.45174,0.883946,-1.41538,-123.932,451000
e-,1,121.334,103.01,-0.210657,-0.938862,0.272325,73.2811,-64.2009,451000
e-,1,35.5078,150.426,0.0928401,0.490692,0.866373,213.892,-3.10648,451000
e-,1,99.9569,120.379,-0.121944,0.835761,0.535381,21.7763,-75.1405,451000
e-,1,33.4144,169.464,0.314894,-0.118142,0.941745,69.2816,98.7767,451000
e-,1,72.8726,122.759,0.579948,0.687026,0.437785,68.9671,16.3505,451000
e-,1,107.595,162.185,-0.0535777,-0.190461,0.980232,209.273,-3.29152,451000
e-,1,58.924,134.644,-0.561709,-0.0797511,0.823482,205.147,67.5983,451000
e-,1,89.0376,148.474,0.638442,-0.174109,0.749719,-7.87543,102.729,451000
e-,1,44.6045,131.882,0.58005,-0.581726,0.570208,-93.2451,135.457,451000
gamma,0.01,48.7949,129.512,0.876366,-0.29405,0.381467,766536,-279977,451000
gamma,0.01,51.3157,141.585,0.746836,-0.253684,0.61472,374329,-150203,451000
gamma,0.01,24.2192,127.671,0.296595,0.851793,0.431833,182982,714038,451000
gamma,0.01,10.3361,128.626,-0.523658,-0.539694,0.659175,-353726,-297333,451000
gamma,0.01,35.5194,147.343,0.707574,-0.19613,0.678875,311773,-105354,451000
gamma,0.01,17.2523,133.938,0.922605,0.0867711,0.37586,823527,82975.4,451000
gamma,0.01,2.08918,137.443,0.844131,-0.0256635,0.535523,505261,-18037.5,451000
gamma,0.01,8.38022,135.302,0.887965,0.172556,0.426314,688826,145987,451000
gamma,0.01,13.7718,147.943,0.432471,0.503673,0.747852,143652,243357,451000
gamma,0.01,46.5423,150.725,0.652339,-0.170018,0.738612,254133,-84078.1,451000
gamma,0.01,58.2621,144.093,0.78521,0.0640939,0.615903,396058,37033,451000
gamma,0.01,20.5108,164.222,0.383296,0.214114,0.898465,88695.8,85675.2,451000
gamma,0.01,8.05796,136.898,-0.496842,0.370348,0.78485,-295255,170303,451000
gamma,0.01,3.20346,136.661,0.887584,0.0300667,0.459664,633769,23027,451000
gamma,0.01,24.3753,126.882,-0.025409,0.872547,0.487868,-84752.3,647361,451000
gamma,0.01,17.5467,134.595,0.0242651,-0.754981,0.655297,-52464.2,-418129,451000
gamma,0.01,31.1131,143.499,-0.418742,0.268562,0.867485,-244784,113512,451000
gamma,0.01,59.7204,136.649,0.884502,0.176677,0.43179,770704,153829,451000
gamma,0.01,19.1833,129.279,0.906094,-0.216838,0.363285,853014,-220771,451000
gamma,0.01,28.0464,135.392,0.908159,-0.0144296,0.418377,733716,-13375,451000
gamma,0.01,74.8451,133.749,0.912084,-0.181342,0.36772,847927,-182519,451000
gamma,0.01,53.0343,140.422,-0.507109,0.21522,0.834578,-290849,94443,451000
gamma,0.01,39.8288,156.565,0.367275,-0.378778,0.849492,92665.5,-165088,451000
gamma,0.01,73.9745,144.397,0.712868,-0.320673,0.623689,435639,-211523,451000
gamma,0.01,28.5753,139.423,-0.226409,0.604008,0.764142,-177411,293184,451000
gamma,0.01,5.12304,134.15,-0.601037,0.248086,0.759742,-361334,120752,451000
gamma,0.01,33.6792,138.934,0.330152,-0.681438,0.653179,127714,-389573,451000
gamma,0.01,18.0439,118.473,-0.82448,0.270999,0.496781,-684170,202143,451000
e-,1,79.4329,163.274,0.455376,0.0751492,0.887122,259.536,61.0139,451000
e-,1,88.9128,145.377,0.688068,-0.162776,0.707154,218.773,3.68451,451000
gamma,0.01,46.4409,133.648,-0.401018,-0.564782,0.721253,-257257,-298312,451000
gamma,0.01,9.28927,162.766,-0.00388962,-0.257165,0.96636,-66872.7,-96676,451000
gamma,0.01,7.56035,113.377,-0.860906,-0.359061,0.360438,-927174,-360077,451000
gamma,0.01,51.0559,138.11,0.396031,-0.701669,0.5923,310759,-588801,451000
e-,1,33.22,118.289,-0.709047,0.340328,0.617599,203.344,-23.4471,451000
e-,1,17.6218,156.047,0.0967964,-0.396079,0.9131,184.878,-71.5944,451000
gamma,0.01,4.07333,136.696,0.585218,-0.592941,0.553119,327378,-400781,451000
gamma,0.01,7.85453,161.441,0.519729,-0.0454483,0.853121,159893,-20627.8,451000
gamma,0.01,11.404,138.375,0.420269,0.663,0.619519,185705,398609,451000
gamma,0.01,7.81303,125.248,0.353193,-0.857925,0.373121,285793,-858778,451000
gamma,0.01,14.0482,126.127,0.141009,0.8784,0.45665,48050.3,724233,451000
gamma,0.01,5.5194,133.995,0.600118,-0.626483,0.497371,386402,-475413,451000
gamma,0.01,14.9488,144.738,-0.441122,0.179848,0.879242,-254480,75528.6,451000
