Particle Name,Weight,Energy (keV),Pitch Angle (deg),Unit Momentum x,Unit Momentum y,Unit Momentum z,Position x (m),Position y (m),Position z (m)
e-,1,22.8743,112.515,0.599624,0.752366,0.272759,201.05,-56.3154,451000
e-,1,3.65173,129.511,0.819076,-0.295739,0.491582,9.35267,49.5507,451000
e-,1,10.172,142.233,0.742424,-0.0977826,0.662756,435.231,30.6767,451000
e-,1,5.47447,163.744,-0.00943447,-0.200912,0.979564,367.444,1.89296,451000
e-,1,6.857,137.302,-0.526592,0.0729547,0.846982,149.285,-76.8183,451000
e-,1,16.0342,154.429,-0.198105,0.216863,0.95589,223.041,-40.3564,451000
e-,1,27.3364,130.324,0.606013,0.58316,0.540993,278.829,21.4062,451000
e-,1,15.5111,123.697,-0.470282,0.59318,0.653432,183.994,-2.89587,451000
e-,1,9.72082,170.869,0.323169,0.0779757,0.943123,110.239,-28.1274,451000
e-,1,20.5892,139.456,0.00553848,0.637316,0.770583,152.961,45.7544,451000
e-,1,9.40431,157.018,0.481547,0.234882,0.84436,367.777,23.3125,451000
e-,1,11.2785,142.188,0.48231,0.511727,0.710994,213.543,50.1086,451000
e-,1,2.40521,141.03,-0.443484,0.188748,0.876182,207.462,22.6554,451000
e-,1,16.6762,142.899,0.170544,-0.600636,0.781122,227.686,90.0653,451000
e-,1,17.4846,159.006,-0.156726,0.128103,0.979299,82.4434,2.54837,451000
e-,1,10.9823,110.273,0.979591,-0.114453,0.165232,221.791,-46.1527,451000
e-,1,13.0524,153.003,-0.00201583,0.422294,0.906457,214.883,117.753,451000
e-,1,15.9593,145.658,0.127728,0.565752,0.814622,225.923,98.5742,451000
e-,1,21.8896,137.83,0.36915,0.631291,0.682056,148.485,22.7493,451000
e-,1,10.2733,158.223,0.148434,0.372629,0.916032,243.976,43.2259,451000
e-,1,11.8286,136.78,0.0819858,0.684567,0.724325,287.555,158.669,451000
e-,1,24.7096,172.383,0.316552,0.0115174,0.948505,214.957,53.4968,451000
e-,1,16.1274,155.461,-0.16389,-0.233806,0.958371,156.226,21.5884,451000
e-,1,11.7572,157.246,-0.193579,-0.0959436,0.976382,82.1958,-90.023,451000
e-,1,22.6245,139.482,-0.492096,-0.057625,0.868631,225.574,48.2526,451000
e-,1,18.4238,139.168,-0.367522,-0.394858,0.84203,92.7969,-79.4368,451000
e-,1,27.936,128.431,0.31956,-0.753498,0.574563,214.475,10.2982,451000
e-,1,7.41907,140.368,-0.235703,-0.504512,0.830609,215.315,-98.6845,451000
e-,1,19.8157,109.632,-0.78141,0.385246,0.490901,201.269,14.7688,451000
e-,1,19.8154,87.4023,-0.98419,0.105411,0.142336,160.646,18.6728,451000
e-,1,19.7874,93.3612,-0.950525,-0.193454,0.243058,149.352,14.7908,451000
e-,1,19.7842,87.7755,-0.781663,-0.613533,0.112162,168.832,14.577,451000
e-,1,5.3615,154.518,0.420396,-0.344203,0.839519,88.566,-106.573,451000
e-,1,20.6839,160.39,0.425086,0.223967,0.877006,109.221,-11.5339,451000
e-,1,8.85981,171.766,0.0506464,-0.0345077,0.99812,165.032,-35.9825,451000
e-,1,25.488,124.49,0.774122,-0.465111,0.429426,176.969,25.2418,451000
e-,1,4.65284,154.754,-0.0892505,0.337366,0.937133,90.6493,-48.3564,451000
e-,1,1.06706,130.102,-0.520893,-0.394646,0.756918,124.834,-59.2384,451000
e-,1,15.73,161.772,0.0275852,-0.271693,0.961989,266.013,38.9922,451000
e-,1,28.1251,103.438,0.878053,0.473869,0.0668637,145.258,19.718,451000
e-,1,13.4364,125.753,-0.527249,0.489321,0.694675,188.595,99.7698,451000
e-,1,21.8608,113.815,-0.438282,-0.748232,0.498054,153.659,-19.1028,451000
e-,1,5.14881,99.5385,-0.303037,-0.924934,0.22949,155.713,10.6845,451000
e-,1,5.14764,83.9957,-0.985582,-0.147483,0.0829304,21.415,6.99672,451000
e-,1,17.4009,164.172,0.218916,0.272708,0.93686,182.275,-20.5626,451000
e-,1,23.7136,121.369,0.876209,-0.317129,0.362888,148.447,66.702,451000
e-,1,28.0611,136.416,0.448987,-0.609715,0.65319,156.54,1.78036,451000
e-,1,25.1943,134.9,0.539781,-0.572842,0.616837,200.616,-2.02437,451000
e-,1,18.5987,137.381,0.129592,0.679093,0.722523,210.208,14.666,451000
e-,1,8.4845,154.886,0.434939,-0.323308,0.840417,230.146,-59.9591,451000
e-,1,13.9475,136.585,0.302958,0.668075,0.679626,256.487,-10.3147,451000
e-,1,20.8832,130.04,0.183625,0.764708,0.61766,132.402,-73.953,451000
e-,1,27.9069,120.262,0.933486,0.132855,0.333097,173.369,10.3974,451000
e-,1,28.1933,131.733,-0.531853,0.337283,0.77677,161.548,-16.2683,451000
e-,1,17.2762,134.667,0.55,0.571852,0.608674,234.969,-8.72591,451000
e-,1,14.4934,146.555,-0.276063,-0.327769,0.903524,257.097,78.8652,451000
e-,1,2.41005,159.237,-0.135641,-0.155004,0.978558,45.0402,125.21,451000
e-,1,15.1878,120.422,-0.75121,-0.0206813,0.659739,104.005,-84.3033,451000
e-,1,25.2454,115.315,-0.662044,0.497002,0.56097,182.832,-20.8831,451000
e-,1,24.6206,144.857,0.370586,0.533897,0.760014,184.934,31.0416,451000
e-,1,19.9292,164.466,-0.0680885,-0.0816539,0.994332,193.068,-8.50203,451000
e-,1,26.315,104.939,-0.751158,0.521224,0.405076,146.206,-3.07428,451000
e-,1,10.442,153.803,0.386717,0.384469,0.838232,156.05,-3.56011,451000
e-,1,25.0726,97.5946,-0.689287,-0.672811,0.268718,241.404,-1.8568,451000
e-,1,23.6989,118.807,-0.111511,0.85318,0.509558,203.51,19.2651,451000
e-,1,16.7905,153.568,0.259219,-0.433039,0.863298,177.715,-54.7755,451000
e-,1,27.1637,128.756,-0.196981,-0.708817,0.677331,171.834,8.43618,451000
e-,1,17.5376,143.559,-0.422541,0.103348,0.900432,159.194,-49.4703,451000
e-,1,5.47336,144.577,-0.174889,0.475874,0.86195,281.13,65.9338,451000
e-,1,12.8025,130.219,0.111514,0.765323,0.633913,231.112,-10.5228,451000
e-,1,15.6508,136.881,-0.508842,0.186937,0.840318,169.541,-35.6305,451000
e-,1,19.782,120.069,-0.725773,0.22887,0.648746,225.9,15.6081,451000
e-,1,15.2595,138.976,0.0732706,-0.650465,0.755994,109.333,57.5174,451000
e-,1,3.19969,169.634,0.0729038,-0.136086,0.988011,161.877,-8.63809,451000
e-,1,8.09053,135.831,-0.460634,0.345122,0.817745,275.538,82.3324,451000
e-,1,3.82405,112.877,-0.831108,0.0321971,0.555178,243.782,153.375,451000
e-,1,24.9153,103.942,-0.144135,-0.950382,0.27568,173.473,-29.1939,451000
e-,1,11.7312,124.191,-0.67173,-0.237067,0.701839,83.7281,-35.1196,451000
e-,1,16.086,170.07,0.220294,0.171527,0.960234,127.126,50.9735,451000
e-,1,25.3692,151.344,0.520784,-0.308657,0.795936,184.602,1.67572,451000
e-,1,11.2267,97.82,-0.933197,-0.167389,0.318,119.717,-99.1584,451000
e-,1,17.7471,140.51,0.0503782,0.630752,0.774347,119.042,-42.4643,451000
e-,1,21.134,138.773,-0.458474,0.249227,0.853046,183.095,24.7412,451000
e-,1,24.6326,132.054,-0.542472,0.302965,0.783541,165.552,-52.0317,451000
e-,1,26.0442,102.157,-0.0369937,0.975144,0.218462,162.468,15.6551,451000
e-,1,23.4004,94.8438,-0.729004,-0.645542,0.227657,192.07,36.1865,451000
e-,1,12.1874,154.545,0.0312606,0.409124,0.911943,169.416,-106.038,451000
e-,1,9.32124,142.453,-0.341518,0.346178,0.8738,299.551,52.2858,451000
e-,1,14.5753,137.556,-0.27615,0.52835,0.802862,286.338,63.4944,451000
e-,1,27.8041,119.391,-0.506013,0.62444,0.595001,237.881,1.26796,451000
e-,1,8.10553,113.71,0.506704,0.804471,0.309964,182.906,-59.6194,451000
e-,1,12.1952,137.785,0.219787,0.668919,0.710099,152.956,3.3025,451000
e-,1,14.8313,116.558,0.0896287,-0.893219,0.440598,127.892,-17.4946,451000
e-,1,19.3547,118.825,-0.764913,-0.0891598,0.637933,283.132,4.0878,451000
e-,1,20.0443,95.9522,-0.798994,-0.542032,0.260404,237.212,8.5609,451000
e-,1,3.49193,117.874,0.866108,0.393064,0.3088,177.911,-11.3683,451000
e-,1,23.5476,165.562,-0.0482272,0.0865799,0.995077,109.664,20.9535,451000
gamma,0.01,4.489,129.199,0.652887,-0.679777,0.33413,623979,-716840,451000
gamma,0.01,3.55236,122.444,0.129482,-0.911553,0.390263,52911.7,-822897,451000
gamma,0.01,2.88835,125.992,-0.0187666,0.862833,0.505141,-76963.5,600658,451000
gamma,0.01,2.0318,127.371,0.258586,-0.847665,0.463246,132619,-644804,451000
gamma,0.01,11.0417,140.63,0.181983,-0.676486,0.713617,25887.7,-334359,451000
gamma,0.01,8.98909,142.681,0.777918,-0.185692,0.600302,392303,-109539,451000
gamma,0.01,6.30002,127.733,-0.00581736,-0.838821,0.544377,-67647.1,-543083,451000
gamma,0.01,21.9352,118.774,-0.503236,-0.73259,0.458329,-450407,-563328,451000
gamma,0.01,6.17816,137.705,0.255357,-0.710569,0.655656,73219.5,-382159,451000
gamma,0.01,8.41885,143.016,0.44917,-0.571046,0.687134,166232,-293201,451000
gamma,0.01,3.75442,134.603,0.00894363,-0.750723,0.660557,-59118.9,-400728,451000
gamma,0.01,5.3964,140.397,0.835787,0.0193779,0.548712,472320,11786.6,451000
gamma,0.01,8.40169,123.103,-0.491343,0.677861,0.546887,-380162,435693,451000
gamma,0.01,2.5239,113.291,-0.776503,-0.524215,0.34963,-845719,-528459,451000
gamma,0.01,3.56405,140.33,0.74934,-0.285294,0.597576,377549,-168711,451000
gamma,0.01,9.22485,119.514,-0.340556,-0.829988,0.441748,-335276,-662065,451000
gamma,0.01,3.30209,136.46,0.652578,-0.535427,0.536153,364588,-352199,451000
gamma,0.01,5.99546,161.829,-0.083152,0.208452,0.974491,-93923.5,74656.9,451000
gamma,0.01,3.35236,119.782,-0.322443,-0.835842,0.444297,-319367,-662909,451000
e-,1,5.21821,123.666,0.77904,0.471094,0.413723,220.053,-93.4264,451000
e-,1,16.5236,112.898,-0.830119,0.0505097,0.555293,305.298,79.4989,451000
e-,1,22.2273,137.872,0.767905,0.20379,0.607282,243.156,14.0054,451000
e-,1,14.2317,142.515,0.467142,-0.513431,0.719838,217.14,-31.8125,451000
e-,1,9.19813,156.785,-0.16008,0.203448,0.965911,117.775,-41.8758,451000
e-,1,15.7535,94.4765,-0.194606,0.974231,0.114026,87.9166,-21.8131,451000
e-,1,15.7535,94.4758,-0.668658,-0.713378,0.209735,104.128,-26.3672,451000
e-,1,13.6308,145.537,0.556958,-0.389048,0.733785,195.565,-139.309,451000
e-,1,27.5782,129.19,0.871656,-0.11448,0.47656,135.978,6.73953,451000
e-,1,3.10596,157.478,-0.00681559,-0.33322,0.942824,102.632,-40.1885,451000
e-,1,26.9137,142.073,0.724344,0.186615,0.663702,188.273,44.0122,451000
e-,1,23.1008,155.123,0.541098,-0.184383,0.820497,185.666,118.649,451000
e-,1,11.1398,132.402,-0.595624,0.0645798,0.800663,127.341,68.1566,451000
e-,1,7.36325,92.1307,-0.657007,0.736325,0.161766,143.583,69.316,451000
e-,1,7.36325,92.1347,-0.937182,-0.271962,0.218462,150.178,67.4832,451000
e-,1,7.36177,88.628,-0.984613,-0.058538,0.16465,155.651,68.6432,451000
e-,1,7.36177,88.6285,-0.48448,0.872305,0.0660614,149.562,71.9149,451000
e-,1,7.34095,91.0763,-0.766442,0.620929,0.164358,148.956,69.7957,451000
e-,1,7.34095,91.0751,-0.97655,0.0617706,0.206238,152.608,68.4235,451000
e-,1,7.34095,91.0744,-0.849589,-0.494508,0.183467,156.241,69.2526,451000
e-,1,7.34095,91.0718,-0.0445081,-0.998545,0.0304432,159.533,74.5106,451000
e-,1,7.34005,88.3494,-0.596114,-0.798138,0.0873159,146.435,71.1634,451000
e-,1,7.34005,88.3473,-0.932021,0.330606,0.148448,139.062,68.9697,451000
e-,1,13.0279,163.548,0.366017,0.213711,0.905737,28.8507,15.9309,451000
e-,1,19.8385,126.811,-0.299044,0.683862,0.665511,203.604,53.6088,451000
e-,1,23.5739,171.884,0.126046,-0.124241,0.984214,256.133,19.1942,451000
gamma,0.01,2.75776,142.472,-0.50093,0.0636544,0.863144,-273480,25853.6,451000
gamma,0.01,4.71721,117.96,-0.587105,0.676564,0.444487,-539320,545819,451000
gamma,0.01,3.8295,130.166,0.119609,0.842287,0.525591,16564.6,574693,451000
gamma,0.01,2.42227,146.153,0.622144,0.381038,0.683921,261438,199390,451000
gamma,0.01,4.10946,128.016,-0.615169,-0.423901,0.664737,-397362,-229554,451000
gamma,0.01,5.90548,173.292,0.0828877,-0.0623283,0.994608,-35215.4,-23118.7,451000
gamma,0.01,5.70347,129.82,-0.495397,0.56269,0.661786,-333872,304621,451000
gamma,0.01,2.76964,136.731,0.515272,0.650241,0.558284,266207,417510,451000
gamma,0.01,3.45582,116.925,-0.781597,0.424478,0.457083,-679010,332769,451000
gamma,0.01,4.02375,145.641,-0.0152866,-0.588623,0.808263,-71923,-262065,451000
gamma,0.01,3.72618,136.146,-0.466168,0.437803,0.768776,-282822,203822,451000
gamma,0.01,5.49642,129.559,-0.592386,-0.419472,0.687838,-374314,-219554,451000
e-,1,15.3531,112.153,-0.599629,-0.62425,0.500757,158.375,44.0857,451000
e-,1,17.2951,132.852,-0.340916,-0.554049,0.759478,230.908,-14.1194,451000
e-,1,9.81563,132.225,-0.573015,-0.199873,0.794798,313.078,11.1867,451000
e-,1,22.6337,123.931,-0.709345,-0.0227452,0.704494,132.991,-8.86133,451000
e-,1,11.6236,167.206,-0.0229871,-0.068845,0.997363,204.605,-88.1578,451000
gamma,0.01,4.19596,113.314,-0.901098,-0.22507,0.37063,-934616,-218014,451000
gamma,0.01,2.20358,127.332,0.712031,0.612396,0.343486,676774,637066,451000
gamma,0.01,6.94712,121.832,-0.271951,-0.834826,0.478652,-268090,-624726,451000
gamma,0.01,4.73186,120.153,-0.297,0.849932,0.435209,-308970,697900,451000
gamma,0.01,4.19286,162.883,0.405135,0.224877,0.886169,98725.9,90019.6,451000
gamma,0.01,2.28573,160.185,-0.0182869,-0.302429,0.952996,-71694.4,-114295,451000
e-,1,26.1779,106.199,-0.886378,-0.0889081,0.454344,242.608,-7.91976,451000
e-,1,16.3884,115.884,-0.797967,0.0800792,0.597358,264.422,-8.3402,451000
e-,1,19.5659,129.09,-0.643,0.0297464,0.765288,160.102,74.3329,451000
e-,1,19.2507,140.764,0.699307,-0.285451,0.655353,211.488,91.2147,451000
e-,1,8.86549,142.824,-0.420548,-0.165281,0.892088,107.357,-4.61971,451000
e-,1,9.66091,147.585,0.20855,0.535999,0.818053,226.896,-28.363,451000
e-,1,18.2509,118.133,-0.0325728,0.874487,0.483954,148.011,-0.423313,451000
e-,1,26.3301,98.8737,-0.871245,0.371614,0.32068,194.249,-32.3587,451000
e-,1,26.3291,87.5249,-0.564609,-0.822661,0.0666777,230.198,-27.8661,451000
e-,1,26.324,90.3613,-0.470029,0.877622,0.0940891,204.253,-27.1079,451000
e-,1,26.324,90.3611,-0.721045,0.678013,0.142804,206.744,-30.241,451000
e-,1,26.324,90.3604,-0.861801,0.477782,0.170362,209.243,-31.9981,451000
e-,1,26.324,90.3614,-0.942425,0.277642,0.186414,211.742,-33.0044,451000
e-,1,26.324,90.3626,-0.977977,0.0774171,0.193825,214.241,-33.4482,451000
e-,1,26.324,90.3617,-0.973395,-0.12272,0.193499,216.739,-33.391,451000
e-,1,26.324,90.3608,-0.928447,-0.321874,0.185427,219.225,-32.8299,451000
e-,1,26.324,90.361,-0.837587,-0.519649,0.168563,221.694,-31.6959,451000
e-,1,26.324,90.3612,-0.684224,-0.715766,0.139706,224.141,-29.7818,451000
e-,1,26.324,90.3611,-0.411766,-0.907032,0.0879843,226.528,-26.3811,451000
e-,1,26.3113,92.6746,-0.168447,0.982697,0.0770256,197.514,-0.514439,451000
e-,1,26.3113,92.6741,-0.956705,-0.176379,0.231529,211.978,-10.3507,451000
e-,1,6.69095,140.188,0.451995,-0.556625,0.697043,146.101,-60.0085,451000
e-,1,14.4179,165.192,0.339638,0.201615,0.918693,212.314,30.1791,451000
e-,1,21.1962,137.995,0.294642,0.6524,0.698256,182.955,-13.0378,451000
e-,1,18.9603,146.064,-0.228323,-0.395335,0.889707,149.65,-71.4418,451000
e-,1,12.0076,171.601,0.103136,0.121804,0.987181,100.952,-2.35671,451000
e-,1,7.73876,137.195,-0.504541,-0.180252,0.844362,314.503,-9.36073,451000
e-,1,10.4542,95.712,-0.622542,0.751432,0.218612,169.699,15.8208,451000
e-,1,10.3104,97.0217,-0.266355,0.948248,0.172859,198.574,31.6938,451000
e-,1,22.0725,172.04,0.182144,0.141174,0.973084,195.741,-8.56211,451000
e-,1,3.82176,132.295,-0.000205994,0.730268,0.68316,131.322,105.899,451000
e-,1,22.747,125.304,-0.353916,-0.66444,0.658227,148.682,-27.6038,451000
e-,1,16.6193,122.865,-0.70934,-0.153492,0.687951,179.012,-26.8976,451000
e-,1,24.6489,132.01,-0.117312,0.702477,0.701972,139.632,-25.5129,451000
e-,1,23.6801,155.738,-0.0821393,-0.316698,0.944963,208.909,4.46066,451000
e-,1,14.4271,153.235,0.0590409,-0.434459,0.898754,107.292,-156.313,451000
e-,1,18.6196,112.554,-0.742277,-0.409358,0.53052,191.363,-1.67158,451000
e-,1,21.5302,126.091,-0.666724,0.163081,0.727244,185.432,-66.3979,451000
e-,1,17.074,116.869,-0.735508,0.313976,0.600373,167.947,-8.99029,451000
e-,1,5.64835,117.008,0.812965,-0.49428,0.307856,176.857,-28.1393,451000
e-,1,27.5545,136.328,-0.543263,0.0192119,0.839343,187.391,-11.8449,451000
e-,1,28.0611,116.618,-0.728717,0.338997,0.595023,164.611,6.97224,451000
e-,1,13.9049,173.516,0.245467,0.0988366,0.964353,325.428,3.69828,451000
e-,1,16.9446,124.495,0.893541,-0.192077,0.40582,176.59,51.0548,451000
e-,1,16.7917,127.565,-0.582724,-0.349746,0.73356,198.565,4.06894,451000
e-,1,9.94036,126.244,0.889627,-0.148741,0.431786,197.989,121.801,451000
e-,1,11.2692,159.038,0.35675,0.309224,0.881538,140.729,-74.671,451000
e-,1,5.1837,126.741,-0.646532,-0.217273,0.731292,158.985,67.8878,451000
e-,1,1.7309,140.273,-0.481799,0.0389029,0.875418,139.592,108.655,451000
gamma,1,0.39337,142.518,0.796144,0.124467,0.592168,410903,73616.5,451000
e-,1,9.24533,145.37,-0.402975,0.0137115,0.915108,198.561,-38.073,451000
e-,1,11.2285,170.04,0.200442,0.175035,0.963943,229.108,-36.1675,451000
e-,1,15.8486,140.815,0.63252,-0.390261,0.66904,176.083,82.5575,451000
e-,1,15.9696,130.648,-0.585636,0.237586,0.774973,307.372,-68.1085,451000
e-,1,11.712,128.927,0.864762,0.15811,0.476643,287.37,1.88254,451000
e-,1,8.04457,163.343,0.271934,0.273746,0.922559,122.967,127.255,451000
e-,1,15.5296,119.431,-0.371757,-0.72983,0.573711,157.002,-54.7986,451000
e-,1,2.16316,147.434,0.61056,-0.277363,0.741813,194.995,-1.0368,451000
e-,1,13.4716,148.263,-0.0897561,-0.45836,0.884223,173.736,28.938,451000
e-,1,16.3113,142.153,0.0636804,-0.605144,0.793565,162.951,59.4698,451000
e-,1,9.287,104.148,-0.87525,-0.244266,0.417458,167.128,1.53414,451000
e-,1,1.63722,136.165,0.762095,0.272047,0.587538,190.733,-8.3839,451000
e-,1,5.81731,147.885,-0.345345,-0.13271,0.929045,198.121,-149.684,451000
e-,1,21.7475,133.917,0.7928,-0.252061,0.554918,129.968,50.4631,451000
e-,1,8.78725,126.203,0.757152,0.468869,0.454844,225.48,64.5957,451000
e-,1,19.8468,148.513,0.555326,-0.329497,0.763573,261.395,-5.97193,451000
e-,1,24.1127,118.155,-0.501642,0.646451,0.574853,220.906,33.3867,451000
e-,1,17.0811,154.953,0.474038,0.291882,0.830718,220.309,17.762,451000
e-,1,14.8564,138.093,-0.296647,-0.495933,0.816119,244.117,-63.6129,451000
e-,1,19.8786,161.814,-0.0508899,-0.203773,0.977695,196.103,-3.00653,451000
e-,1,10.5668,163.356,0.249107,-0.274482,0.928765,276.297,-18.6404,451000
e-,1,6.49515,144.093,0.453737,-0.497807,0.739128,20.6727,-111.204,451000
e-,1,10.162,177.333,0.168479,0.0447959,0.984687,188.078,-20.6329,451000
e-,1,20.9062,106.324,-0.300494,-0.889165,0.345092,245.765,-37.729,451000
e-,1,20.221,99.6835,-0.810482,0.487117,0.325324,62.4729,-22.9305,451000
e-,1,5.57235,124.89,0.35768,-0.778318,0.516029,207.086,-73.336,451000
e-,1,26.8229,150.891,0.639396,-0.0519487,0.76712,237.823,-1.07338,451000
e-,1,25.3108,161.646,0.454231,-0.140659,0.87971,172.602,-10.9348,451000
e-,1,26.4185,136.872,0.755268,0.269394,0.597492,170.707,11.4746,451000
e-,1,24.8662,106.992,-0.716065,-0.54474,0.436474,189.734,-11.409,451000
e-,1,4.06597,157.928,-0.194427,0.00685985,0.980893,249.713,44.0461,451000
e-,1,10.5975,172.83,0.118762,-0.100912,0.987782,338.483,-0.381488,451000
e-,1,11.7558,165.027,-0.0717385,0.00140488,0.997422,228.951,-94.7136,451000
e-,1,24.3334,103.784,-0.896624,0.1567,0.414137,163.223,-4.94864,451000
e-,1,8.61393,146.677,-0.361843,-0.146596,0.920641,78.448,29.6165,451000
e-,1,9.41447,156.415,0.135913,0.400602,0.906116,250.796,100.64,451000
e-,1,11.596,147.043,0.378684,0.495664,0.781611,250.522,-44.7071,451000
e-,1,22.1523,99.3778,-0.665682,-0.685215,0.295549,113.138,34.6294,451000
e-,1,14.9728,101.446,-0.0351465,0.977916,0.206022,184.114,-12.0798,451000
e-,1,15.848,150.838,0.540601,0.303517,0.784619,111.041,-20.85,451000
e-,1,11.8519,166.588,0.135422,-0.224047,0.965124,144.749,-84.7939,451000
e-,1,9.70692,125.289,-0.224041,0.744355,0.62908,188.363,86.152,451000
e-,1,11.2893,153.309,-0.197624,0.254279,0.946724,296.697,-99.7324,451000
e-,1,21.1319,118.369,0.64901,0.671612,0.357383,276.483,56.8842,451000
e-,1,14.8514,126.503,-0.633135,-0.263317,0.727876,36.3179,-27.3367,451000
e-,1,18.2583,153.475,-0.266818,0.0567396,0.962075,162.439,-104.434,451000
e-,1,8.82167,141.603,0.731321,0.182329,0.657211,288.479,-52.6708,451000
e-,1,28.0074,119.096,0.406577,-0.811631,0.419465,219.267,1.09726,451000
e-,1,24.8551,119.9,0.518827,-0.750043,0.410188,240.814,10.0178,451000
e-,1,26.4929,141.134,-0.104764,0.575209,0.81127,166.786,20.0194,451000
e-,1,15.0385,138.523,0.396396,0.611151,0.685102,159.325,65.2182,451000
e-,1,27.3198,93.531,-0.954393,0.170169,0.24531,252.702,-3.24389,451000
e-,1,27.3183,88.405,-0.860047,-0.491184,0.13805,250.755,12.6193,451000
e-,1,27.3183,88.4009,-0.800033,0.587132,0.123384,237.037,13.3825,451000
e-,1,22.4875,114.813,-0.210998,0.85971,0.465166,258.304,62.1457,451000
e-,1,18.7936,97.5386,-0.923105,-0.225754,0.311309,229.033,65.4406,451000
e-,1,10.3962,145.949,0.682097,0.165272,0.71234,174.978,-28.8808,451000
e-,1,17.5527,139.209,-0.421345,-0.309065,0.852612,280.557,7.49054,451000
e-,1,19.0225,150.821,0.219825,-0.481852,0.848231,164.103,20.4444,451000
e-,1,24.1652,150.347,0.604623,0.210084,0.768307,211.65,19.4457,451000
e-,1,16.9075,121.284,-0.374766,0.706925,0.599839,149.676,76.0377,451000
e-,1,26.4409,165.812,0.129214,-0.236255,0.963061,152.499,-67.7344,451000
e-,1,3.02269,123.339,0.450059,-0.755928,0.475416,257.886,-107.669,451000
e-,1,23.596,143.567,0.724667,-0.108324,0.680532,164.29,23.5018,451000
e-,1,6.47061,147.764,-0.317629,-0.217955,0.922826,187.456,47.2645,451000
e-,1,10.7939,135.212,-0.292588,0.556814,0.7774,156.076,-103.158,451000
e-,1,24.7457,125.146,0.732988,-0.512736,0.447024,184.421,8.43613,451000
e-,1,13.3548,158.37,0.393683,0.29633,0.870174,225.769,-65.3084,451000
e-,1,16.5438,163.984,0.419485,-0.13346,0.897898,241.456,63.6004,451000
e-,1,27.2472,94.6213,-0.764965,-0.601193,0.231074,212.83,-16.718,451000
e-,1,22.6168,106.654,-0.679611,-0.60117,0.420386,204.038,-24.3736,451000
e-,1,20.1589,118.557,0.799739,0.500247,0.33192,176.233,-5.7108,451000
e-,1,13.9647,170.584,0.257633,0.14908,0.954673,208.278,3.73588,451000
e-,1,27.1467,127.707,-0.651691,-0.139936,0.745464,184.601,9.01774,451000
e-,1,7.98808,145.627,0.709796,0.0155921,0.704234,157.105,-50.1561,451000
e-,1,23.888,133.173,0.0926411,-0.726637,0.680747,168.816,-34.4989,451000
e-,1,16.6659,107.564,-0.45451,0.79977,0.39216,129.049,85.7084,451000
e-,1,2.01464,113.152,0.29301,0.893014,0.341573,254.433,69.986,451000
e-,1,15.341,98.623,-0.318726,-0.922806,0.216433,98.3895,55.0214,451000
gamma,0.01,6.59171,159.132,-0.163166,0.165973,0.972538,-120811,58332,451000
gamma,0.01,10.6264,116.354,-0.629173,-0.650606,0.425267,-573912,-529082,451000
gamma,0.01,8.00436,146.778,0.151983,-0.583195,0.797988,2932.09,-253069,451000
gamma,0.01,1.60168,141.673,-0.42442,-0.331125,0.842748,-236821,-136342,451000
gamma,0.01,10.4858,175.276,0.159581,0.0859395,0.983437,-6805.11,29567.2,451000
gamma,0.01,4.63874,143.17,0.753924,0.23285,0.614312,361076,130314,451000
gamma,0.01,1.20024,169.815,0.371419,-0.0361192,0.927763,75430.8,-14066.8,451000
gamma,0.01,5.13556,150.463,0.642611,-0.225051,0.732395,240226,-106762,451000
gamma,0.01,0.351946,165.663,0.444821,-0.0410852,0.894677,108885,-16481.5,451000
gamma,0.01,2.04725,116.853,-0.875308,-0.0361746,0.482212,-689878,-26532.2,451000
gamma,0.01,7.64445,131.914,0.8934,0.290794,0.342455,838301,292700,451000
gamma,0.01,0.811104,178.259,0.156759,-0.000360208,0.987637,-8030.51,-744.761,451000
e-,1,19.1121,110.529,-0.795415,-0.32653,0.510581,171.865,-4.48106,451000
e-,1,22.8359,126.624,-0.519623,0.481585,0.705739,209.656,-2.05384,451000
e-,1,14.8988,111.56,0.502773,-0.817791,0.280067,158.545,-38.3687,451000
e-,1,8.41512,141.834,-0.335778,0.375377,0.863913,173.56,-68.7076,451000
e-,1,21.3535,138.206,0.0613404,0.663701,0.745479,60.9665,16.2579,451000
e-,1,22.6598,126.996,-0.0299638,0.786999,0.616226,227.876,49.8633,451000
gamma,0.01,8.23446,136.547,0.842343,-0.254308,0.475169,571380,-192866,451000
gamma,0.01,3.26811,148.096,0.614359,-0.341966,0.711071,245087,-173376,451000
gamma,0.01,3.8995,125.53,-0.50058,0.629121,0.594665,-367398,379175,451000
gamma,0.01,3.08652,171.573,0.227365,0.154523,0.961472,19768.1,57011.6,451000
e-,1,13.4402,139.616,0.0334925,0.640354,0.767349,198.493,73.5802,451000
e-,1,10.952,119.514,-0.738526,-0.200153,0.643831,107.616,-27.0412,451000
e-,1,14.5495,128.788,0.315273,-0.751519,0.579502,251.072,-48.0715,451000
e-,1,21.6185,109.934,-0.835101,-0.211206,0.507935,145.142,-22.7589,451000
e-,1,26.3871,120.332,0.630678,-0.6679,0.395164,163.546,-3.86284,451000
e-,1,21.411,136.934,0.514333,0.566755,0.643623,177.592,-16.2158,451000
e-,1,12.4808,153.067,-0.273311,0.0599971,0.960053,253.427,-24.526,451000
