Particle Name,Weight,Energy (keV),Pitch Angle (deg),Unit Momentum x,Unit Momentum y,Unit Momentum z,Position x (m),Position y (m),Position z (m)
e-,1,22.1185,107.546,-0.323441,-0.870277,0.371489,199.08,-22.1703,451000
e-,1,8.78404,133.428,-0.489461,-0.358574,0.794892,193.516,0.751573,451000
e-,1,9.65183,162.755,0.43423,0.146831,0.888755,108.522,-49.9637,451000
e-,1,8.35637,147.346,0.630936,0.246672,0.735577,-1.88257,92.1745,451000
e-,1,7.3806,121.372,0.335192,-0.817627,0.468116,168.916,12.1849,451000
e-,1,4.55436,165.994,0.414341,0.0571925,0.908323,187.961,57.9586,451000
gamma,1,0.52309,172.684,0.300167,0.076837,0.950787,40664.3,24114.9,451000
e-,1,14.0501,131.219,0.344538,0.719664,0.602807,233.289,3.27247,451000
e-,1,12.9109,154.756,-0.237575,0.0992462,0.966286,239.095,-47.9601,451000
e-,1,3.96259,153.02,0.445668,0.35408,0.822196,260.89,40.4176,451000
e-,1,7.98169,140.83,0.179262,0.632875,0.753216,291.485,0.532264,451000
e-,1,20.6003,121.716,-0.708595,-0.221554,0.66993,130.41,21.9755,451000
e-,1,15.8022,157.204,0.167232,-0.384813,0.907718,275.29,-6.55655,451000
e-,1,20.1549,148.811,0.668954,0.0310313,0.742656,200.432,24.1281,451000
e-,1,24.6986,101.539,-0.518964,0.800062,0.300959,221.906,-35.1695,451000
e-,1,2.14376,148.673,-0.00424341,0.494448,0.869197,83.6843,-32.2846,451000
e-,1,26.7769,146.203,0.258517,0.548136,0.795434,248.526,58.6829,451000
e-,1,17.0992,133.063,-0.104614,0.69297,0.713336,189.554,74.39,451000
e-,1,18.1616,144.167,0.579347,0.394491,0.713256,182.111,33.7111,451000
e-,1,11.6286,126.558,-0.614728,0.314069,0.723513,127.368,-63.1629,451000
e-,1,9.47449,156.77,-0.177086,-0.165819,0.970126,217.429,7.08807,451000
e-,1,3.2733,159.906,0.468972,-0.169596,0.866777,233.561,-68.0637,451000
e-,1,28.0841,116.529,-0.701143,-0.400465,0.589937,150.124,-4.55297,451000
e-,1,24.8205,152.819,0.60149,0.0974893,0.79291,171.106,-24.0597,451000
e-,1,19.4933,135.524,0.816979,-0.086791,0.570099,165.925,30.2537,451000
e-,1,1.27257,132.199,-0.453833,-0.444547,0.772278,162.627,64.0643,451000
e-,1,16.9267,108.288,0.912106,0.384027,0.143474,141.956,-31.1077,451000
e-,1,13.8689,126.668,-0.424312,-0.585076,0.691119,254.539,-126.943,451000
e-,1,11.7471,120.985,-0.251794,0.782435,0.569558,186.763,0.152047,451000
e-,1,7.67661,126.318,-0.539211,0.460422,0.705169,238.566,77.4926,451000
e-,1,9.29668,155.915,0.00513346,-0.36838,0.929661,273.877,74.1711,451000
e-,1,28.1583,135.726,0.280949,0.683987,0.673223,206.632,10.3108,451000
e-,1,6.29655,149.907,0.653291,-0.044352,0.755807,180.491,56.7751,451000
gamma,0.01,2.09231,156.86,0.368167,0.376185,0.850257,89234.6,156443,451000
gamma,0.01,0.39335,141.51,-0.516916,-0.0467345,0.85476,-277474,-20625.8,451000
gamma,0.01,2.68828,142.493,-0.011058,-0.629345,0.777047,-69539.9,-288158,451000
gamma,0.01,5.57215,137.33,0.771796,0.374536,0.513862,468723,258128,451000
gamma,0.01,4.17746,136.871,0.361115,0.702346,0.613437,144499,405838,451000
gamma,0.01,1.89385,153.03,0.432222,-0.406667,0.804864,126158,-180001,451000
gamma,0.01,4.42848,168.873,0.365711,0.104632,0.924828,75896.9,39537.5,451000
e-,1,26.464,142.22,-0.0448358,-0.577677,0.815033,193.835,15.9328,451000
e-,1,21.2783,126.834,0.870028,0.216512,0.442915,246.099,-27.8391,451000
e-,1,17.8937,107.431,-0.536335,-0.737736,0.409988,183.873,-102.419,451000
e-,1,21.1555,137.344,-0.0508802,-0.647397,0.760453,125.06,11.7708,451000
e-,1,11.9952,139.689,-0.0142939,0.628843,0.777401,219.437,-0.365014,451000
e-,1,24.0874,166.12,0.0460193,-0.192435,0.98023,138.496,59.7265,451000
e-,1,8.73757,155.369,-0.124448,-0.285463,0.950275,160.94,-46.7473,451000
e-,1,18.2517,171.201,0.0359927,-0.00188926,0.99935,158.6,-55.426,451000
e-,1,10.981,115.797,-0.791152,0.143904,0.594449,126.025,28.6763,451000
e-,1,21.1278,129.722,0.403441,0.714588,0.571488,145.952,9.75782,451000
gamma,0.01,1.65061,139.324,-0.235947,0.588738,0.773121,-173001,269773,451000
gamma,0.01,3.73569,162.15,-0.0977971,0.177774,0.9792,-100063,63739.3,451000
gamma,0.01,2.30963,155.931,-0.113559,-0.326727,0.938272,-107578,-124465,451000
gamma,0.01,2.38074,167.512,-0.0253655,-0.094567,0.995195,-73636.4,-34515,451000
gamma,0.01,2.67261,165.515,-0.0681461,0.0959374,0.993052,-88960.3,33563.4,451000
gamma,0.01,2.694,142.81,0.43029,0.588061,0.684861,158621,304285,451000
gamma,0.01,2.1036,120.187,-0.543385,-0.675932,0.497843,-452336,-483095,451000
gamma,0.01,2.88083,159.136,-0.195937,0.0847551,0.976947,-135832,30062.9,451000
gamma,0.01,0.321432,152.425,0.486018,-0.379488,0.787258,154737,-172004,451000
gamma,0.01,3.36782,160.435,-0.17058,0.0868293,0.981511,-126323,30670.3,451000
gamma,0.01,3.38206,150.438,0.663517,-0.180383,0.72609,260059,-89013.6,451000
gamma,0.01,3.19868,141.564,0.774216,-0.156869,0.613173,383978,-91643.1,451000
gamma,0.01,2.43041,142.522,-0.501355,-0.0294108,0.864742,-270550,-12840,451000
gamma,0.01,3.14974,165.216,0.438979,-0.068277,0.895899,109489,-27831.6,451000
gamma,0.01,2.35138,142.388,-0.286932,-0.483687,0.826872,-187858,-208568,451000
gamma,0.01,1.39379,136.666,-0.2621,0.619802,0.739695,-190461,296917,451000
gamma,0.01,1.10286,140.563,0.170299,0.683073,0.710218,20603.1,340920,451000
gamma,0.01,3.71556,122.997,-0.603679,-0.558504,0.568897,-441557,-349523,451000
gamma,0.01,1.25891,156.997,-0.0596236,-0.344004,0.937073,-87185.6,-131173,451000
gamma,0.01,3.34686,153.109,-0.0792007,-0.413009,0.907277,-95593.7,-162476,451000
gamma,0.01,2.1269,134.985,-0.487053,-0.443219,0.752553,-294503,-209986,451000
gamma,0.01,2.87839,164.991,0.263183,0.267996,0.926775,36303,101972,451000
e-,1,16.5551,103.218,-0.774624,0.507187,0.377782,134.603,-23.517,451000
e-,1,5.80204,108.138,-0.800144,-0.370738,0.471511,156.333,2.68686,451000
e-,1,11.8062,128.653,-0.213403,-0.702503,0.678932,247.86,10.2786,451000
e-,1,12.837,165.089,0.397537,0.14118,0.90666,224.647,53.3216,451000
e-,1,12.9236,123.428,0.912803,0.124906,0.388831,166.704,38.3128,451000
e-,1,13.8508,146.233,0.190767,0.557018,0.808294,208.276,-55.7483,451000
e-,1,24.0233,141.47,0.189783,0.623585,0.758369,203.14,-12.4861,451000
e-,1,28.0697,120.605,0.356794,0.819955,0.447629,214.424,9.50109,451000
e-,1,18.1713,150.235,-0.0408256,-0.4482,0.893001,186.584,-30.9997,451000
e-,1,8.11637,172.243,0.240932,-0.120388,0.963046,241.843,86.3102,451000
e-,1,21.711,120.641,-0.657259,0.391649,0.643911,176.544,33.53,451000
e-,1,20.141,105.609,0.0425194,0.963839,0.26307,185.531,3.43957,451000
gamma,0.01,1.8663,114.484,-0.598023,-0.716715,0.358732,-641452,-693926,451000
gamma,0.01,2.01721,143.472,0.534837,-0.50969,0.673918,212387,-263097,451000
gamma,0.01,2.22343,173.463,0.217928,-0.115085,0.969156,15030.9,-41866.3,451000
gamma,0.01,11.1843,131.02,0.855461,0.399317,0.329746,837213,419543,451000
gamma,0.01,4.19667,122.218,-0.291627,-0.817778,0.496178,-266941,-572563,451000
gamma,0.01,4.07805,130.431,0.751239,0.546251,0.370472,640636,510972,451000
gamma,0.01,0.833883,138.25,0.841913,0.170703,0.511901,507699,115051,451000
gamma,0.01,4.84256,132.626,-0.570242,-0.361941,0.737444,-331316,-170968,451000
gamma,0.01,0.293287,144.394,0.490823,-0.520691,0.698551,180813,-259307,451000
e-,1,4.02777,153.774,-0.063063,-0.370824,0.926559,-30.1308,80.1954,451000
e-,1,14.6558,140.56,0.0591023,0.630949,0.77357,182.472,17.4805,451000
e-,1,18.7419,121.473,-0.384182,-0.697633,0.604741,310.683,5.59894,451000
e-,1,24.247,142.38,-0.447039,0.0658013,0.892091,200.6,-10.3768,451000
e-,1,19.9396,93.128,-0.884091,0.41014,0.223983,206.999,-24.259,451000
e-,1,19.9396,93.1239,-0.375676,-0.917565,0.130162,221.377,-18.7521,451000
e-,1,13.5407,118.27,-0.76486,0.140916,0.628596,269.806,-23.3585,451000
e-,1,13.3773,114.979,-0.20278,0.861353,0.465781,161.077,24.2998,451000
e-,1,22.1358,127.472,0.333876,0.763173,0.553258,142.36,7.62256,451000
e-,1,7.96442,119.608,-0.17022,0.828573,0.533378,185.505,-96.6478,451000
e-,1,9.96678,153.012,-0.266362,-0.0994787,0.958726,184.586,94.9165,451000
e-,1,20.1235,139.898,-0.0231353,0.623476,0.7815,191.737,24.3271,451000
e-,1,12.0189,144.995,0.587332,-0.365218,0.722258,115.49,-82.8677,451000
e-,1,27.1962,148.064,0.245399,0.52408,0.815549,199.276,-7.1854,451000
e-,1,11.8249,150.384,-0.0474717,-0.442367,0.895577,105.369,11.6614,451000
e-,1,18.2921,161.877,0.307873,0.284638,0.907852,142.213,35.9499,451000
e-,1,19.8453,135.802,0.72882,-0.345413,0.591195,145.41,-20.7614,451000
e-,1,6.50483,137.974,-0.336062,0.464152,0.819527,144.317,-21.6931,451000
e-,1,17.6591,147.944,-0.319769,0.210909,0.923723,223.668,14.2576,451000
e-,1,19.7277,139.065,0.411976,-0.592936,0.691884,228.466,-32.8486,451000
e-,1,14.498,139.496,0.508253,0.534591,0.675197,226.038,138.676,451000
e-,1,5.19609,116.509,0.469876,0.805064,0.362061,129.758,-7.62464,451000
e-,1,10.8367,122.803,-0.70507,0.178299,0.686357,121.352,-145.064,451000
e-,1,19.8183,109.098,-0.224125,-0.897957,0.378737,270.401,-20.0096,451000
e-,1,12.8076,141.056,0.66485,0.343296,0.663418,328.101,-40.3112,451000
e-,1,20.9486,160.063,0.506005,-0.0616909,0.860321,230.216,-16.0845,451000
e-,1,17.3481,110.081,-0.82459,0.250831,0.507085,223.924,-115.924,451000
e-,1,13.1509,146.409,-0.0727434,-0.498942,0.863577,234.665,49.2093,451000
e-,1,19.3453,156.142,0.308895,-0.377315,0.873051,146.37,19.4512,451000
e-,1,21.7615,127.282,-0.358286,-0.631856,0.687305,156.553,-44.2675,451000
e-,1,21.6224,135.183,0.123059,-0.702766,0.700697,170.971,17.4487,451000
e-,1,3.69566,151.983,0.48311,-0.339173,0.807197,239.572,-68.7198,451000
e-,1,17.6448,169.541,0.327081,0.110568,0.938506,245.332,43.1199,451000
e-,1,8.19128,110.551,-0.762658,-0.404278,0.504888,196.168,-72.1574,451000
e-,1,5.21085,118.348,-0.77198,0.0738509,0.631343,120.222,-37.0162,451000
e-,1,13.2237,149.896,-0.326514,-0.0536055,0.943671,192.774,-63.2965,451000
e-,1,6.77031,151.723,0.305355,-0.449563,0.839435,201.679,24.8666,451000
e-,1,27.0172,98.6047,0.478842,0.875983,0.0580037,121.123,0.818394,451000
e-,1,27.0172,98.6038,0.35783,-0.929786,0.0863456,143.964,-0.712973,451000
e-,1,7.92548,151.166,-0.268781,-0.190743,0.944126,248.51,-11.7882,451000
e-,1,8.25046,143.93,-0.422967,-0.0572716,0.904333,228.793,-49.0499,451000
e-,1,16.0826,143.435,-0.29092,0.392525,0.872519,203.053,-44.0724,451000
gamma,0.01,2.73259,121.723,-0.260712,-0.839692,0.476389,-256514,-620854,451000
gamma,0.01,2.12359,131.597,0.559465,-0.674098,0.482276,344255,-492462,451000
gamma,0.01,11.2086,167.57,0.0307661,0.17761,0.98362,-52936.4,62912,451000
gamma,0.01,23.3337,127.447,-0.0579356,-0.832824,0.550498,-100975,-532967,451000
gamma,0.01,4.91729,146.889,0.0317301,0.573247,0.818768,-50306.1,245736,451000
gamma,0.01,2.43327,130.944,0.792368,0.491641,0.361168,708044,478369,451000
gamma,0.01,2.00968,126.825,-0.745626,0.0267943,0.665826,-457994,13534.5,451000
gamma,0.01,12.0993,137,0.412878,-0.677919,0.608241,174914,-392814,451000
e-,1,13.8794,127.049,-0.0276997,0.786818,0.616563,225.337,-88.906,451000
e-,1,21.8491,155.143,0.392817,-0.352036,0.849568,149.128,-33.2237,451000
e-,1,18.6058,127.457,0.399809,0.740312,0.540454,150.135,12.7808,451000
e-,1,27.8527,108.337,-0.776073,-0.420048,0.470394,168.214,-4.76381,451000
e-,1,17.0421,136.654,0.808189,-0.045439,0.587168,191.547,16.2821,451000
e-,1,9.83862,138.992,0.784095,-0.055711,0.618135,159.621,36.8564,451000
e-,1,23.4369,146.494,-0.328139,0.237684,0.914238,284.536,-9.98949,451000
e-,1,11.5313,156.264,-0.215169,-0.0763058,0.973591,154.411,59.2975,451000
gamma,0.01,0.675369,132.009,-0.108606,-0.758073,0.643063,-122178,-411430,451000
gamma,0.01,2.82974,133.243,0.745766,-0.495679,0.445125,520580,-388681,451000
gamma,0.01,0.350993,155.323,-0.199261,0.250986,0.94726,-136629,91752.9,451000
gamma,0.01,4.19472,136.485,-0.373709,-0.528346,0.76236,-234158,-242120,451000
gamma,0.01,5.33836,118.468,-0.848732,-0.120377,0.51494,-637739,-82059.2,451000
gamma,0.01,1.4174,134.349,-0.382117,-0.564322,0.731797,-245298,-269341,451000
gamma,0.01,5.87438,121.176,-0.0123555,-0.915472,0.402192,-74024.3,-793871,451000
gamma,0.01,2.03719,133.505,0.466558,-0.703257,0.536426,239800,-457488,451000
gamma,0.01,1.98318,148.219,0.721678,-0.0792405,0.687679,302423,-40747,451000
gamma,0.01,0.358118,132.356,0.935424,0.144097,0.322829,946521,154972,451000
gamma,0.01,2.59491,132.006,0.382892,-0.755748,0.531261,187862,-496364,451000
gamma,0.01,1.5083,150.391,0.0482952,-0.512574,0.857284,-43684.6,-208965,451000
gamma,0.01,4.15772,129.717,0.712784,-0.617564,0.332495,683799,-647899,451000
e-,1,26.2834,132.813,-0.279469,0.607078,0.743877,144.609,-9.58341,451000
e-,1,22.4737,134.845,0.699598,0.413527,0.582716,165.444,26.3436,451000
gamma,0.01,2.53977,134.273,0.374993,-0.729245,0.572348,167253,-450505,451000
gamma,0.01,5.19917,126.347,0.415685,-0.81894,0.395657,306892,-731486,451000
gamma,0.01,1.81518,133.747,-0.544472,0.381422,0.747039,-321483,179723,451000
gamma,0.01,2.23535,122.65,-0.800913,0.071255,0.594526,-539823,41747,451000
gamma,0.01,2.45246,114.106,-0.912763,-0.0437946,0.406135,-857741,-38654.5,451000
gamma,0.01,5.78021,155.662,0.612488,0.0522072,0.788754,210102,22797.4,451000
gamma,0.01,4.33216,135.711,0.1212,-0.760368,0.638084,2964.38,-421377,451000
gamma,0.01,1.90058,132.483,0.883827,-0.300829,0.358264,807045,-297091,451000
gamma,0.01,5.51635,144.291,-0.443187,-0.0344503,0.895767,-238822,-14156.8,451000
gamma,0.01,4.64133,117.101,-0.601121,-0.670662,0.434587,-552555,-545527,451000
gamma,0.01,10.1916,129.7,-0.623092,-0.355302,0.696791,-379887,-180640,451000
gamma,0.01,4.91152,132.701,0.0221289,-0.794832,0.606425,-51223.8,-463414,451000
e-,1,11.9515,131.721,0.611016,0.560328,0.559189,30.9301,-1.06767,451000
e-,1,6.25024,112.774,-0.788121,0.287008,0.54451,156.504,20.7963,451000
e-,1,14.6155,172.304,0.0687248,-0.0563191,0.996045,351.153,-47.0524,451000
e-,1,27.5928,109.117,-0.113801,0.928814,0.352638,132.108,54.4574,451000
e-,1,11.4982,108.062,0.519152,0.82752,0.213756,157.898,112.88,451000
e-,1,13.2953,118.861,0.516123,0.761217,0.392638,113.919,36.2945,451000
e-,1,16.7242,111.063,0.597252,-0.760922,0.25355,219.077,29.6388,451000
e-,1,10.9618,112.326,0.0644432,0.926068,0.371812,225.73,-78.5027,451000
e-,1,9.03086,164.761,-0.074604,-0.027849,0.996824,228.713,138.519,451000
e-,1,21.6345,107.75,0.278225,0.926203,0.25444,204.479,55.1685,451000
e-,1,13.9583,116.32,-0.172107,-0.856306,0.486949,188.773,3.18915,451000
e-,1,17.0664,104.849,-0.265863,0.913034,0.309331,164.38,25.0058,451000
e-,1,22.5801,109.989,-0.838569,0.195868,0.508367,197.382,-4.83929,451000
e-,1,9.8265,124.399,0.236499,0.81593,0.527566,165.674,-33.3965,451000
e-,1,21.566,157.674,-0.152605,0.185894,0.970647,175.06,14.4956,451000
e-,1,17.9435,158.554,-0.0936196,0.244977,0.964998,292.056,32.8461,451000
e-,1,14.361,152.051,0.149502,0.470837,0.86946,271.481,-69.9697,451000
e-,1,20.7731,136.479,0.228035,-0.680314,0.696543,149.074,-32.4725,451000
e-,1,19.5155,149.706,0.279849,0.492476,0.824106,171.436,82.6644,451000
e-,1,14.8235,136.63,0.0792345,-0.68212,0.726934,117.117,-9.42446,451000
e-,1,17.0169,157.962,-0.129871,-0.208547,0.969351,255.306,31.372,451000
e-,1,11.992,147.614,-0.246044,-0.339068,0.908017,188.674,-58.347,451000
e-,1,20.8173,150.452,-0.259912,0.241395,0.934973,171.153,44.1738,451000
e-,1,17.5904,134.614,0.826717,-0.0808078,0.556784,173.778,-22.9677,451000
e-,1,17.3928,131.961,0.741436,0.401766,0.537454,172.249,-15.0099,451000
e-,1,19.2795,115.992,0.941589,-0.206251,0.266214,164.369,-2.01562,451000
e-,1,7.44563,153.028,0.486958,0.318783,0.813172,196.817,-63.6784,451000
e-,1,28.1724,145.775,0.222072,0.560655,0.797716,234.407,13.1634,451000
e-,1,12.0192,107.179,-0.728291,0.526241,0.438933,161.847,16.4203,451000
e-,1,22.2567,116.979,-0.772226,-0.175687,0.610574,211.572,-20.9054,451000
e-,1,27.7991,109.418,-0.848315,0.172057,0.500757,196.861,-28.3205,451000
e-,1,19.5125,138.89,-0.488706,0.131456,0.862488,162.99,49.2423,451000
e-,1,20.7308,115.048,-0.639175,0.53531,0.552177,189.334,12.4637,451000
e-,1,23.5037,142.123,-0.342586,-0.358369,0.868451,141.452,-35.5138,451000
e-,1,22.1923,144.313,0.515431,0.453857,0.726873,92.8836,9.08807,451000
e-,1,9.55371,100.486,-0.931381,0.00885706,0.363938,187.323,15.8307,451000
e-,1,6.84967,118.086,-0.775819,0.0607211,0.628026,166.568,134.573,451000
e-,1,12.7625,154.976,-0.184392,-0.216867,0.958628,74.3291,-17.603,451000
gamma,0.01,0.863845,127.454,-0.73241,0.0995262,0.67355,-450156,51725.6,451000
gamma,0.01,2.34836,127.513,0.268435,-0.840676,0.470326,138186,-634925,451000
gamma,0.01,2.48819,121.387,-0.601812,-0.592741,0.535239,-463282,-393646,451000
gamma,0.01,1.84295,141.582,-0.173373,-0.579965,0.795979,-141610,-259235,451000
gamma,0.01,3.25947,137.37,-0.153479,-0.661495,0.734077,-138512,-320444,451000
gamma,0.01,1.43005,138.537,0.624366,0.528206,0.57547,320645,324977,451000
gamma,0.01,3.87726,154.508,-0.290237,0.0106475,0.956896,-171948,3243.9,451000
gamma,0.01,3.21478,143.636,0.5273,-0.514028,0.676558,212763,-271034,451000
gamma,0.01,7.72734,138.046,0.836728,0.207824,0.506651,523055,145235,451000
gamma,0.01,2.31743,158.989,0.286343,-0.365471,0.885685,50489.6,-147527,451000
gamma,0.01,2.55282,165.752,0.279632,-0.247,0.927791,42695.5,-95431.7,451000
gamma,0.01,3.42353,156.21,0.117837,-0.42551,0.897249,-17812.8,-169443,451000
gamma,0.01,3.05989,133.721,0.511081,-0.679899,0.525865,281254,-460725,451000
gamma,0.01,6.50069,130.013,0.648214,-0.647949,0.399976,512077,-577091,451000
gamma,0.01,2.3911,140.968,0.49023,-0.582227,0.648603,204380,-320096,451000
gamma,0.01,4.02962,120.477,-0.133133,-0.900931,0.413036,-179224,-776790,451000
gamma,0.01,4.98116,131.071,0.413044,-0.759353,0.50277,227761,-538084,451000
