Particle Name,Weight,Energy (keV),Pitch Angle (deg),Unit Momentum x,Unit Momentum y,Unit Momentum z,Position x (m),Position y (m),Position z (m)
e-,1,11.3255,117.11,-0.779406,-0.125326,0.613856,141.505,-6.35975,451000
e-,1,1.4648,108.862,0.914627,0.373473,0.154843,175.048,15.4656,451000
e-,1,2.14393,158.966,0.200359,-0.355457,0.912966,85.5498,-0.264427,451000
e-,1,14.097,123.973,0.753027,0.50622,0.420347,205.733,6.0763,451000
e-,1,9.32209,110.757,-0.618031,-0.621692,0.481182,112.287,46.6977,451000
gamma,0.01,1.52211,160.84,0.174821,-0.353437,0.918978,2801.09,-130783,451000
gamma,0.01,3.78468,143.078,-0.430034,-0.271526,0.861014,-230731,-107337,451000
gamma,0.01,3.95619,135.525,0.76447,0.420472,0.48866,468111,290802,451000
gamma,0.01,2.03174,129.628,0.731197,-0.576842,0.364149,618297,-536937,451000
gamma,0.01,1.42405,144.996,-0.457564,-0.0918271,0.884422,-236795,-35711.6,451000
gamma,0.01,4.89392,145.128,0.618181,0.403161,0.67477,248597,201755,451000
gamma,0.01,3.16916,118.982,-0.776197,0.359778,0.517762,-569232,234734,451000
gamma,0.01,1.03498,167.718,0.395577,-0.0527769,0.916915,84469,-20044.9,451000
gamma,0.01,0.304163,121.301,-0.188693,-0.891699,0.411422,-216911,-734438,451000
gamma,0.01,0.387045,118.599,-0.85006,-0.0604054,0.52321,-611748,-39647.7,451000
gamma,0.01,0.460682,164.177,0.107305,0.283898,0.952831,-23480.6,100333,451000
gamma,0.01,3.37435,124.857,-0.616762,-0.493447,0.613282,-402141,-272998,451000
gamma,0.01,2.89201,124.59,-0.588704,-0.537882,0.603416,-391965,-302388,451000
gamma,0.01,0.295176,157.801,0.365845,0.35727,0.859369,82536.3,140216,451000
gamma,0.01,4.63767,155.092,-0.118885,-0.339807,0.932951,-104762,-123885,451000
gamma,0.01,0.387571,115.819,-0.845597,0.132073,0.517225,-615192,85907.9,451000
gamma,0.01,2.40082,149.192,-0.353183,-0.178184,0.918429,-191825,-66248,451000
gamma,0.01,2.66674,126.485,0.59986,-0.731516,0.324118,565063,-764773,451000
gamma,0.01,0.473532,133.829,0.00561873,-0.758625,0.651503,-58693.1,-394836,451000
gamma,0.01,0.880081,153.304,0.592128,0.230393,0.772207,198030,100470,451000
gamma,0.01,1.04201,148.659,-0.3901,0.0642703,0.918527,-205421,23137.7,451000
gamma,0.01,1.18813,121.707,0.0953759,-0.940645,0.325717,37537.1,-978426,451000
gamma,0.01,2.15163,152.995,-0.176615,-0.337004,0.924789,-126280,-123947,451000
gamma,0.01,0.257258,154.319,-0.288411,0.0600522,0.955622,-163806,20723.4,451000
gamma,0.01,3.61303,114.17,-0.910335,-0.0132659,0.413659,-806782,-11414,451000
gamma,0.01,1.10526,141.808,-0.462119,-0.2473,0.851639,-245349,-98880.3,451000
gamma,0.01,0.397504,131.261,-0.629474,-0.217738,0.74589,-347372,-99400.3,451000
gamma,0.01,2.50623,121.488,0.163695,-0.918555,0.359806,92436.7,-864989,451000
gamma,0.01,3.31449,136.134,-0.308063,-0.589003,0.74711,-201234,-267504,451000
gamma,0.01,1.02034,131.02,0.902839,0.0495915,0.42711,654146,38760.5,451000
gamma,0.01,0.908175,157.345,0.547446,0.177386,0.817825,165048,72888.8,451000
gamma,0.01,2.7638,130.341,0.72923,-0.527416,0.435955,504781,-410200,451000
gamma,0.01,4.87839,140.197,-0.512791,-0.18154,0.8391,-268543,-73812.8,451000
gamma,0.01,3.7127,137.566,-0.501401,-0.326219,0.801361,-273475,-138395,451000
gamma,0.01,1.50268,153.09,-0.233899,-0.263654,0.93583,-146244,-95951.6,451000
gamma,0.01,1.90035,148.327,-0.202232,-0.423632,0.882971,-139167,-163012,451000
gamma,0.01,2.47035,155.033,-0.174255,-0.285517,0.942399,-124224,-103142,451000
gamma,0.01,2.55358,167.519,0.116694,-0.217324,0.969099,-20840.2,-76488.9,451000
gamma,0.01,3.57946,150.614,0.619149,0.265889,0.738889,222121,121292,451000
gamma,0.01,0.528136,128.699,-0.122182,-0.797355,0.591013,-131615,-457381,451000
gamma,0.01,0.602441,128.182,0.198169,-0.852573,0.483579,77146.6,-597535,451000
gamma,0.01,2.14287,143.06,-0.0497589,-0.606538,0.793496,-82846.9,-259382,451000
gamma,0.01,0.932902,146.743,0.305538,-0.564782,0.766595,73343.4,-250021,451000
gamma,0.01,0.995375,161.996,-0.12107,0.137795,0.983033,-103316,46908.6,451000
gamma,0.01,0.418298,162.932,0.247767,-0.307641,0.918678,29708.7,-113945,451000
gamma,0.01,0.731778,149.383,-0.249198,-0.351397,0.902452,-155115,-132402,451000
gamma,0.01,1.50444,135.713,-0.592639,-0.159038,0.789611,-315753,-68754.9,451000
e-,1,4.48713,154.956,0.0660963,0.412296,0.908649,108.395,-21.6205,451000
e-,1,11.2438,120.384,0.820413,-0.445091,0.358909,164.054,-49.3917,451000
e-,1,11.7323,166.69,0.348549,-0.154518,0.924466,202.484,26.6372,451000
gamma,1,0.39337,116.536,-0.797493,-0.390868,0.459595,-667889,-296988,451000
e-,1,1.90009,169.299,0.0142893,0.0678721,0.997592,153.836,-1.25893,451000
e-,1,5.34489,112.87,-0.0244342,0.917153,0.397786,287.755,107.637,451000
e-,1,13.6484,152.124,0.0733704,0.46036,0.884695,222.037,-7.08747,451000
e-,1,10.2391,158.253,-0.0796955,-0.261901,0.961799,150.029,56.5185,451000
e-,1,7.42117,129.232,-0.386995,0.580295,0.716584,225.057,4.19003,451000
e-,1,5.38032,103.265,-0.849571,0.348888,0.395609,196.463,-82.4796,451000
e-,1,3.55013,112.4,0.707052,0.661316,0.250476,427.785,-80.2445,451000
e-,1,9.12679,134.302,0.502218,0.609816,0.613108,166.001,24.3614,451000
e-,1,6.64949,142.728,0.614599,-0.376034,0.693445,327.051,29.1697,451000
e-,1,6.48341,137.864,0.761798,0.222727,0.608323,161.994,-5.19297,451000
e-,1,9.47938,112.749,-0.640344,0.56993,0.514917,200.807,47.9801,451000
e-,1,9.88005,126.729,-0.465319,0.546058,0.696634,238.956,34.452,451000
e-,1,9.02498,142.476,0.180021,-0.60635,0.774553,177.462,-52.0767,451000
e-,1,8.11814,129.001,-0.533415,-0.4019,0.744275,160.336,58.4192,451000
e-,1,8.43279,128.774,-0.632259,-0.153544,0.75939,197.781,-38.678,451000
e-,1,9.64035,113.39,-0.758264,-0.348989,0.550675,229.117,-108.369,451000
e-,1,7.28815,131.898,-0.58899,0.158141,0.792516,199.915,-22.689,451000
e-,1,12.0717,103.136,-0.90002,0.173138,0.399983,199.462,-10.6712,451000
e-,1,11.1099,102.997,-0.487005,0.81262,0.320116,300.667,-24.8408,451000
e-,1,3.00177,111.523,-0.84429,-0.0181591,0.535579,208.041,-38.6806,451000
e-,1,14.0501,140.08,0.380004,-0.593081,0.709825,181.611,19.8121,451000
e-,1,13.561,128.025,-0.621649,0.239423,0.745808,202.456,-3.13635,451000
e-,1,3.11084,122.65,-0.717074,-0.116457,0.687199,57.1645,-37.1571,451000
e-,1,7.1871,120.912,0.499771,-0.752243,0.429372,139.542,26.9005,451000
e-,1,6.8678,155.119,-0.128717,0.292445,0.94758,183.84,23.6721,451000
e-,1,5.9694,131.033,0.0610162,-0.749754,0.658898,19.0972,-1.91189,451000
e-,1,9.42712,132.067,0.509152,0.633411,0.582714,218.531,48.9358,451000
e-,1,5.26651,144.229,0.451033,0.501599,0.738219,160.337,-52.6331,451000
e-,1,13.0019,130.386,-0.611551,-0.174024,0.77183,190.861,-29.1643,451000
e-,1,6.36019,135.731,0.709086,-0.379648,0.594192,120.166,-102.952,451000
e-,1,6.25832,159.046,0.474446,-0.185954,0.86042,191.656,46.9395,451000
e-,1,13.0626,106.759,-0.86524,0.201681,0.459004,214.723,27.6523,451000
e-,1,9.5993,122.469,-0.299166,0.740296,0.602048,205.811,-0.652974,451000
e-,1,10.4542,162.793,-0.0532237,-0.173639,0.98337,204.432,94.775,451000
e-,1,10.2774,137.84,-0.507678,0.129301,0.851789,92.8511,19.4256,451000
e-,1,9.60915,175.705,0.142144,-0.0558684,0.988268,139.029,9.29336,451000
e-,1,3.59219,148.027,0.566409,0.332277,0.754171,240.882,-22.738,451000
e-,1,9.24768,164.325,-0.0168559,-0.176773,0.984107,268.227,12.5705,451000
e-,1,11.1411,145.376,-0.392685,-0.106129,0.913529,186.82,-31.2571,451000
e-,1,7.45098,148.612,0.0695312,0.514919,0.854415,211.655,49.0672,451000
e-,1,12.5939,149.275,-0.22905,0.324911,0.917589,202.333,-44.4133,451000
e-,1,8.92159,131.828,0.255924,-0.731465,0.63203,158.726,-130.386,451000
gamma,1,0.39337,145.476,0.163888,0.607149,0.777503,9679.21,261145,451000
e-,1,6.89265,114.457,0.824753,-0.497843,0.268208,125.227,97.6254,451000
e-,1,11.992,118.265,-0.769775,-0.101784,0.630148,237.318,26.0842,451000
e-,1,6.61191,116.285,-0.338959,0.788193,0.513671,94.3259,0.71772,451000
e-,1,9.67721,114.224,-0.575174,0.626221,0.526329,219.167,13.9304,451000
e-,1,2.04568,102.859,-0.282674,0.917987,0.2782,187.232,62.3343,451000
e-,1,11.4877,118.442,-0.709082,0.339928,0.61778,180.038,-41.0991,451000
e-,1,5.8867,131.098,-0.49268,-0.414768,0.765006,89.3725,33.0471,451000
e-,1,6.76417,107.846,-0.876755,0.0275839,0.480145,206.29,2.3073,451000
e-,1,11.9723,159.822,0.495852,0.118389,0.860299,118.833,-17.6243,451000
e-,1,12.9227,106.558,-0.69542,-0.579291,0.425222,151.943,1.37851,451000
e-,1,6.23883,143.948,-0.384366,0.221324,0.896258,245.343,-11.0612,451000
e-,1,13.3729,109.927,0.601843,-0.763155,0.235329,213.199,12.7152,451000
gamma,0.01,2.40473,139.129,0.722493,0.404436,0.560745,385230,250379,451000
gamma,0.01,2.63042,143.162,-0.0853921,0.598409,0.796627,-100599,260797,451000
gamma,0.01,2.27522,118.232,-0.194723,-0.907787,0.371491,-245750,-851328,451000
gamma,0.01,10.7454,120.053,-0.627809,0.588585,0.509337,-492358,401575,451000
gamma,0.01,0.333304,158.484,0.133174,-0.386874,0.912465,-12479.3,-148283,451000
gamma,0.01,1.16291,141.176,0.395051,-0.623062,0.675077,140423,-321973,451000
gamma,0.01,8.43126,159.696,-0.193324,-0.0141598,0.981033,-131883,-5715.15,451000
gamma,0.01,1.12529,145.25,-0.428173,-0.173917,0.886803,-231359,-68959.7,451000
gamma,0.01,8.26296,131.66,-0.394289,0.610211,0.687153,-263028,308435,451000
e-,1,7.42286,156.581,-0.197333,-0.123202,0.972564,251.993,17.9847,451000
e-,1,11.2413,141.225,-0.0786698,0.584931,0.807259,156.339,-42.3342,451000
e-,1,6.43517,111.007,-0.755266,0.414178,0.507966,156.16,-7.90224,451000
e-,1,6.71009,146.613,0.696046,-0.0411221,0.716819,41.1739,6.33065,451000
e-,1,12.4793,103.637,-0.575231,-0.738137,0.35251,195.977,-10.7504,451000
e-,1,10.0025,105.138,0.0321405,0.965876,0.257001,208.006,-63.6421,451000
e-,1,2.40135,97.5822,-0.0368837,0.989658,0.138622,217.905,-61.832,451000
e-,1,2.40135,97.5759,0.466739,-0.883133,0.0472183,224.884,-59.9552,451000
e-,1,11.4496,131.062,-0.380371,0.557681,0.737774,111.725,11.0514,451000
e-,1,7.82692,161.877,0.367303,-0.242438,0.897949,213.996,-93.6496,451000
e-,1,11.5836,130.28,-0.327653,0.61244,0.719417,115.724,-24.7555,451000
e-,1,7.56081,147.354,-0.19639,-0.397865,0.896177,184.489,63.937,451000
e-,1,4.09592,145.548,0.0500936,0.557822,0.828447,244.84,-77.1649,451000
e-,1,11.7072,150.435,0.255765,0.486246,0.835553,309.281,98.7232,451000
e-,1,13.9456,164.41,0.399271,0.154271,0.903761,-34.6932,-4.11949,451000
e-,1,10.3139,134.2,0.409042,-0.656991,0.633283,228.079,-29.3309,451000
e-,1,3.58264,150.005,-0.317613,0.123713,0.940116,145.281,-87.2382,451000
e-,1,7.06945,125.008,-0.361278,0.667044,0.65156,206.44,-37.3636,451000
e-,1,4.01298,129.249,-0.63708,0.0839218,0.766215,329.345,-89.4908,451000
e-,1,9.76,119.79,-0.747195,0.144153,0.648783,126.393,31.5219,451000
e-,1,7.12248,170.313,0.218038,-0.162263,0.962356,99.8729,37.9938,451000
e-,1,7.08444,162.989,0.047515,-0.256789,0.965299,103.962,-71.7065,451000
e-,1,2.83661,138.468,0.700084,0.342319,0.626657,102.194,-15.0974,451000
e-,1,4.81856,110.674,-0.221917,0.889459,0.39952,203.423,36.5442,451000
e-,1,9.64584,115.507,-0.178841,-0.861497,0.475226,232.004,-56.6789,451000
e-,1,13.8618,119.889,-0.661216,-0.398853,0.635381,225.309,-20.1977,451000
e-,1,10.0946,136.08,0.523232,-0.56865,0.634717,127.277,57.2939,451000
e-,1,1.23058,125.253,-0.647166,-0.270941,0.712577,-62.882,113.396,451000
e-,1,2.57,111.233,0.787236,-0.578724,0.212929,265.778,153.221,451000
e-,1,12.1173,109.955,-0.830235,0.233628,0.506091,166.386,-31.9653,451000
e-,1,8.92947,132.355,-0.58597,-0.136118,0.798819,198.284,23.6302,451000
e-,1,10.1536,108.245,0.0476694,-0.948773,0.312342,175.275,21.8183,451000
e-,1,7.65418,102.282,0.965925,-0.256339,0.0357614,291.127,26.764,451000
e-,1,2.32905,120.603,-0.129128,0.831203,0.540766,163.444,-10.9374,451000
e-,1,1.72194,113.847,-0.0622539,-0.902493,0.426181,169.772,-18.1213,451000
e-,1,5.1791,171.519,0.08014,-0.0974652,0.992007,200.812,3.47832,451000
e-,1,8.28473,142.535,-0.349254,-0.33285,0.875918,180.23,-77.6977,451000
e-,1,10.7189,123.729,-0.182114,0.780475,0.598074,195.346,17.2127,451000
e-,1,7.123,141.411,-0.169577,0.536167,0.826903,164.253,-112.821,451000
e-,1,7.15754,153.896,-0.0661917,-0.366348,0.928121,228.533,72.6092,451000
e-,1,1.54701,144.627,-0.191309,0.462893,0.865523,200.833,49.7327,451000
e-,1,8.08265,115.688,-0.792668,-0.152217,0.590345,216.273,-81.7941,451000
e-,1,5.27139,150.022,0.0440183,-0.482231,0.874938,55.8917,-6.84397,451000
e-,1,8.32909,156.838,-0.123129,0.260224,0.957665,151.523,-22.693,451000
e-,1,11.8239,141.502,0.0894444,-0.617451,0.781507,205.918,-3.95335,451000
e-,1,6.63528,151.543,0.369713,0.429464,0.823937,171.284,-35.8345,451000
e-,1,13.6092,134.101,0.131717,-0.716159,0.685396,223.092,18.6206,451000
e-,1,10.527,140.28,-0.482676,0.00549471,0.875782,225.443,69.2769,451000
e-,1,3.08242,167.603,0.0145026,-0.124871,0.992067,181.1,-58.5856,451000
e-,1,10.2605,124.502,0.832578,-0.363345,0.418084,209.213,-51.6528,451000
e-,1,9.99287,141.448,0.733554,0.177101,0.656151,263.842,-13.4727,451000
e-,1,13.7957,110.956,-0.638417,-0.594946,0.488326,166.537,-7.56797,451000
e-,1,3.29226,157.038,-0.106439,0.275179,0.955483,168.731,-2.37941,451000
e-,1,8.14356,133.555,0.0593679,-0.719213,0.692248,162.013,38.2479,451000
e-,1,11.2967,145.361,-0.252321,-0.38895,0.886032,149.734,-26.935,451000
e-,1,11.4036,139.435,-0.145579,-0.577802,0.803089,226.045,-23.019,451000
e-,1,9.34904,113.407,-0.67224,0.514844,0.532005,247.471,-31.6013,451000
e-,1,3.29423,152.44,0.617551,-0.0577866,0.784406,135.9,15.9865,451000
e-,1,9.65153,98.0927,-0.421409,0.879365,0.221657,129.167,40.3126,451000
e-,1,4.43108,143.945,-0.31602,-0.342459,0.88479,155.614,111.165,451000
e-,1,7.83167,155.131,0.564322,0.122952,0.816347,170.268,145.431,451000
e-,1,11.174,120.154,0.747305,0.554231,0.366556,165.286,38.2544,451000
e-,1,7.32159,129.969,0.741215,0.434763,0.51145,105.158,-31.236,451000
e-,1,2.60756,125.707,0.887635,0.179447,0.424148,168.556,-66.9751,451000
gamma,1,0.39337,166.578,0.313563,-0.206335,0.926878,54894.6,-78578.8,451000
e-,1,12.2099,140.03,0.505588,-0.523317,0.685945,155.056,-66.5304,451000
e-,1,8.25284,154.6,0.0719327,0.419695,0.90481,171.047,55.1535,451000
e-,1,12.0066,144.344,-0.0510322,0.544729,0.837058,327.087,-4.62801,451000
e-,1,9.41438,134.774,-0.38518,0.47754,0.789679,189.893,-42.2839,451000
e-,1,7.0419,159.593,0.445036,0.211499,0.870179,36.4122,-22.5267,451000
e-,1,9.22665,136.321,-0.51826,-0.178752,0.836334,198.59,23.9653,451000
e-,1,12.6387,159.419,-0.150501,-0.123834,0.980823,220.47,-13.678,451000
e-,1,5.48155,115.916,-0.788904,-0.147244,0.596615,241.36,30.5723,451000
e-,1,6.40487,118.186,0.926314,0.227066,0.300638,-18.5284,-1.54017,451000
e-,1,10.0243,118.845,-0.746995,-0.196678,0.635072,112.491,-17.1813,451000
e-,1,3.52525,112.729,-0.74895,-0.386575,0.538177,132.629,-10.4176,451000
e-,1,10.4361,122.36,0.903358,-0.21286,0.372337,160.696,66.5633,451000
e-,1,7.298,94.4576,-0.837679,-0.49002,0.241194,63.7222,3.2374,451000
e-,1,2.9681,125.8,-0.409833,0.616284,0.672481,17.9765,-144.775,451000
e-,1,6.17558,129.459,-0.144789,-0.721646,0.676952,218.146,8.6032,451000
e-,1,9.05133,121.541,-0.69029,-0.28334,0.665747,296.357,6.75308,451000
e-,1,4.4526,161.968,0.295362,0.288621,0.910746,238.783,-20.1606,451000
e-,1,7.49073,138.759,-0.31827,0.46878,0.823984,96.5136,22.1514,451000
e-,1,3.28722,111.234,-0.849019,-0.0473787,0.526234,245.954,62.8258,451000
e-,1,11.7992,145.875,0.506035,0.435294,0.744612,116.356,-30.7883,451000
e-,1,11.4085,155.783,-0.153879,-0.238687,0.958827,245.91,-32.6395,451000
e-,1,10.2885,98.2129,-0.637653,0.723716,0.263883,123.887,-42.023,451000
e-,1,9.29852,153.99,-0.180759,0.258141,0.949047,208.192,25.3708,451000
e-,1,5.30596,137.048,0.267276,-0.665717,0.696696,13.1667,-120.567,451000
e-,1,6.89481,136.855,-0.200599,0.59311,0.779731,159.923,-103.353,451000
e-,1,11.1095,152.773,0.538404,-0.255983,0.802866,223.755,40.1483,451000
e-,1,11.8688,122.024,-0.627061,-0.411495,0.661413,285.084,12.6994,451000
e-,1,5.32919,151.628,-0.27805,-0.14431,0.949665,84.7756,-29.6921,451000
e-,1,6.73437,124.009,-0.236626,-0.75052,0.617032,135.454,-56.179,451000
e-,1,8.90911,133.915,0.613224,-0.521934,0.592908,115.937,31.0126,451000
e-,1,9.42621,127.066,0.859297,0.239579,0.451897,77.3625,-21.5249,451000
e-,1,12.5845,130.103,0.678342,0.514406,0.524631,181.666,22.7408,451000
e-,1,13.037,148.752,0.62236,-0.217998,0.751761,204.892,22.8897,451000
e-,1,10.8202,104.16,-0.879492,0.229094,0.417145,210.224,-9.02618,451000
e-,1,9.49903,105.552,-0.444385,-0.820063,0.360581,275.215,-85.2008,451000
e-,1,13.4803,116.473,-0.79456,-0.0310396,0.606392,155.534,11.5252,451000
e-,1,8.68517,111.335,0.520655,-0.808986,0.272873,292.314,18.0697,451000
e-,1,9.18716,125.708,-0.507856,0.515414,0.69024,204.113,-3.10293,451000
e-,1,9.2215,121.151,0.300026,-0.829238,0.471539,299.719,53.5745,451000
e-,1,13.3762,154.342,0.207848,0.433765,0.876725,161.699,-8.76404,451000
e-,1,1.93051,123.959,-0.682357,0.225383,0.695407,289.727,-75.7584,451000
e-,1,13.3834,104.583,-0.214825,-0.929469,0.299897,99.6154,-11.9956,451000
e-,1,12.3403,143.505,-0.379112,-0.253768,0.889874,206.062,31.7091,451000
e-,1,6.47049,116.746,-0.428115,-0.722845,0.542414,126.444,-18.4825,451000
e-,1,2.52863,126.329,-0.375998,-0.63255,0.677131,-110.138,158.746,451000
e-,1,12.1331,161.62,0.440139,-0.166585,0.882342,152.252,18.1778,451000
e-,1,12.0501,114.388,0.330221,0.874754,0.354625,144.191,-40.1557,451000
e-,1,13.6953,127.26,-0.437046,0.566419,0.698685,172.694,19.087,451000
e-,1,6.74298,150.345,-0.182573,0.349724,0.918891,165.44,-9.62195,451000
e-,1,12.6502,117.295,0.552728,0.752082,0.358977,153.313,-26.5524,451000
e-,1,13.9264,140.015,-0.456564,0.198775,0.867201,237.619,-14.8003,451000
gamma,0.01,1.23603,116.697,-0.810539,0.360405,0.461665,-680928,273780,451000
gamma,0.01,0.386157,124.84,-0.648916,-0.44911,0.614172,-435163,-257714,451000
gamma,0.01,1.1186,124.709,-0.504588,-0.633402,0.586679,-366087,-380188,451000
gamma,0.01,1.29656,123.241,-0.794818,-0.0263625,0.606275,-524599,-15939.2,451000
gamma,0.01,1.55835,121.21,-0.757907,-0.335527,0.559463,-539968,-211481,451000
e-,1,11.8737,145.236,-0.325652,-0.298187,0.897237,136.015,8.25131,451000
e-,1,9.70007,126.209,0.89816,0.0796554,0.432392,209.397,-29.7634,451000
e-,1,8.37056,130.452,-0.615462,-0.11959,0.779041,198.972,-35.944,451000
e-,1,13.9724,105.665,-0.528995,0.762053,0.373416,193.067,2.89301,451000
e-,1,5.5393,136.935,-0.405842,-0.397691,0.822881,189.05,5.75739,451000
e-,1,8.77546,125.603,-0.508382,0.51678,0.68883,176.676,0.0972859,451000
e-,1,13.8674,151.975,0.0915782,-0.46115,0.882584,213.189,-13.9922,451000
e-,1,3.75111,149.912,0.0926552,0.498644,0.861841,69.5756,-21.3002,451000
e-,1,7.06174,147.822,0.369427,-0.485481,0.792359,231.986,44.7432,451000
e-,1,6.95711,128.586,0.566071,-0.632836,0.528282,184.524,26.6537,451000
e-,1,12.5913,140.941,0.166534,0.631905,0.756943,291.958,32.6853,451000
e-,1,13.8943,136.775,-0.266233,-0.545663,0.794589,240.705,-0.666745,451000
e-,1,14.001,119.122,-0.209482,0.81952,0.53339,159.194,4.17138,451000
e-,1,6.00922,114.415,0.915585,0.319361,0.244361,165.546,-34.5263,451000
e-,1,6.04463,167.028,0.195208,-0.221468,0.95543,127.726,-191.361,451000
e-,1,13.3566,161.047,0.454424,0.164894,0.875391,216.458,13.6871,451000
e-,1,9.39964,115.601,0.583561,0.743792,0.32593,181.67,-19.6234,451000
e-,1,2.63631,156.548,0.425986,0.305664,0.851531,285.231,10.8094,451000
e-,1,6.18472,148.725,0.559233,-0.322002,0.76392,110.229,-69.1434,451000
e-,1,13.2377,117.916,0.883736,-0.351638,0.308805,181.953,-29.4457,451000
e-,1,8.08306,125.075,-0.611308,0.366683,0.701317,66.3497,-0.366548,451000
e-,1,5.16702,130.483,0.224016,-0.751756,0.620226,272.882,9.96899,451000
e-,1,11.3512,110.182,-0.488718,0.751659,0.442903,225.053,-9.4801,451000
e-,1,9.3315,132.403,-0.469163,0.422621,0.775421,178.58,-5.50023,451000
e-,1,6.12335,158.405,-0.0380553,0.299918,0.953206,166.733,27.258,451000
e-,1,12.1531,123.584,0.584673,0.675577,0.449169,201.344,12.7581,451000
e-,1,13.5749,143.037,0.368879,-0.5563,0.74462,235.33,26.0078,451000
e-,1,6.91913,132.436,0.838499,0.13672,0.527472,220.403,11.6401,451000
e-,1,2.63758,123.551,-0.647435,0.332091,0.685962,21.9266,86.2011,451000
e-,1,9.11482,156.873,-0.0433137,0.327712,0.943784,190.137,-15.7354,451000
e-,1,10.9915,141.17,-0.0717302,-0.583925,0.808632,172.651,-27.2152,451000
e-,1,12.6275,118.921,0.925098,0.213011,0.314357,216.473,21.9521,451000
e-,1,13.7631,133.119,0.118725,0.731795,0.671104,183.942,11.5705,451000
e-,1,13.0413,123.707,0.116856,0.833266,0.540381,200.866,7.34334,451000
e-,1,8.59791,115.59,-0.667132,0.483586,0.566638,265.638,19.779,451000
e-,1,7.75695,144.444,0.468386,-0.482852,0.739911,203.166,9.59207,451000
e-,1,7.78142,135.735,0.794313,0.192362,0.57625,237.193,60.0118,451000
e-,1,12.1894,128.472,0.135094,0.784427,0.60533,179.886,26.9689,451000
e-,1,3.64969,101.379,0.237784,0.959263,0.152553,299.323,-26.8357,451000
e-,1,10.2401,155.725,0.271397,-0.395836,0.877301,64.572,-186.799,451000
e-,1,13.844,154.416,0.338888,-0.393654,0.854513,179.761,-19.8783,451000
e-,1,1.71435,140.93,0.701441,0.280482,0.655218,-40.4939,-12.4832,451000
e-,1,3.92393,122.72,-0.463148,0.615724,0.637478,165.909,13.8131,451000
e-,1,8.9077,131.402,0.355987,-0.710394,0.607136,203.285,-27.199,451000
e-,1,4.80146,145.097,-0.0818717,0.521546,0.849286,132.992,21.7812,451000
e-,1,7.94814,118.78,-0.764916,-0.0938963,0.637249,341.014,-45.7403,451000
e-,1,1.45199,152.341,0.0928832,0.460566,0.882752,339.875,-1.25459,451000
e-,1,2.39036,99.9071,0.344082,0.932877,0.106525,230.102,4.57443,451000
e-,1,5.45603,150.93,-0.304986,-0.0833073,0.948706,207.255,-14.266,451000
e-,1,7.47129,140.936,0.728883,-0.210746,0.651395,133.986,-28.3537,451000
e-,1,14.0533,118.307,0.521534,0.763629,0.380622,223.332,4.48707,451000
e-,1,7.00877,123.517,0.722927,-0.544655,0.42512,284.278,-26.7771,451000
e-,1,6.57926,110.001,-0.648539,0.597995,0.470955,147.858,29.8013,451000
e-,1,11.9137,111.664,0.304312,0.898999,0.314953,180.984,78.8007,451000
e-,1,8.18582,149.298,0.0251691,0.493674,0.869283,100.659,-54.4449,451000
e-,1,14.0564,125.054,-0.683794,-0.13863,0.716385,206.68,-20.3273,451000
e-,1,2.73764,106.929,0.000592731,-0.954216,0.299118,149.481,95.2702,451000
e-,1,11.6017,144.148,0.301129,0.568033,0.765937,219.61,-30.2126,451000
e-,1,12.7705,112.12,-0.727166,0.446241,0.521631,257.17,37.36,451000
